RowID,Year,Province,Criterion,TOPSIS_Score,VIKOR_Score,PROMETHEE_Score,COPRAS_Score,EDAS_Score,SAW_Score,ER_Stage1_Utility,Final_ER_Score,ER_Rank
0,2021,P31,C01,0.8526,0.8835,0.8872,0.8149,0.8342,0.8278,0.7094,0.7341,1
1,2021,P31,C02,1.0000,1.0000,0.9895,1.0000,1.0000,1.0000,0.8311,0.7341,1
2,2021,P31,C03,0.7975,0.8367,0.8562,0.8005,0.8098,0.8150,0.6911,0.7341,1
3,2021,P31,C04,0.7990,0.8222,0.8814,0.8588,0.8529,0.8738,0.7081,0.7341,1
4,2021,P31,C05,0.9999,0.9745,1.0000,1.0000,1.0000,1.0000,0.8291,0.7341,1
5,2021,P31,C06,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8326,0.7341,1
6,2021,P31,C07,0.7203,0.9978,1.0000,0.8546,0.9371,1.0000,0.7623,0.7341,1
7,2021,P31,C08,1.0000,1.0000,0.9993,1.0000,1.0000,1.0000,0.8325,0.7341,1
8,2021,P47,C01,0.7499,0.6663,0.7630,0.7705,0.7945,0.7937,0.6626,0.6791,2
9,2021,P47,C02,0.9450,0.9615,1.0000,0.9515,0.9580,0.9971,0.8066,0.6791,2
10,2021,P47,C03,0.7926,0.8436,0.9323,0.8504,0.8574,0.9249,0.7207,0.6791,2
11,2021,P47,C04,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8326,0.6791,2
12,2021,P47,C05,0.9863,0.9613,0.9484,0.9093,0.9157,0.9069,0.7797,0.6791,2
13,2021,P47,C06,0.6261,0.6290,0.6862,0.6906,0.6547,0.7247,0.6093,0.6791,2
14,2021,P47,C07,0.4323,0.4752,0.6766,0.4688,0.5355,0.6699,0.5228,0.6791,2
15,2021,P47,C08,0.8543,0.8824,0.9620,0.8543,0.8757,0.8730,0.7338,0.6791,2
16,2021,P26,C01,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8326,0.6698,3
17,2021,P26,C02,0.6527,0.6793,0.8474,0.8017,0.8282,0.9196,0.6720,0.6698,3
18,2021,P26,C03,0.8337,0.8601,0.8733,0.8570,0.8637,0.8492,0.7138,0.6698,3
19,2021,P26,C04,0.8313,0.8388,0.8666,0.8742,0.8689,0.8847,0.7169,0.6698,3
20,2021,P26,C05,0.6944,0.6923,0.6667,0.6469,0.6711,0.6302,0.6081,0.6698,3
21,2021,P26,C06,0.8309,0.7992,0.8184,0.8886,0.8740,0.8757,0.7078,0.6698,3
22,2021,P26,C07,0.5771,0.7685,0.8806,0.6935,0.8062,0.8789,0.6602,0.6698,3
23,2021,P26,C08,0.5617,0.6210,0.7394,0.5710,0.6340,0.6159,0.5746,0.6698,3
24,2021,P28,C01,0.6282,0.6512,0.6784,0.6112,0.6519,0.6295,0.5886,0.6395,4
25,2021,P28,C02,0.5938,0.5897,0.6925,0.6529,0.6917,0.6877,0.5960,0.6395,4
26,2021,P28,C03,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8326,0.6395,4
27,2021,P28,C04,0.5697,0.6076,0.6685,0.6530,0.6386,0.6645,0.5823,0.6395,4
28,2021,P28,C05,0.7394,0.7664,0.7397,0.6858,0.7080,0.6911,0.6469,0.6395,4
29,2021,P28,C06,0.7786,0.7897,0.8401,0.8179,0.7915,0.8460,0.6867,0.6395,4
30,2021,P28,C07,0.5012,0.6223,0.7778,0.6005,0.6814,0.8311,0.6008,0.6395,4
31,2021,P28,C08,0.6892,0.7208,0.7517,0.6687,0.7084,0.6530,0.6317,0.6395,4
32,2021,P21,C01,0.7879,0.8180,0.8464,0.7765,0.7999,0.7961,0.6837,0.6195,5
33,2021,P21,C02,0.6759,0.6900,0.8219,0.7226,0.7597,0.7802,0.6536,0.6195,5
34,2021,P21,C03,0.7264,0.7927,0.7312,0.7150,0.7283,0.6837,0.6502,0.6195,5
35,2021,P21,C04,0.6882,0.7212,0.7628,0.7714,0.7619,0.7897,0.6602,0.6195,5
36,2021,P21,C05,0.8065,0.8053,0.8087,0.7550,0.7723,0.7663,0.6761,0.6195,5
37,2021,P21,C06,0.8163,0.7872,0.7834,0.8479,0.8297,0.8334,0.6895,0.6195,5
38,2021,P21,C07,0.3971,0.5183,0.5669,0.4379,0.5891,0.5230,0.5029,0.6195,5
39,2021,P21,C08,0.4353,0.4327,0.5721,0.4673,0.5305,0.5195,0.4966,0.6195,5
40,2021,P13,C01,0.8104,0.8049,0.8687,0.8222,0.8407,0.8391,0.6976,0.6195,6
41,2021,P13,C02,0.7079,0.7247,0.8764,0.7847,0.8135,0.8642,0.6775,0.6195,6
42,2021,P13,C03,0.6464,0.7458,0.7565,0.6983,0.7115,0.7335,0.6432,0.6195,6
43,2021,P13,C04,0.6483,0.5662,0.6656,0.7785,0.7760,0.8006,0.6290,0.6195,6
44,2021,P13,C05,0.7044,0.7078,0.7299,0.6815,0.7021,0.6998,0.6359,0.6195,6
45,2021,P13,C06,0.6160,0.5947,0.6087,0.6596,0.6250,0.6733,0.5792,0.6195,6
46,2021,P13,C07,0.6180,0.8345,0.8825,0.7025,0.8135,0.8071,0.6661,0.6195,6
47,2021,P13,C08,0.5217,0.5232,0.6391,0.5397,0.6056,0.5671,0.5340,0.6195,6
48,2021,P62,C01,0.4857,0.4097,0.4304,0.4354,0.4578,0.4113,0.4686,0.5844,7
49,2021,P62,C02,0.6951,0.7213,0.7628,0.6671,0.7116,0.6725,0.6355,0.5844,7
50,2021,P62,C03,0.6225,0.6857,0.6950,0.7037,0.7157,0.7584,0.6298,0.5844,7
51,2021,P62,C04,0.6725,0.7086,0.8043,0.7451,0.7345,0.7556,0.6537,0.5844,7
52,2021,P62,C05,0.7430,0.7727,0.7307,0.6873,0.7095,0.6877,0.6465,0.5844,7
53,2021,P62,C06,0.6190,0.7107,0.6685,0.6680,0.6198,0.7090,0.6072,0.5844,7
54,2021,P62,C07,0.4168,0.5102,0.6338,0.4571,0.5746,0.5872,0.5157,0.5844,7
55,2021,P62,C08,0.5673,0.6067,0.6912,0.5531,0.6066,0.5719,0.5566,0.5844,7
56,2021,P16,C01,0.8793,0.8865,0.8987,0.8506,0.8662,0.8546,0.7257,0.5807,8
57,2021,P16,C02,0.5371,0.5456,0.6976,0.6412,0.6891,0.7380,0.5879,0.5807,8
58,2021,P16,C03,0.4372,0.5318,0.5900,0.5352,0.5541,0.6142,0.5225,0.5807,8
59,2021,P16,C04,0.6884,0.7168,0.7798,0.7546,0.7444,0.7723,0.6579,0.5807,8
60,2021,P16,C05,0.7176,0.7622,0.7136,0.6647,0.6884,0.6698,0.6338,0.5807,8
61,2021,P16,C06,0.7300,0.7805,0.7162,0.7415,0.7079,0.7435,0.6557,0.5807,8
62,2021,P16,C07,0.3989,0.4813,0.6236,0.4393,0.5500,0.5800,0.5064,0.5807,8
63,2021,P16,C08,0.3184,0.2871,0.4557,0.3510,0.4002,0.4387,0.4247,0.5807,8
64,2021,P25,C01,0.7415,0.7779,0.7723,0.7052,0.7361,0.7099,0.6569,0.5747,9
65,2021,P25,C02,0.5650,0.5821,0.7309,0.6260,0.6760,0.7098,0.5934,0.5747,9
66,2021,P25,C03,0.5146,0.6069,0.6937,0.6146,0.6326,0.7033,0.5774,0.5747,9
67,2021,P25,C04,0.3898,0.4725,0.4022,0.4734,0.4553,0.4822,0.4732,0.5747,9
68,2021,P25,C05,0.7697,0.7354,0.8027,0.8040,0.8179,0.8389,0.6791,0.5747,9
69,2021,P25,C06,0.6246,0.6738,0.7052,0.6962,0.6552,0.7409,0.6200,0.5747,9
70,2021,P25,C07,0.3222,0.4497,0.3928,0.3526,0.4970,0.3842,0.4430,0.5747,9
71,2021,P25,C08,0.6264,0.6803,0.8242,0.6418,0.6944,0.7008,0.6229,0.5747,9
72,2021,P22,C01,0.5159,0.4302,0.6082,0.5446,0.5760,0.6065,0.5246,0.5685,10
73,2021,P22,C02,0.6009,0.6091,0.7501,0.6666,0.7111,0.7351,0.6170,0.5685,10
74,2021,P22,C03,0.5829,0.6651,0.7478,0.6611,0.6770,0.7310,0.6160,0.5685,10
75,2021,P22,C04,0.5949,0.6328,0.6897,0.6687,0.6549,0.6821,0.5980,0.5685,10
76,2021,P22,C05,0.6018,0.6367,0.5976,0.5638,0.5922,0.5703,0.5527,0.5685,10
77,2021,P22,C06,0.8393,0.8145,0.8345,0.8540,0.8328,0.8543,0.7021,0.5685,10
78,2021,P22,C07,0.3563,0.4090,0.5658,0.3860,0.4861,0.5355,0.4769,0.5685,10
79,2021,P22,C08,0.3476,0.3963,0.4422,0.3638,0.4393,0.3953,0.4410,0.5685,10
80,2021,P27,C01,0.4800,0.4231,0.5433,0.4927,0.5333,0.5365,0.5008,0.5593,11
81,2021,P27,C02,0.5228,0.5452,0.6244,0.5447,0.6056,0.5889,0.5378,0.5593,11
82,2021,P27,C03,0.7329,0.7920,0.7715,0.7305,0.7431,0.7201,0.6611,0.5593,11
83,2021,P27,C04,0.5427,0.5815,0.6458,0.6295,0.6144,0.6442,0.5642,0.5593,11
