RowID,Year,Province,Criterion,TOPSIS_Score,VIKOR_Score,PROMETHEE_Score,COPRAS_Score,EDAS_Score,SAW_Score,ER_Stage1_Utility,Final_ER_Score,ER_Rank
41,2024,P49,C02,0.6059,0.6463,0.6876,0.5877,0.6607,0.5856,0.5787,0.6045,6
42,2024,P49,C03,0.3237,0.3998,0.4688,0.4028,0.4440,0.5511,0.4627,0.6045,6
43,2024,P49,C04,0.6996,0.7627,0.8072,0.7281,0.7565,0.7609,0.6622,0.6045,6
44,2024,P49,C05,1.0000,0.9854,1.0000,1.0000,1.0000,1.0000,0.8306,0.6045,6
45,2024,P49,C06,1.0000,1.0000,1.0000,0.9092,0.9361,0.9259,0.8003,0.6045,6
46,2024,P49,C07,0.4113,0.4156,0.7133,0.4559,0.4931,0.7404,0.5211,0.6045,6
47,2024,P49,C08,0.9496,0.8690,0.8854,0.9475,0.9563,0.8611,0.7566,0.6045,6
48,2024,P28,C01,1.0000,1.0000,1.0000,1.0000,1.0000,0.9765,0.8294,0.5825,7
49,2024,P28,C02,0.4380,0.4455,0.7193,0.5770,0.6312,0.7462,0.5566,0.5825,7
50,2024,P28,C03,0.7228,0.8326,0.9078,0.7611,0.7971,0.9071,0.6910,0.5825,7
51,2024,P28,C04,0.4981,0.5745,0.5989,0.5169,0.5658,0.5381,0.5237,0.5825,7
52,2024,P28,C05,0.7382,0.7842,0.7316,0.7344,0.6759,0.7545,0.6551,0.5825,7
53,2024,P28,C06,0.4717,0.4980,0.4732,0.4501,0.4802,0.4810,0.4892,0.5825,7
54,2024,P28,C07,0.3482,0.3873,0.6113,0.3981,0.4580,0.6307,0.4834,0.5825,7
55,2024,P28,C08,0.4626,0.4579,0.5935,0.4775,0.5609,0.4937,0.5035,0.5825,7
56,2024,P30,C01,0.8261,0.8038,0.8350,0.8197,0.7749,0.8216,0.6882,0.5818,8
57,2024,P30,C02,0.6101,0.6284,0.7560,0.6224,0.6892,0.6555,0.6023,0.5818,8
58,2024,P30,C03,0.8303,0.7712,0.7600,0.7730,0.7770,0.6922,0.6673,0.5818,8
59,2024,P30,C04,0.5539,0.6174,0.6437,0.5846,0.6279,0.6149,0.5623,0.5818,8
60,2024,P30,C05,0.6939,0.7286,0.6745,0.6902,0.6346,0.6974,0.6230,0.5818,8
61,2024,P30,C06,0.5200,0.5774,0.5458,0.4716,0.5340,0.4751,0.5096,0.5818,8
62,2024,P30,C07,0.4461,0.5330,0.6112,0.4827,0.5597,0.5818,0.5180,0.5818,8
63,2024,P30,C08,0.5284,0.5342,0.6708,0.5344,0.6131,0.5485,0.5374,0.5818,8
64,2024,P18,C01,0.8715,0.8606,0.8962,0.8659,0.8325,0.8634,0.7200,0.5751,9
65,2024,P18,C02,0.2675,0.2472,0.4503,0.3522,0.4179,0.4847,0.4213,0.5751,9
66,2024,P18,C03,0.5703,0.6756,0.6679,0.5757,0.6206,0.6260,0.5739,0.5751,9
67,2024,P18,C04,0.3664,0.4332,0.4322,0.3761,0.4160,0.4083,0.4466,0.5751,9
68,2024,P18,C05,0.9605,0.9490,0.9758,0.9927,0.9911,0.9900,0.8131,0.5751,9
69,2024,P18,C06,0.9347,0.9799,0.9837,0.8851,0.9152,0.9191,0.7781,0.5751,9
70,2024,P18,C07,0.1791,0.2548,0.3018,0.2364,0.2927,0.3787,0.3552,0.5751,9
71,2024,P18,C08,0.4304,0.4282,0.5966,0.4826,0.5620,0.5826,0.5071,0.5751,9
72,2024,P22,C01,0.6514,0.5979,0.6573,0.6738,0.6146,0.6906,0.5931,0.5708,10
73,2024,P22,C02,0.6004,0.6303,0.7475,0.6108,0.6797,0.6442,0.5966,0.5708,10
74,2024,P22,C03,0.7219,0.8397,0.9124,0.7860,0.8193,0.9640,0.7022,0.5708,10
75,2024,P22,C04,0.4533,0.5694,0.5180,0.4608,0.5084,0.4721,0.4986,0.5708,10
76,2024,P22,C05,0.6370,0.7157,0.6076,0.6382,0.5651,0.6530,0.5841,0.5708,10
77,2024,P22,C06,0.7709,0.7966,0.8399,0.7238,0.7757,0.7620,0.6723,0.5708,10
78,2024,P22,C07,0.2647,0.2675,0.3122,0.3076,0.3620,0.3457,0.3745,0.5708,10
79,2024,P22,C08,0.4259,0.4344,0.5336,0.4321,0.5222,0.4482,0.4833,0.5708,10
80,2024,P26,C01,0.9181,0.9132,0.9282,0.8997,0.8748,0.8891,0.7505,0.5660,11
81,2024,P26,C02,0.2938,0.2642,0.4657,0.3731,0.4347,0.4813,0.4328,0.5660,11
82,2024,P26,C03,0.7113,0.8412,0.8062,0.7253,0.7477,0.8023,0.6685,0.5660,11
83,2024,P26,C04,0.5376,0.5981,0.6742,0.5657,0.6102,0.5950,0.5548,0.5660,11
84,2024,P26,C05,0.7202,0.7502,0.6793,0.7036,0.6510,0.7019,0.6336,0.5660,11
85,2024,P26,C06,0.5788,0.5799,0.5995,0.5169,0.5691,0.5139,0.5302,0.5660,11
86,2024,P26,C07,0.4754,0.5466,0.7963,0.5440,0.6124,0.7890,0.5723,0.5660,11
87,2024,P26,C08,0.1985,0.1792,0.2388,0.2130,0.2656,0.2749,0.3305,0.5660,11
88,2024,P63,C01,0.4816,0.4733,0.4279,0.4752,0.4038,0.4638,0.4780,0.5655,12
89,2024,P63,C02,0.4402,0.4577,0.6127,0.4913,0.5813,0.5644,0.5123,0.5655,12
90,2024,P63,C03,0.7856,0.8951,0.9369,0.8138,0.8442,0.9586,0.7242,0.5655,12
91,2024,P63,C04,0.6887,0.7341,0.7550,0.7002,0.7315,0.7190,0.6476,0.5655,12
92,2024,P63,C05,0.8646,0.9011,0.8709,0.8481,0.8147,0.8658,0.7169,0.5655,12
93,2024,P63,C06,0.3535,0.4000,0.3556,0.3523,0.4039,0.3751,0.4230,0.5655,12
94,2024,P63,C07,0.4569,0.5247,0.6876,0.5040,0.5890,0.6634,0.5384,0.5655,12
95,2024,P63,C08,0.4480,0.4420,0.5896,0.4729,0.5611,0.5015,0.5011,0.5655,12
96,2024,P31,C01,0.7617,0.7010,0.7718,0.7710,0.7178,0.7798,0.6612,0.5600,13
97,2024,P31,C02,0.4492,0.4622,0.6076,0.4903,0.5805,0.5453,0.5110,0.5600,13
98,2024,P31,C03,0.4889,0.5916,0.5749,0.4996,0.5468,0.5389,0.5191,0.5600,13
99,2024,P31,C04,0.5116,0.5973,0.6072,0.5402,0.5881,0.5728,0.5363,0.5600,13
100,2024,P31,C05,0.6451,0.6953,0.5942,0.6361,0.5797,0.6314,0.5797,0.5600,13
101,2024,P31,C06,0.8325,0.8860,0.9136,0.7708,0.8163,0.8090,0.7012,0.5600,13
102,2024,P31,C07,0.6010,0.7073,0.8785,0.6465,0.7084,0.8170,0.6377,0.5600,13
103,2024,P31,C08,0.2369,0.1659,0.3141,0.2597,0.3174,0.3451,0.3557,0.5600,13
104,2024,P62,C01,0.4461,0.4058,0.3945,0.4439,0.3965,0.4352,0.4569,0.5505,14
105,2024,P62,C02,0.4324,0.4634,0.5205,0.4451,0.5219,0.4850,0.4899,0.5505,14
106,2024,P62,C03,0.5182,0.6208,0.6429,0.5651,0.6161,0.6707,0.5611,0.5505,14
107,2024,P62,C04,0.7014,0.7750,0.7777,0.6986,0.7300,0.7087,0.6511,0.5505,14
108,2024,P62,C05,0.7483,0.7919,0.7304,0.7357,0.6776,0.7517,0.6565,0.5505,14
109,2024,P62,C06,0.6365,0.6889,0.6126,0.5562,0.6061,0.5309,0.5607,0.5505,14
110,2024,P62,C07,0.5205,0.6104,0.8122,0.5780,0.6510,0.7663,0.5934,0.5505,14
111,2024,P62,C08,0.3773,0.3768,0.5048,0.4086,0.5055,0.4531,0.4681,0.5505,14
112,2024,P47,C01,0.5167,0.3863,0.4934,0.5368,0.4925,0.5451,0.4979,0.5425,15
113,2024,P47,C02,0.6309,0.6618,0.8472,0.6854,0.7410,0.7645,0.6397,0.5425,15
114,2024,P47,C03,0.2278,0.2914,0.3280,0.2866,0.3233,0.3913,0.3749,0.5425,15
115,2024,P47,C04,0.7078,0.6444,0.6896,0.7221,0.7425,0.7233,0.6364,0.5425,15
116,2024,P47,C05,0.7052,0.7100,0.7217,0.7307,0.6811,0.7665,0.6451,0.5425,15
117,2024,P47,C06,0.5918,0.5233,0.5994,0.5563,0.5952,0.5600,0.5373,0.5425,15
118,2024,P47,C07,0.3375,0.3023,0.5072,0.3399,0.3807,0.5351,0.4416,0.5425,15
119,2024,P47,C08,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8326,0.5425,15
120,2024,P21,C01,0.8157,0.7909,0.8223,0.8111,0.7642,0.8128,0.6831,0.5424,16
121,2024,P21,C02,0.4030,0.4234,0.5785,0.4659,0.5604,0.5585,0.4992,0.5424,16
122,2024,P21,C03,0.5449,0.6475,0.6522,0.5709,0.6232,0.6477,0.5676,0.5424,16
123,2024,P21,C04,0.5062,0.5909,0.6027,0.5222,0.5715,0.5410,0.5277,0.5424,16
124,2024,P21,C05,0.6643,0.6840,0.6491,0.6747,0.6105,0.7008,0.6058,0.5424,16
125,2024,P21,C06,0.6639,0.7026,0.6725,0.5814,0.6307,0.5630,0.5838,0.5424,16
126,2024,P21,C07,0.2646,0.3303,0.4526,0.3197,0.3852,0.5019,0.4253,0.5424,16
127,2024,P21,C08,0.3325,0.3384,0.4150,0.3451,0.4230,0.3879,0.4233,0.5424,16
128,2024,P60,C01,0.4135,0.2308,0.3519,0.3400,0.3161,0.2992,0.3877,0.5399,17
129,2024,P60,C02,0.2506,0.2642,0.3056,0.2829,0.3603,0.3293,0.3663,0.5399,17
130,2024,P60,C03,0.5264,0.6271,0.5868,0.5315,0.5829,0.5671,0.5368,0.5399,17
131,2024,P60,C04,0.6215,0.6532,0.6413,0.6198,0.6568,0.6194,0.5837,0.5399,17
132,2024,P60,C05,0.9207,0.8979,0.9497,0.9410,0.9280,0.9762,0.7777,0.5399,17
133,2024,P60,C06,0.5131,0.5591,0.5194,0.4716,0.5307,0.4685,0.5047,0.5399,17
134,2024,P60,C07,0.9872,0.8993,0.7863,0.9577,0.9567,0.9198,0.7612,0.5399,17
135,2024,P60,C08,0.4570,0.4614,0.5518,0.4501,0.5345,0.4462,0.4920,0.5399,17
136,2024,P24,C01,0.8862,0.8511,0.8779,0.8688,0.8424,0.8527,0.7187,0.5355,18
137,2024,P24,C02,0.2772,0.2666,0.4485,0.3591,0.4326,0.4780,0.4264,0.5355,18
138,2024,P24,C03,0.4250,0.5253,0.4849,0.4504,0.5065,0.4921,0.4913,0.5355,18
139,2024,P24,C04,0.3691,0.4882,0.3880,0.3929,0.4421,0.4126,0.4538,0.5355,18
140,2024,P24,C05,0.8358,0.8566,0.8011,0.8554,0.8278,0.8350,0.7002,0.5355,18
141,2024,P24,C06,0.6768,0.6797,0.7347,0.6259,0.6885,0.6568,0.6158,0.5355,18
142,2024,P24,C07,0.2764,0.3393,0.4635,0.3300,0.4050,0.4994,0.4329,0.5355,18
143,2024,P24,C08,0.4714,0.4832,0.5568,0.4558,0.5355,0.4506,0.4963,0.5355,18
144,2024,P56,C01,0.4973,0.3991,0.4238,0.4467,0.4204,0.4120,0.4654,0.5336,19
145,2024,P56,C02,0.3410,0.3605,0.4157,0.3664,0.4599,0.4100,0.4373,0.5336,19
146,2024,P56,C03,0.3843,0.4720,0.5466,0.4674,0.5126,0.6234,0.5005,0.5336,19
147,2024,P56,C04,0.5708,0.6579,0.5978,0.5652,0.6076,0.5569,0.5519,0.5336,19
148,2024,P56,C05,0.9567,0.9471,0.9737,0.9681,0.9611,0.9795,0.8028,0.5336,19
149,2024,P56,C06,0.5306,0.5146,0.4981,0.4635,0.5104,0.4203,0.4954,0.5336,19
150,2024,P56,C07,1.0000,0.8831,0.7941,1.0000,1.0000,0.9634,0.7802,0.5336,19
151,2024,P56,C08,0.1964,0.1887,0.2277,0.2151,0.2700,0.2356,0.3274,0.5336,19
152,2024,P13,C01,0.7618,0.7287,0.7849,0.8103,0.7783,0.8317,0.6741,0.5328,20
153,2024,P13,C02,0.5674,0.5844,0.7329,0.5906,0.6630,0.6251,0.5772,0.5328,20
154,2024,P13,C03,0.4058,0.4995,0.5653,0.4746,0.5233,0.6092,0.5064,0.5328,20
155,2024,P13,C04,0.4541,0.5421,0.5023,0.4829,0.5311,0.5091,0.5016,0.5328,20
156,2024,P13,C05,0.6925,0.6532,0.7468,0.7695,0.7548,0.8224,0.6533,0.5328,20
157,2024,P13,C06,0.4372,0.5091,0.5309,0.4521,0.5151,0.5340,0.4984,0.5328,20
158,2024,P13,C07,0.3894,0.4636,0.5456,0.4288,0.5117,0.5338,0.4898,0.5328,20
159,2024,P13,C08,0.3535,0.3373,0.4673,0.3857,0.4684,0.4255,0.4475,0.5328,20
160,2024,P61,C01,0.6428,0.5489,0.5649,0.6184,0.6016,0.5675,0.5505,0.5285,21
161,2024,P61,C02,0.3293,0.3063,0.5348,0.4233,0.4871,0.5481,0.4663,0.5285,21
162,2024,P61,C03,0.2101,0.2816,0.2681,0.2642,0.2954,0.3361,0.3533,0.5285,21
163,2024,P61,C04,0.7119,0.5925,0.6728,0.7972,0.8003,0.8091,0.6434,0.5285,21
164,2024,P61,C05,0.6243,0.6610,0.6308,0.6874,0.6506,0.7320,0.6061,0.5285,21
165,2024,P61,C06,0.8881,0.8778,0.9440,0.8203,0.8591,0.8535,0.7262,0.5285,21
166,2024,P61,C07,0.5327,0.5608,0.7803,0.5895,0.6390,0.8229,0.5901,0.5285,21
167,2024,P61,C08,0.2622,0.2694,0.2949,0.2666,0.3347,0.2775,0.3559,0.5285,21
168,2024,P04,C01,0.7249,0.6461,0.7365,0.7425,0.6906,0.7554,0.6438,0.5281,22
169,2024,P04,C02,0.6067,0.6086,0.6751,0.5884,0.6443,0.5744,0.5691,0.5281,22
170,2024,P04,C03,0.5851,0.6930,0.6555,0.5676,0.5990,0.5789,0.5667,0.5281,22
171,2024,P04,C04,0.4368,0.5513,0.4759,0.4679,0.5165,0.4961,0.4958,0.5281,22
172,2024,P04,C05,0.8193,0.8572,0.7996,0.7949,0.7498,0.8041,0.6835,0.5281,22
173,2024,P04,C06,0.2428,0.2649,0.2694,0.2227,0.2354,0.2616,0.3366,0.5281,22
174,2024,P04,C07,0.4198,0.4714,0.5023,0.4512,0.5155,0.5126,0.4904,0.5281,22
175,2024,P04,C08,0.4379,0.4242,0.6198,0.4913,0.5744,0.5619,0.5094,0.5281,22
176,2024,P29,C01,0.8397,0.8689,0.8640,0.8357,0.7948,0.8386,0.7032,0.5264,23
177,2024,P29,C02,0.5003,0.5205,0.6664,0.5327,0.6153,0.5784,0.5356,0.5264,23
178,2024,P29,C03,1.0000,0.9902,0.8910,1.0000,1.0000,0.9663,0.8112,0.5264,23
179,2024,P29,C04,0.2751,0.3581,0.2778,0.2978,0.3337,0.3347,0.3766,0.5264,23
180,2024,P29,C05,0.0000,0.1246,0.0000,0.0000,0.0000,0.0000,0.1850,0.5264,23
181,2024,P29,C06,0.5043,0.5453,0.6200,0.5123,0.5675,0.5911,0.5283,0.5264,23
182,2024,P29,C07,0.2477,0.3143,0.3984,0.3010,0.3758,0.4447,0.4031,0.5264,23
183,2024,P29,C08,0.3787,0.3876,0.4840,0.3927,0.4724,0.4376,0.4605,0.5264,23
184,2024,P15,C01,0.9800,0.9857,0.9772,0.9893,0.9867,0.9756,0.8181,0.5239,24
185,2024,P15,C02,0.3303,0.3423,0.4606,0.3791,0.4592,0.4504,0.4457,0.5239,24
186,2024,P15,C03,0.5909,0.7038,0.6934,0.5993,0.6300,0.6542,0.5912,0.5239,24
187,2024,P15,C04,0.4848,0.5749,0.5900,0.5028,0.5545,0.5263,0.5185,0.5239,24
188,2024,P15,C05,0.6035,0.6851,0.5698,0.6095,0.5315,0.6265,0.5601,0.5239,24
189,2024,P15,C06,0.5174,0.5677,0.5788,0.5104,0.5762,0.5571,0.5252,0.5239,24
190,2024,P15,C07,0.1406,0.2226,0.1849,0.1870,0.2335,0.2167,0.3172,0.5239,24
191,2024,P15,C08,0.2378,0.1245,0.2790,0.2163,0.2415,0.3492,0.3395,0.5239,24
192,2024,P09,C01,0.6944,0.6693,0.7037,0.7043,0.6335,0.7144,0.6230,0.5181,25
193,2024,P09,C02,0.3162,0.3142,0.4540,0.3784,0.4669,0.4587,0.4418,0.5181,25
194,2024,P09,C03,0.5542,0.6604,0.7228,0.6126,0.6641,0.7469,0.6026,0.5181,25
195,2024,P09,C04,0.4216,0.4960,0.4851,0.4517,0.4992,0.4844,0.4880,0.5181,25
196,2024,P09,C05,0.5566,0.6236,0.5044,0.5604,0.4930,0.5691,0.5252,0.5181,25
197,2024,P09,C06,0.4112,0.4280,0.4511,0.3929,0.4557,0.4236,0.4614,0.5181,25
198,2024,P09,C07,0.4429,0.5151,0.7160,0.5002,0.5804,0.6923,0.5411,0.5181,25
199,2024,P09,C08,0.2999,0.2943,0.3992,0.3335,0.4154,0.3876,0.4090,0.5181,25
200,2024,P16,C01,0.6759,0.6003,0.6647,0.6703,0.6251,0.6574,0.5942,0.5165,26
201,2024,P16,C02,0.6713,0.7143,0.8289,0.6807,0.7372,0.7081,0.6432,0.5165,26
202,2024,P16,C03,0.4716,0.5743,0.5743,0.5043,0.5671,0.5729,0.5218,0.5165,26
203,2024,P16,C04,0.4606,0.5426,0.5370,0.5055,0.5509,0.5547,0.5118,0.5165,26
204,2024,P16,C05,0.7623,0.7660,0.7203,0.7507,0.7116,0.7397,0.6592,0.5165,26
205,2024,P16,C06,0.4050,0.4881,0.4888,0.4195,0.4843,0.4950,0.4831,0.5165,26
206,2024,P16,C07,0.1453,0.2014,0.2369,0.1932,0.2412,0.3244,0.3304,0.5165,26
207,2024,P16,C08,0.2889,0.2316,0.4099,0.3267,0.3866,0.4389,0.4045,0.5165,26
208,2024,P25,C01,0.8160,0.8465,0.8094,0.7945,0.7435,0.7753,0.6805,0.5123,27
209,2024,P25,C02,0.2415,0.2053,0.4358,0.3412,0.3922,0.5273,0.4138,0.5123,27
210,2024,P25,C03,0.3634,0.4532,0.4912,0.4206,0.4650,0.5267,0.4769,0.5123,27
211,2024,P25,C04,0.3531,0.4487,0.4003,0.3784,0.4270,0.4137,0.4454,0.5123,27
212,2024,P25,C05,0.7860,0.8155,0.7547,0.7713,0.7210,0.7665,0.6693,0.5123,27
213,2024,P25,C06,0.6139,0.6059,0.5893,0.5413,0.5921,0.5227,0.5415,0.5123,27
214,2024,P25,C07,0.3493,0.3969,0.6004,0.4005,0.4669,0.6091,0.4830,0.5123,27
215,2024,P25,C08,0.2923,0.2961,0.3633,0.3108,0.3884,0.3507,0.3924,0.5123,27
216,2024,P27,C01,0.7355,0.7267,0.7534,0.7484,0.6858,0.7603,0.6559,0.5074,28
217,2024,P27,C02,0.1624,0.0777,0.2909,0.2174,0.2573,0.3524,0.3351,0.5074,28
218,2024,P27,C03,0.7557,0.8140,0.6755,0.6811,0.7126,0.6344,0.6361,0.5074,28
219,2024,P27,C04,0.3548,0.4544,0.3852,0.3787,0.4250,0.4050,0.4432,0.5074,28
220,2024,P27,C05,0.6373,0.6768,0.5843,0.6262,0.5704,0.6187,0.5711,0.5074,28
221,2024,P27,C06,0.3273,0.4161,0.3525,0.3161,0.3715,0.3315,0.4070,0.5074,28
222,2024,P27,C07,0.4433,0.5240,0.6952,0.4978,0.5838,0.6671,0.5373,0.5074,28
223,2024,P27,C08,0.2818,0.2870,0.2928,0.2664,0.3344,0.2543,0.3573,0.5074,28
224,2024,P32,C01,0.5106,0.2258,0.5356,0.5569,0.5454,0.6008,0.4995,0.5069,29
225,2024,P32,C02,0.3857,0.4180,0.3706,0.3469,0.4067,0.3209,0.4241,0.5069,29
226,2024,P32,C03,0.4871,0.5912,0.6329,0.5337,0.5935,0.6332,0.5427,0.5069,29
227,2024,P32,C04,0.2569,0.3361,0.2669,0.2604,0.2941,0.3024,0.3573,0.5069,29
228,2024,P32,C05,0.7851,0.8330,0.7839,0.7761,0.7268,0.7930,0.6743,0.5069,29
229,2024,P32,C06,0.8504,0.8224,0.8685,0.7916,0.8286,0.8107,0.6962,0.5069,29
230,2024,P32,C07,0.0525,0.0859,0.0688,0.0820,0.1024,0.1560,0.2456,0.5069,29
231,2024,P32,C08,0.4766,0.4891,0.6482,0.5133,0.5889,0.5829,0.5250,0.5069,29
232,2024,P02,C01,0.6707,0.6355,0.6783,0.6805,0.6251,0.6868,0.6049,0.5045,30
233,2024,P02,C02,0.5959,0.6147,0.6739,0.5747,0.6422,0.5580,0.5643,0.5045,30
234,2024,P02,C03,0.3810,0.4799,0.4624,0.4252,0.4803,0.4909,0.4776,0.5045,30
235,2024,P02,C04,0.4762,0.5667,0.5785,0.5100,0.5561,0.5507,0.5192,0.5045,30
236,2024,P02,C05,0.5404,0.5449,0.5172,0.5755,0.5296,0.6083,0.5260,0.5045,30
237,2024,P02,C06,0.2267,0.1119,0.2470,0.1943,0.2230,0.2226,0.3205,0.5045,30
238,2024,P02,C07,0.5270,0.6358,0.8327,0.5961,0.6661,0.8201,0.6061,0.5045,30
239,2024,P02,C08,0.4967,0.4658,0.5884,0.5030,0.5610,0.4991,0.5085,0.5045,30
240,2024,P11,C01,0.6696,0.6585,0.6745,0.6848,0.6266,0.6953,0.6091,0.5015,31
241,2024,P11,C02,0.3412,0.3572,0.4621,0.3874,0.4872,0.4541,0.4536,0.5015,31
242,2024,P11,C03,0.5220,0.6224,0.5581,0.5145,0.5683,0.5271,0.5256,0.5015,31
243,2024,P11,C04,0.3988,0.4887,0.4654,0.4086,0.4528,0.4305,0.4701,0.5015,31
244,2024,P11,C05,0.2443,0.2876,0.2151,0.2918,0.2485,0.3251,0.3486,0.5015,31
245,2024,P11,C06,0.5160,0.4109,0.5622,0.4690,0.4966,0.4775,0.4948,0.5015,31
246,2024,P11,C07,0.6274,0.6272,0.7543,0.6443,0.6918,0.7555,0.6197,0.5015,31
247,2024,P11,C08,0.3707,0.3623,0.4751,0.3918,0.4804,0.4145,0.4541,0.5015,31
248,2024,P34,C01,0.4972,0.5030,0.4562,0.5104,0.4257,0.5155,0.4933,0.4985,32
249,2024,P34,C02,0.3766,0.4086,0.5212,0.4287,0.5170,0.5183,0.4811,0.4985,32
250,2024,P34,C03,0.6793,0.7786,0.7466,0.6639,0.7100,0.7122,0.6413,0.4985,32
251,2024,P34,C04,0.4054,0.5073,0.4548,0.4311,0.4849,0.4578,0.4793,0.4985,32
252,2024,P34,C05,0.4851,0.5899,0.4249,0.4981,0.4220,0.5108,0.4944,0.4985,32
253,2024,P34,C06,0.3132,0.2099,0.4013,0.3124,0.3477,0.4022,0.3939,0.4985,32
254,2024,P34,C07,0.3804,0.4713,0.6106,0.4409,0.5327,0.6079,0.5039,0.4985,32
255,2024,P34,C08,0.3657,0.3507,0.4055,0.3339,0.4059,0.2972,0.4126,0.4985,32
256,2024,P37,C01,0.3225,0.0000,0.3196,0.3263,0.2954,0.3603,0.3654,0.4867,33
257,2024,P37,C02,0.4480,0.4647,0.5735,0.4724,0.5656,0.5103,0.5027,0.4867,33
258,2024,P37,C03,0.3456,0.4328,0.4525,0.4110,0.4538,0.5217,0.4667,0.4867,33
259,2024,P37,C04,0.5149,0.6142,0.5927,0.5291,0.5782,0.5462,0.5319,0.4867,33
