,Year,Province,Criterion,ER_Utility,Belief_Entropy
661,2019,P20,C06,0.5583,1.0201
662,2019,P20,C07,0.1718,0.5037
663,2019,P20,C08,0.7035,0.9818
664,2019,P21,C01,0.4770,0.7918
665,2019,P21,C02,0.2533,1.0281
666,2019,P21,C03,0.3442,0.9620
667,2019,P21,C04,0.4298,1.0429
668,2019,P21,C05,0.5211,0.9586
669,2019,P21,C06,0.4136,1.0399
670,2019,P21,C07,0.1648,0.4048
671,2019,P21,C08,0.3097,0.8898
672,2019,P22,C01,0.6157,0.9403
673,2019,P22,C02,0.5998,1.0093
674,2019,P22,C03,0.6172,0.9310
675,2019,P22,C04,0.3662,0.9079
676,2019,P22,C05,0.5131,0.7590
677,2019,P22,C06,0.5004,0.5888
678,2019,P22,C07,0.3328,0.8773
679,2019,P22,C08,0.5416,0.9463
680,2019,P23,C01,0.6992,0.9559
681,2019,P23,C02,0.6736,0.6471
682,2019,P23,C03,0.5033,0.7777
683,2019,P23,C04,0.5488,0.9851
684,2019,P23,C05,0.7615,0.9865
685,2019,P23,C06,0.4898,0.7658
686,2019,P23,C07,0.3260,0.7647
687,2019,P23,C08,0.6562,0.8397
688,2019,P24,C01,0.5037,0.5100
689,2019,P24,C02,0.6802,0.8427
690,2019,P24,C03,0.5444,0.9621
691,2019,P24,C04,0.4684,0.8752
692,2019,P24,C05,0.6673,0.6626
693,2019,P24,C06,0.5190,0.7461
694,2019,P24,C07,0.3111,0.8727
695,2019,P24,C08,0.6375,0.7875
696,2019,P25,C01,0.5251,0.8965
697,2019,P25,C02,0.4880,0.8241
698,2019,P25,C03,0.6171,0.9326
699,2019,P25,C04,0.4769,0.8608
700,2019,P25,C05,0.6064,0.9836
701,2019,P25,C06,0.5224,0.7855
702,2019,P25,C07,0.4145,1.0385
703,2019,P25,C08,0.3766,0.8951
704,2019,P26,C01,0.4672,0.8843
705,2019,P26,C02,0.6113,0.9634
706,2019,P26,C03,0.5391,0.9304
707,2019,P26,C04,0.4920,0.7968
708,2019,P26,C05,0.5606,1.0263
709,2019,P26,C06,0.5023,0.5736
710,2019,P26,C07,0.4567,1.1399
711,2019,P26,C08,0.3505,0.6688
712,2019,P27,C01,0.6637,0.6307
713,2019,P27,C02,0.6621,0.9162
714,2019,P27,C03,0.6802,0.7600
715,2019,P27,C04,0.3998,1.0069
716,2019,P27,C05,0.5681,1.0406
717,2019,P27,C06,0.3716,0.8604
718,2019,P27,C07,0.3940,0.9825
719,2019,P27,C08,0.6662,0.5060
720,2019,P28,C01,0.8362,0.3851
721,2019,P28,C02,0.6357,0.8509
722,2019,P28,C03,0.6505,0.6973
723,2019,P28,C04,0.5919,1.0293
724,2019,P28,C05,0.7327,1.0462
725,2019,P28,C06,0.3939,0.9866
726,2019,P28,C07,0.4952,1.0549
727,2019,P28,C08,0.2844,1.0287
728,2019,P29,C01,0.6833,0.7956
729,2019,P29,C02,0.6623,0.9264
730,2019,P29,C03,0.7306,1.0464
731,2019,P29,C04,0.4951,0.6846
732,2019,P29,C05,0.5418,0.9480
733,2019,P29,C06,0.3430,0.9653
734,2019,P29,C07,0.4896,1.1692
735,2019,P29,C08,0.7356,1.0446
736,2019,P30,C01,0.5236,0.7987
737,2019,P30,C02,0.7602,0.9835
738,2019,P30,C03,0.6750,0.6573
739,2019,P30,C04,0.5003,0.8654
740,2019,P30,C05,0.5884,1.0366
741,2019,P30,C06,0.4595,0.9398
742,2019,P30,C07,0.4404,1.1110
743,2019,P30,C08,0.3974,1.1862
744,2019,P31,C01,0.6006,1.0068
745,2019,P31,C02,0.5692,1.0414
746,2019,P31,C03,0.7502,1.0210
747,2019,P31,C04,0.4349,1.0358
748,2019,P31,C05,0.5027,0.9478
749,2019,P31,C06,0.6278,0.8643
750,2019,P31,C07,0.5571,1.0170
751,2019,P31,C08,0.7948,0.8050
752,2019,P32,C01,0.4524,1.1566
753,2019,P32,C02,0.6790,1.0184
754,2019,P32,C03,0.3720,0.8622
755,2019,P32,C04,0.4520,0.9809
756,2019,P32,C05,0.7025,0.9765
757,2019,P32,C06,0.8362,0.3851
758,2019,P32,C07,0.2318,0.9592
759,2019,P32,C08,0.8362,0.3851
760,2019,P33,C01,0.4468,1.0029
761,2019,P33,C02,0.5194,0.7514
762,2019,P33,C03,0.5532,1.0030
763,2019,P33,C04,0.6581,0.9001
764,2019,P33,C05,0.4412,1.0214
765,2019,P33,C06,0.5750,1.0457
766,2019,P33,C07,0.5551,1.0105
767,2019,P33,C08,0.4866,0.9188
768,2019,P34,C01,0.3115,0.8637
769,2019,P34,C02,0.2782,1.0402
770,2019,P34,C03,0.8362,0.3851
771,2019,P34,C04,0.4379,1.0298
772,2019,P34,C05,0.4212,1.0455
773,2019,P34,C06,0.3780,1.1222
774,2019,P34,C07,0.3626,0.8425
775,2019,P34,C08,0.1645,0.4001
776,2019,P35,C01,0.2966,0.9814
777,2019,P35,C02,0.3251,0.9620
778,2019,P35,C03,0.4968,0.5419
779,2019,P35,C04,0.4624,0.9209
780,2019,P35,C05,0.4377,1.0303
781,2019,P35,C06,0.5196,0.7945
782,2019,P35,C07,0.3589,0.8984
783,2019,P35,C08,0.2621,1.0424
784,2019,P36,C01,0.1638,0.3851
785,2019,P36,C02,0.2965,0.9805
786,2019,P36,C03,0.3891,0.9638
787,2019,P36,C04,0.3609,0.9465
788,2019,P36,C05,0.4835,1.0130
789,2019,P36,C06,0.3412,0.6539
790,2019,P36,C07,0.4874,0.9758
791,2019,P36,C08,0.6010,1.0090
792,2019,P37,C01,0.3474,0.6900
793,2019,P37,C02,0.2225,0.9105
794,2019,P37,C03,0.3822,0.9417
795,2019,P37,C04,0.3838,0.9352
796,2019,P37,C05,0.1648,0.4061
797,2019,P37,C06,0.3406,0.6995
798,2019,P37,C07,0.4777,1.1281
799,2019,P37,C08,0.6616,0.9256
800,2019,P38,C01,0.6150,0.9449
801,2019,P38,C02,0.5050,0.8371
802,2019,P38,C03,0.2841,1.0288
803,2019,P38,C04,0.5537,1.0050
804,2019,P38,C05,0.4575,0.9514
805,2019,P38,C06,0.5866,1.0391
806,2019,P38,C07,0.4590,1.1754
807,2019,P38,C08,0.2094,0.8365
808,2019,P39,C01,0.2653,1.0451
809,2019,P39,C02,0.2790,1.0392
810,2019,P39,C03,0.3116,0.8649
811,2019,P39,C04,0.3997,1.0058
812,2019,P39,C05,0.3209,0.7307
813,2019,P39,C06,0.2372,0.9788
814,2019,P39,C07,0.3809,0.9650
815,2019,P39,C08,0.5986,1.0109
816,2019,P40,C01,0.3949,0.9890
817,2019,P40,C02,0.3667,1.0526
818,2019,P40,C03,0.5471,0.9766
819,2019,P40,C04,0.2506,1.0199
820,2019,P40,C05,0.3244,0.7138
821,2019,P40,C06,0.2700,1.0464
822,2019,P40,C07,0.2856,1.0254
823,2019,P40,C08,0.5851,1.0404
824,2019,P41,C01,0.5255,0.8473
825,2019,P41,C02,0.4713,0.8491
826,2019,P41,C03,0.4586,0.9451
827,2019,P41,C04,0.3786,0.9166
828,2019,P41,C05,0.4592,0.9417
829,2019,P41,C06,0.1638,0.3851
830,2019,P41,C07,0.3094,0.8891
831,2019,P41,C08,0.2692,1.0462
832,2019,P42,C01,0.4648,0.9027
833,2019,P42,C02,0.3214,0.8825
834,2019,P42,C03,0.4876,0.6549
835,2019,P42,C04,0.2805,1.0376
836,2019,P42,C05,0.3960,0.9919
837,2019,P42,C06,0.6087,0.9757
838,2019,P42,C07,0.2954,0.9882
839,2019,P42,C08,0.2018,0.7833
840,2019,P43,C01,0.6236,0.8933
841,2019,P43,C02,0.5044,0.9483
842,2019,P43,C03,0.6509,0.7808
843,2019,P43,C04,0.3283,0.8415
844,2019,P43,C05,0.5196,0.8058
845,2019,P43,C06,0.3274,0.8636
846,2019,P43,C07,0.2546,1.0313
847,2019,P43,C08,0.7437,1.0342
848,2019,P44,C01,0.5184,0.7386
849,2019,P44,C02,0.4652,0.9740
850,2019,P44,C03,0.4490,0.9945
851,2019,P44,C04,0.2403,0.9869
852,2019,P44,C05,0.3724,0.9534
853,2019,P44,C06,0.3492,0.6539
854,2019,P44,C07,0.3395,0.8075
855,2019,P44,C08,0.4654,0.9694
856,2019,P45,C01,0.5166,0.7147
857,2019,P45,C02,0.5142,0.7063
858,2019,P45,C03,0.5648,1.0354
859,2019,P45,C04,0.3056,0.9247
860,2019,P45,C05,0.8156,0.6379
861,2019,P45,C06,0.3115,0.8636
862,2019,P45,C07,0.2041,0.8003
863,2019,P45,C08,0.6789,0.7303
864,2019,P46,C01,0.3059,0.9170
865,2019,P46,C02,0.3073,0.9064
866,2019,P46,C03,0.3245,0.6613
867,2019,P46,C04,0.5082,0.7279
868,2019,P46,C05,0.6303,0.9260
869,2019,P46,C06,0.4776,0.8283
870,2019,P46,C07,0.3232,0.9491
871,2019,P46,C08,0.4491,1.0045
872,2019,P47,C01,0.4701,0.8601
873,2019,P47,C02,0.6953,0.9355
874,2019,P47,C03,0.3044,0.9305
875,2019,P47,C04,0.5003,0.7653
876,2019,P47,C05,0.5259,0.9574
877,2019,P47,C06,0.5295,0.8700
878,2019,P47,C07,0.3031,0.9426
879,2019,P47,C08,0.7426,1.0360
880,2019,P48,C01,0.4821,0.7319
881,2019,P48,C02,0.3774,0.8996
882,2019,P48,C03,0.5728,1.0449
883,2019,P48,C04,0.5607,1.0266
884,2019,P48,C05,0.6931,0.9129
885,2019,P48,C06,0.5005,0.6520
886,2019,P48,C07,0.4027,1.0120
887,2019,P48,C08,0.4304,1.0425
888,2019,P49,C01,0.6604,0.6226
889,2019,P49,C02,0.4721,0.8430
890,2019,P49,C03,0.4875,0.8930
891,2019,P49,C04,0.5101,0.7974
892,2019,P49,C05,0.5619,1.0294
893,2019,P49,C06,0.5954,1.0209
894,2019,P49,C07,0.3230,0.9342
895,2019,P49,C08,0.5403,0.9382
896,2019,P50,C01,0.4966,0.5364
897,2019,P50,C02,0.5546,1.0083
898,2019,P50,C03,0.5127,0.8337
899,2019,P50,C04,0.3738,0.9051
900,2019,P50,C05,0.6265,0.8723
901,2019,P50,C06,0.3973,1.1245
902,2019,P50,C07,0.2274,0.9390
903,2019,P50,C08,0.6500,0.6637
904,2019,P51,C01,0.3343,0.5938
905,2019,P51,C02,0.2659,1.0456
906,2019,P51,C03,0.2098,0.8389
907,2019,P51,C04,0.5503,0.9912
908,2019,P51,C05,0.6573,0.7429
909,2019,P51,C06,0.3187,0.7671
910,2019,P51,C07,0.3736,0.9774
911,2019,P51,C08,0.3906,0.9689
912,2019,P52,C01,0.3534,0.7907
913,2019,P52,C02,0.2819,1.0338
914,2019,P52,C03,0.2704,1.0463
915,2019,P52,C04,0.5208,0.7680
916,2019,P52,C05,0.8146,0.6477
917,2019,P52,C06,0.2578,1.0369
918,2019,P52,C07,0.4586,1.1003
919,2019,P52,C08,0.6344,0.9187
920,2019,P53,C01,0.6975,0.9435
921,2019,P53,C02,0.7565,1.0032
922,2019,P53,C03,0.5383,0.9253
923,2019,P53,C04,0.8362,0.3851
924,2019,P53,C05,0.7839,0.8782
925,2019,P53,C06,0.4914,0.8287
926,2019,P53,C07,0.6959,0.9398
927,2019,P53,C08,0.2810,1.0360
928,2019,P54,C01,0.2516,1.0255
929,2019,P54,C02,0.2774,1.0414
930,2019,P54,C03,0.3663,0.8198
931,2019,P54,C04,0.5357,0.9070
932,2019,P54,C05,0.7846,0.8733
933,2019,P54,C06,0.7649,0.9719
934,2019,P54,C07,0.4448,1.1362
935,2019,P54,C08,0.6241,1.0419
936,2019,P55,C01,0.2269,0.9347
937,2019,P55,C02,0.2137,0.8585
938,2019,P55,C03,0.1771,0.5596
939,2019,P55,C04,0.6390,0.7741
940,2019,P55,C05,0.6564,0.9120
941,2019,P55,C06,0.6190,0.9216
942,2019,P55,C07,0.7216,1.0409
943,2019,P55,C08,0.1838,0.6334
944,2019,P56,C01,0.6163,0.9374
945,2019,P56,C02,0.6246,0.8865
946,2019,P56,C03,0.3791,0.9105
947,2019,P56,C04,0.7348,1.0447
948,2019,P56,C05,0.6000,1.0075
949,2019,P56,C06,0.5202,0.7611
950,2019,P56,C07,0.8236,0.5555
951,2019,P56,C08,0.5994,1.0578
952,2019,P57,C01,0.2767,1.0425
953,2019,P57,C02,0.3459,0.7330
954,2019,P57,C03,0.3153,0.8372
955,2019,P57,C04,0.4590,0.9429
956,2019,P57,C05,0.6744,0.6416
957,2019,P57,C06,0.7872,0.8584
958,2019,P57,C07,0.7461,1.0288
959,2019,P57,C08,0.5695,1.0417
960,2019,P58,C01,0.2819,1.0336
961,2019,P58,C02,0.2529,1.0282
962,2019,P58,C03,0.3391,0.6212
963,2019,P58,C04,0.5992,1.0103
964,2019,P58,C05,0.6035,0.9956
965,2019,P58,C06,0.4062,1.0259
966,2019,P58,C07,0.4887,1.1648
967,2019,P58,C08,0.4136,1.0392
968,2019,P59,C01,0.5658,1.0372
969,2019,P59,C02,0.5845,1.0423
970,2019,P59,C03,0.5349,0.9005
971,2019,P59,C04,0.6632,0.8993
972,2019,P59,C05,0.8166,0.6288
973,2019,P59,C06,0.6927,0.9043
974,2019,P59,C07,0.6582,1.0042
975,2019,P59,C08,0.3761,0.8920
976,2019,P60,C01,0.3644,0.8034
977,2019,P60,C02,0.3194,0.8619
978,2019,P60,C03,0.5712,1.0441
979,2019,P60,C04,0.5780,1.0462
980,2019,P60,C05,0.6504,0.8149
981,2019,P60,C06,0.4503,0.9884
982,2019,P60,C07,0.7949,0.8023
983,2019,P60,C08,0.6965,0.9390
984,2019,P61,C01,0.3308,0.6909
985,2019,P61,C02,0.4219,1.0453
986,2019,P61,C03,0.4355,1.0348
987,2019,P61,C04,0.5825,1.0435
988,2019,P61,C05,0.5751,1.0460
989,2019,P61,C06,0.3138,0.8384
990,2019,P61,C07,0.4767,1.1590
991,2019,P61,C08,0.5641,1.0338
992,2019,P62,C01,0.3506,0.7557
993,2019,P62,C02,0.1658,0.4216
994,2019,P62,C03,0.3968,0.9959
995,2019,P62,C04,0.5755,1.0459
996,2019,P62,C05,0.3662,0.8798
997,2019,P62,C06,0.6688,0.7400
998,2019,P62,C07,0.5408,1.0768
999,2019,P62,C08,0.6368,0.9887
1000,2019,P63,C01,0.3002,0.9593
1001,2019,P63,C02,0.3496,0.6992
1002,2019,P63,C03,0.6331,0.9000
1003,2019,P63,C04,0.6372,0.9860
1004,2019,P63,C05,0.7704,0.9495
1005,2019,P63,C06,0.5680,1.0555
1006,2019,P63,C07,0.5344,1.0650
1007,2019,P63,C08,0.1696,0.4774
1008,2020,P01,C01,0.4689,0.8740
1009,2020,P01,C02,0.3186,0.8306
1010,2020,P01,C03,0.3844,0.9416
1011,2020,P01,C04,0.3426,0.7549
1012,2020,P01,C05,0.3705,0.8523
1013,2020,P01,C06,0.4970,0.8595
1014,2020,P01,C07,0.2424,0.9995
1015,2020,P01,C08,0.4679,1.1137
1016,2020,P02,C01,0.4769,0.8938
1017,2020,P02,C02,0.6684,0.8226
1018,2020,P02,C03,0.5404,0.9389
1019,2020,P02,C04,0.3227,0.7635
1020,2020,P02,C05,0.5253,0.9846
1021,2020,P02,C06,0.2879,1.0197
1022,2020,P02,C07,0.3982,1.0097
1023,2020,P02,C08,0.3054,1.0437
1024,2020,P03,C01,0.4651,0.9018
1025,2020,P03,C02,0.5994,1.0102
1026,2020,P03,C03,0.5974,1.0148
1027,2020,P03,C04,0.4526,0.9784
1028,2020,P03,C05,0.5855,1.0411
1029,2020,P03,C06,0.1638,0.3851
1030,2020,P03,C07,0.5769,1.0455
1031,2020,P03,C08,0.5111,0.9910
1032,2020,P04,C01,0.5278,0.8694
1033,2020,P04,C02,0.4908,0.9815
1034,2020,P04,C03,0.4359,1.0339
1035,2020,P04,C04,0.3257,0.7617
1036,2020,P04,C05,0.5202,0.7607
1037,2020,P04,C06,0.5161,0.7362
1038,2020,P04,C07,0.3837,0.9897
1039,2020,P04,C08,0.3732,0.8669
1040,2020,P05,C01,0.5643,1.0345
1041,2020,P05,C02,0.5599,1.0246
1042,2020,P05,C03,0.4061,1.0238
1043,2020,P05,C04,0.5477,0.9803
1044,2020,P05,C05,0.6596,0.7511
1045,2020,P05,C06,0.5604,1.0258
1046,2020,P05,C07,0.3492,1.0641
1047,2020,P05,C08,0.6166,1.1711
1048,2020,P06,C01,0.5158,0.9194
1049,2020,P06,C02,0.6472,0.7090
1050,2020,P06,C03,0.5239,0.8027
1051,2020,P06,C04,0.3854,0.9454
1052,2020,P06,C05,0.5166,1.0239
1053,2020,P06,C06,0.3876,0.9566
1054,2020,P06,C07,0.3399,1.0048
1055,2020,P06,C08,0.3087,1.0520
1056,2020,P07,C01,0.2847,1.0275
1057,2020,P07,C02,0.3712,0.8557
1058,2020,P07,C03,0.3134,0.8431
1059,2020,P07,C04,0.4061,1.0245
1060,2020,P07,C05,0.3195,0.7560
1061,2020,P07,C06,0.3561,0.9402
1062,2020,P07,C07,0.4867,1.2832
1063,2020,P07,C08,0.3740,0.8744
1064,2020,P08,C01,0.2573,1.0368
1065,2020,P08,C02,0.4488,0.9953
1066,2020,P08,C03,0.3253,0.6398
1067,2020,P08,C04,0.3049,0.9265
1068,2020,P08,C05,0.3359,0.9091
1069,2020,P08,C06,0.3980,1.0014
1070,2020,P08,C07,0.3999,1.0061
1071,2020,P08,C08,0.6366,0.9550
1072,2020,P09,C01,0.3700,0.8463
1073,2020,P09,C02,0.3078,0.9037
1074,2020,P09,C03,0.5109,0.7493
1075,2020,P09,C04,0.4285,1.0439
1076,2020,P09,C05,0.4591,0.9420
1077,2020,P09,C06,0.2949,0.9946
1078,2020,P09,C07,0.4478,1.2244
1079,2020,P09,C08,0.2781,1.0405
1080,2020,P10,C01,0.4115,1.0364
1081,2020,P10,C02,0.5305,0.9203
1082,2020,P10,C03,0.4895,0.6983
1083,2020,P10,C04,0.4579,0.9977
1084,2020,P10,C05,0.5978,1.0138
1085,2020,P10,C06,0.4933,0.5692
1086,2020,P10,C07,0.3249,1.0102
1087,2020,P10,C08,0.2713,1.0455
1088,2020,P11,C01,0.6476,0.9380
1089,2020,P11,C02,0.6727,0.7675
1090,2020,P11,C03,0.5927,1.0283
1091,2020,P11,C04,0.4015,1.0125
1092,2020,P11,C05,0.5428,0.9535
1093,2020,P11,C06,0.6512,0.8272
1094,2020,P11,C07,0.3451,0.9856
1095,2020,P11,C08,0.7057,0.9984
1096,2020,P12,C01,0.8362,0.3851
1097,2020,P12,C02,0.8362,0.3851
1098,2020,P12,C03,0.6828,0.7918
1099,2020,P12,C04,0.5600,1.0249
1100,2020,P12,C05,0.6608,0.7672
1101,2020,P12,C06,0.5835,1.0431
1102,2020,P12,C07,0.3112,0.9805
1103,2020,P12,C08,0.6816,1.0096
1104,2020,P13,C01,0.4762,0.8788
1105,2020,P13,C02,0.3674,0.8491
1106,2020,P13,C03,0.3176,0.7871
1107,2020,P13,C04,0.3487,0.7992
1108,2020,P13,C05,0.4794,0.8357
1109,2020,P13,C06,0.5317,0.8767
1110,2020,P13,C07,0.4476,1.2371
1111,2020,P13,C08,0.3718,1.0468
1112,2020,P14,C01,0.6360,1.0368
1113,2020,P14,C02,0.5996,1.0810
1114,2020,P14,C03,0.3824,0.9287
1115,2020,P14,C04,0.8362,0.3851
1116,2020,P14,C05,0.5628,1.0314
1117,2020,P14,C06,0.8074,0.7043
1118,2020,P14,C07,0.6947,1.0374
1119,2020,P14,C08,0.5035,1.2270
1120,2020,P15,C01,0.5942,1.0368
1121,2020,P15,C02,0.5066,0.8890
1122,2020,P15,C03,0.5829,1.0437
1123,2020,P15,C04,0.5150,0.6929
1124,2020,P15,C05,0.6499,0.8206
1125,2020,P15,C06,0.6670,0.6835
1126,2020,P15,C07,0.3078,0.9527
1127,2020,P15,C08,0.3539,1.0372
1128,2020,P16,C01,0.4810,1.0182
1129,2020,P16,C02,0.2546,1.0315
1130,2020,P16,C03,0.4038,1.0199
1131,2020,P16,C04,0.4318,1.0405
1132,2020,P16,C05,0.5909,1.0324
1133,2020,P16,C06,0.5095,0.6338
1134,2020,P16,C07,0.2438,1.0038
1135,2020,P16,C08,0.3132,0.9354
1136,2020,P17,C01,0.5709,1.0433
1137,2020,P17,C02,0.4008,1.0091
1138,2020,P17,C03,0.4129,1.0380
1139,2020,P17,C04,0.5528,1.0020
1140,2020,P17,C05,0.7589,0.9956
1141,2020,P17,C06,0.4741,0.8224
1142,2020,P17,C07,0.3259,1.0317
1143,2020,P17,C08,0.4935,1.1579
1144,2020,P18,C01,0.6228,0.9338
1145,2020,P18,C02,0.7370,1.0439
1146,2020,P18,C03,0.6000,1.0393
1147,2020,P18,C04,0.5094,0.9563
1148,2020,P18,C05,0.6851,0.8247
1149,2020,P18,C06,0.6527,0.7864
1150,2020,P18,C07,0.2624,1.0422
1151,2020,P18,C08,0.6548,1.1760
1152,2020,P19,C01,0.5087,0.8562
1153,2020,P19,C02,0.3274,0.8015
1154,2020,P19,C03,0.4017,1.0124
1155,2020,P19,C04,0.4766,0.9640
1156,2020,P19,C05,0.3612,0.7763
1157,2020,P19,C06,0.5307,0.9361
1158,2020,P19,C07,0.4377,1.1984
1159,2020,P19,C08,0.2297,0.9496
1160,2020,P20,C01,0.6112,0.9634
1161,2020,P20,C02,0.3401,0.8126
1162,2020,P20,C03,0.2685,1.0463
1163,2020,P20,C04,0.3129,0.8483
1164,2020,P20,C05,0.3849,0.9425
1165,2020,P20,C06,0.6237,0.8988
1166,2020,P20,C07,0.2048,0.8027
1167,2020,P20,C08,0.5342,1.0261
1168,2020,P21,C01,0.5239,0.8490
1169,2020,P21,C02,0.3706,0.8505
1170,2020,P21,C03,0.3794,0.9119
1171,2020,P21,C04,0.4263,1.0454
1172,2020,P21,C05,0.4600,0.9373
1173,2020,P21,C06,0.5362,0.9104
1174,2020,P21,C07,0.1888,0.6774
1175,2020,P21,C08,0.4135,1.0385
1176,2020,P22,C01,0.5059,0.9071
1177,2020,P22,C02,0.5145,0.8776
1178,2020,P22,C03,0.6232,0.8955
1179,2020,P22,C04,0.4230,1.0462
1180,2020,P22,C05,0.5164,0.7120
1181,2020,P22,C06,0.5037,0.8145
1182,2020,P22,C07,0.3024,0.9600
1183,2020,P22,C08,0.4522,1.0572
1184,2020,P23,C01,0.5882,1.0362
1185,2020,P23,C02,0.3623,0.9151
1186,2020,P23,C03,0.5145,0.7506
1187,2020,P23,C04,0.4567,0.9567
1188,2020,P23,C05,0.6283,0.8609
1189,2020,P23,C06,0.5667,1.0384
1190,2020,P23,C07,0.3216,0.9619
1191,2020,P23,C08,0.2990,0.9714
1192,2020,P24,C01,0.4004,1.0090
1193,2020,P24,C02,0.3915,1.0705
1194,2020,P24,C03,0.3526,0.8487
1195,2020,P24,C04,0.4927,0.9371
1196,2020,P24,C05,0.5917,1.0309
1197,2020,P24,C06,0.6582,0.6285
1198,2020,P24,C07,0.3503,1.1136
1199,2020,P24,C08,0.3780,0.9015
1200,2020,P25,C01,0.5039,0.9187
1201,2020,P25,C02,0.4941,0.9306
1202,2020,P25,C03,0.3798,0.9141
1203,2020,P25,C04,0.3040,0.9323
1204,2020,P25,C05,0.5763,1.0463
1205,2020,P25,C06,0.6607,0.7348
1206,2020,P25,C07,0.3167,0.9212
1207,2020,P25,C08,0.6088,1.1440
1208,2020,P26,C01,0.4252,1.0457
1209,2020,P26,C02,0.3200,0.8139
1210,2020,P26,C03,0.3840,0.9382
1211,2020,P26,C04,0.5002,1.0022
1212,2020,P26,C05,0.5018,0.5839
1213,2020,P26,C06,0.5437,0.9593
1214,2020,P26,C07,0.4504,1.2475
1215,2020,P26,C08,0.4496,1.0539
1216,2020,P27,C01,0.4939,0.8940
1217,2020,P27,C02,0.5183,0.8909
1218,2020,P27,C03,0.6532,0.6914
1219,2020,P27,C04,0.3586,0.8244
1220,2020,P27,C05,0.4851,0.6920
1221,2020,P27,C06,0.4955,0.6839
1222,2020,P27,C07,0.3766,1.0601
1223,2020,P27,C08,0.5343,1.1124
1224,2020,P28,C01,0.6609,0.8407
1225,2020,P28,C02,0.5923,1.0276
1226,2020,P28,C03,0.6701,0.6548
1227,2020,P28,C04,0.5016,0.9837
1228,2020,P28,C05,0.6581,0.6232
1229,2020,P28,C06,0.3814,0.9247
1230,2020,P28,C07,0.4113,1.0449
1231,2020,P28,C08,0.8362,0.3851
1232,2020,P29,C01,0.6023,1.0275
1233,2020,P29,C02,0.5048,0.9199
1234,2020,P29,C03,0.8362,0.3851
1235,2020,P29,C04,0.5056,0.9290
1236,2020,P29,C05,0.4956,0.6289
1237,2020,P29,C06,0.4560,0.9872
1238,2020,P29,C07,0.4769,1.2886
1239,2020,P29,C08,0.3426,0.9805
1240,2020,P30,C01,0.5971,1.0158
1241,2020,P30,C02,0.5201,0.8513
1242,2020,P30,C03,0.7508,1.0200
1243,2020,P30,C04,0.5612,1.0278
1244,2020,P30,C05,0.5348,0.9008
1245,2020,P30,C06,0.6007,1.0059
1246,2020,P30,C07,0.3962,1.0058
1247,2020,P30,C08,0.6136,1.0220
1248,2020,P31,C01,0.4833,0.9010
1249,2020,P31,C02,0.4696,0.9528
1250,2020,P31,C03,0.5048,0.8904
1251,2020,P31,C04,0.5618,1.0291
1252,2020,P31,C05,0.5688,1.0415
1253,2020,P31,C06,0.7886,0.8485
1254,2020,P31,C07,0.5092,1.2726
1255,2020,P31,C08,0.6855,0.8840
1256,2020,P32,C01,0.3609,1.0634
1257,2020,P32,C02,0.5120,0.8226
1258,2020,P32,C03,0.2773,1.0416
1259,2020,P32,C04,0.3745,0.8937
1260,2020,P32,C05,0.4910,0.5998
1261,2020,P32,C06,0.8105,0.6766
1262,2020,P32,C07,0.2905,1.0114
1263,2020,P32,C08,0.5570,1.1470
1264,2020,P33,C01,0.5117,0.7071
1265,2020,P33,C02,0.4904,0.6477
1266,2020,P33,C03,0.5453,0.9671
1267,2020,P33,C04,0.6470,0.8523
1268,2020,P33,C05,0.4794,0.7650
1269,2020,P33,C06,0.5132,0.6780
1270,2020,P33,C07,0.4408,1.2015
1271,2020,P33,C08,0.4686,1.0399
1272,2020,P34,C01,0.2494,1.0208
1273,2020,P34,C02,0.3408,0.7683
1274,2020,P34,C03,0.3459,0.6713
1275,2020,P34,C04,0.3689,0.8397
1276,2020,P34,C05,0.3121,0.8556
1277,2020,P34,C06,0.2737,1.0448
1278,2020,P34,C07,0.4816,1.2658
1279,2020,P34,C08,0.2479,1.0143
1280,2020,P35,C01,0.3499,0.7193
1281,2020,P35,C02,0.3437,0.8360
1282,2020,P35,C03,0.4283,1.0442
1283,2020,P35,C04,0.5307,0.8686
1284,2020,P35,C05,0.5071,0.5766
1285,2020,P35,C06,0.6943,0.9212
1286,2020,P35,C07,0.4011,1.0786
1287,2020,P35,C08,0.3425,0.7244
1288,2020,P36,C01,0.2423,0.9964
1289,2020,P36,C02,0.3318,0.7704
1290,2020,P36,C03,0.4022,1.0148
1291,2020,P36,C04,0.3588,0.8298
1292,2020,P36,C05,0.3473,0.6419
1293,2020,P36,C06,0.3009,0.9537
1294,2020,P36,C07,0.4001,1.0034
1295,2020,P36,C08,0.1638,0.3851
1296,2020,P37,C01,0.1660,0.4256
1297,2020,P37,C02,0.2517,1.0241
1298,2020,P37,C03,0.1800,0.5948
1299,2020,P37,C04,0.2585,1.0387
1300,2020,P37,C05,0.3088,0.8918
1301,2020,P37,C06,0.6559,0.7119
1302,2020,P37,C07,0.2959,0.9864
1303,2020,P37,C08,0.2358,0.9757
1304,2020,P38,C01,0.3890,0.9647
1305,2020,P38,C02,0.3476,0.7597
1306,2020,P38,C03,0.3000,0.9612
1307,2020,P38,C04,0.3612,0.7756
1308,2020,P38,C05,0.2917,1.0036
1309,2020,P38,C06,0.4865,0.9422
1310,2020,P38,C07,0.3594,1.0765
