Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P25,0.9678025,1.494569,1.558276,0.86163,2.225426,1.56312,1.442897,,1.623312,1.629696,1.825659,1.048167,1.502831,0.6024257,1.777969,1.790365,1.768103,1.550767,1.907918,1.598306,1.626386,1.689263,1.545099,,,,,,
P26,1.225473,1.803354,1.631065,0.8831248,2.635071,1.779795,1.549795,,2.036047,2.100137,1.806999,1.336618,1.785536,0.9287286,1.684691,1.848236,1.825822,1.647932,1.938167,1.822714,1.824911,1.527471,1.606906,,,,,,
P27,1.199325,1.927152,1.569641,0.7091422,2.426854,1.847646,1.66301,,2.225247,2.107531,1.98558,1.211005,1.658282,0.7932842,1.709659,1.79462,1.681017,1.491632,1.869244,1.832831,1.659538,1.381928,1.539208,,,,,,
P28,1.143853,2.067013,1.584533,0.8336529,2.740739,2.130146,1.813707,,2.216776,2.223412,2.071119,1.550958,1.625067,0.7740997,1.968387,1.880874,1.769476,1.492613,2.008465,2.05709,1.467056,1.682432,1.647701,,,,,,
P29,1.492693,2.085098,1.657284,1.058009,2.400568,2.148382,1.801826,,2.031462,2.354032,2.185417,1.802433,1.884704,0.9872204,1.777449,1.909684,1.842756,1.725845,1.987229,1.900747,1.710275,2.071185,1.537622,,,,,,
P30,1.329225,2.155398,1.701187,0.6973785,2.143367,2.173276,1.778917,,2.346846,2.236401,2.401149,1.515205,1.757952,0.7522734,1.768891,1.918899,1.871518,1.554831,1.966458,1.916895,1.664385,1.879989,1.57958,,,,,,
P31,1.164056,1.938235,1.456187,0.718454,2.287637,1.620077,1.446656,,1.942854,1.639482,1.748281,1.388417,1.857406,0.7457396,1.71452,1.639512,1.693197,1.477675,1.834014,1.811087,1.652263,1.790975,1.716573,,,,,,
P32,1.15187,1.808665,1.454136,0.863815,2.119093,1.752099,1.584949,,2.153575,1.736791,1.900048,1.46272,1.883751,1.022878,1.71422,1.882197,1.867341,1.642887,1.939682,1.924405,1.698668,2.271634,1.535334,,,,,,
P33,1.041314,1.896631,1.662096,0.7294171,2.207768,1.820638,1.688254,,1.839117,1.793886,1.776332,1.553515,1.852507,1.211298,1.674437,1.598343,1.648747,1.410586,1.789705,2.101797,1.663322,1.411495,1.661569,,,,,,
P34,1.054932,1.893188,1.3434,0.7571567,1.682621,2.071519,1.551626,,2.073755,1.727345,1.777024,1.267076,1.659106,0.7314517,1.695802,1.509032,1.550641,1.523483,1.825997,1.742429,1.44261,1.505322,1.61597,,,,,,
P35,1.273893,2.220003,1.651635,0.7387066,2.324452,1.584242,1.773192,,1.814422,2.272174,1.917939,1.750072,2.019128,1.196722,1.979309,1.687673,1.816987,1.438016,1.959572,1.949929,1.698044,1.675656,1.689755,,,,,,
P36,1.041196,1.714552,1.382869,0.6240537,1.938665,1.551974,1.52839,,1.890625,1.696886,1.624422,1.091746,1.620994,0.6328751,1.747994,1.521978,1.626737,1.63551,1.794469,1.595418,1.633089,1.476064,1.559743,,,,,,
P37,1.028085,1.940445,1.538349,0.8469094,2.291712,1.789282,1.452279,,2.009572,1.667803,1.600314,1.265796,1.587704,0.7378942,1.671651,1.542023,1.807669,1.278537,1.805628,1.728944,1.552033,1.824296,1.558504,,,,,,
P38,1.007585,1.904975,1.446779,0.7029309,1.642776,1.518414,1.48029,,2.253194,1.533161,1.73565,1.051244,1.709218,0.6505885,1.720691,1.704036,1.853964,1.536127,1.968871,1.910865,1.5556,1.891233,1.565335,,,,,,
P39,0.9571708,1.674447,1.26443,0.4248174,1.713879,1.623659,1.544281,,1.895938,1.771995,1.768906,1.374367,1.855147,1.003147,1.584996,1.558517,1.712428,1.531883,1.854811,1.653316,1.71868,1.887484,1.223232,,,,,,
P40,1.14102,1.930581,1.358428,0.8299435,2.006649,1.882398,1.274637,,2.246154,1.808088,1.579168,1.202823,1.706858,0.7614272,1.662261,1.773854,1.847913,1.640845,1.88583,1.852007,1.680024,1.674572,1.531258,,,,,,
P41,1.276153,1.865576,1.753239,0.5793139,2.534854,1.84204,1.625369,,1.865179,1.805821,1.764134,1.29373,1.715039,0.7904376,1.851623,2.069058,1.682231,1.57171,1.761663,1.623713,1.651915,1.445896,1.595941,,,,,,
P42,1.09526,1.889932,1.524278,0.5889276,2.430263,1.902539,1.468946,,1.976871,1.767324,1.78836,1.166014,1.504646,0.6887829,1.669289,1.676823,1.839702,1.505704,1.985861,1.774989,1.65178,1.583009,1.562673,,,,,,
P43,1.194472,1.917892,1.709512,0.9040996,2.436305,2.01491,1.441143,,1.993769,1.800236,1.75929,1.539413,1.647649,0.7876168,1.775901,1.96981,1.721244,1.618382,1.889864,1.535444,0.9367915,1.609884,1.598707,,,,,,
P44,1.092079,1.960733,1.387981,0.8103676,1.57821,1.60392,1.421848,,2.110162,1.695506,1.725585,1.17199,1.581788,0.5384798,1.733123,1.76481,1.711889,1.752226,1.945764,1.46875,1.645809,1.976076,1.540068,,,,,,
P45,1.119501,1.828548,1.473577,1.012159,2.39256,2.11008,1.518213,,2.062173,1.984067,1.801444,1.365229,1.62907,0.8755134,1.64301,1.874924,1.727643,1.556572,1.970686,1.492307,1.264849,1.544779,1.617107,,,,,,
P46,0.8176692,1.561858,1.219549,0.8040305,1.69545,1.350398,1.581076,,2.003385,1.705557,1.480449,1.330984,1.61134,1.053099,1.245587,1.609283,1.759511,1.499915,1.847027,1.679758,1.652788,1.397421,1.636101,,,,,,
P47,1.065071,1.745766,1.240267,1.032542,2.090189,1.857452,1.528056,,2.072939,1.694716,1.617919,1.823155,2.087957,1.425409,1.847071,1.817847,1.777597,1.73523,1.815652,1.729505,1.62787,1.806595,1.690482,,,,,,
P48,1.166712,1.813504,1.431862,1.045746,2.143747,1.674462,1.569175,,1.827014,1.652421,1.664681,1.407616,1.754398,1.0032,1.700531,1.847195,1.80192,1.589253,1.906408,1.619817,1.720916,1.778363,1.541232,,,,,,
P49,1.387805,2.131415,1.483022,0.9609783,2.786321,2.297411,1.765307,,1.911893,1.932437,1.68693,1.836011,2.118121,1.266284,1.670074,1.916925,1.86088,1.654956,1.99492,1.771637,1.69522,2.233707,1.592134,,,,,,
P50,1.100973,1.897464,1.347482,0.7971049,2.363126,2.10259,1.539997,,1.778108,1.750954,1.711281,1.489532,1.825625,1.05625,1.776546,1.87522,1.771966,1.66542,1.768029,1.754726,1.678336,2.12218,1.59283,,,,,,
P51,1.363052,2.023687,1.311521,1.071353,2.356336,1.942362,1.850304,,2.166481,1.963702,2.127236,1.919238,2.048708,1.426269,1.966103,1.851104,1.614536,1.724489,1.994893,1.881669,2.064651,1.559018,1.611064,,,,,,
P52,1.239897,2.20189,1.370432,0.9219993,2.340391,1.844124,1.703921,,1.956596,1.860356,1.972758,1.945137,2.103244,1.478413,1.346482,1.689053,1.650825,1.652765,1.932064,1.831757,1.674849,1.261625,1.691031,,,,,,
P53,1.352068,2.10804,1.47646,0.8509104,2.322259,1.821999,1.786838,,1.474959,1.709157,1.937699,1.582084,1.972142,1.134388,1.839215,1.617074,1.651548,1.665578,1.868174,1.944048,1.649952,1.684163,1.677215,,,,,,
P54,0.8473492,1.922188,1.228435,0.6899119,1.649931,1.35888,1.426545,,1.849697,1.640482,1.620355,1.339569,1.610036,0.9992815,0.9754014,1.411406,1.707618,1.493774,1.746805,1.805328,1.645014,1.311062,1.6482,,,,,,
P55,0.9291893,1.825806,1.53814,0.949614,2.094966,1.341124,1.644425,,1.982476,1.627506,1.78542,1.530559,1.841205,0.9406866,1.685027,1.845792,1.775788,1.486078,1.967666,1.918089,1.689451,1.753472,1.652098,,,,,,
P56,0.8742159,1.80039,1.345135,1.163044,2.087648,1.838437,1.550253,,1.929068,2.200966,1.811399,1.728041,2.04059,1.471231,1.520791,1.701292,1.795936,1.915427,1.781441,1.649468,1.741338,1.629269,1.64621,,,,,,
P57,0.9934983,1.802847,1.232308,0.8409326,1.873526,1.594972,1.490441,,1.814792,1.412714,1.507732,1.184035,1.77438,0.9065182,1.675374,1.55632,1.764913,1.495508,1.650821,1.732087,1.67341,1.797593,1.602222,,,,,,
P58,1.053262,1.899963,1.263792,0.8749431,1.637765,1.786493,1.342901,,1.842943,1.654449,1.793106,1.367535,1.596329,1.13556,1.638474,1.56618,1.862933,1.638857,1.798774,1.727113,1.692685,1.955261,1.619164,,,,,,
P59,1.268982,1.808011,1.620718,1.019212,1.960652,1.804607,1.72548,,2.128985,1.612361,1.80566,1.442254,1.892582,1.07791,1.538432,1.476052,1.64985,1.475877,1.751663,1.798383,1.404664,1.748512,1.598685,,,,,,
P60,1.029694,1.748022,1.525313,0.6668645,1.877535,1.435414,1.476686,,1.854458,1.943508,1.473347,1.532455,1.85081,1.104249,1.278091,1.690855,1.759294,1.576172,1.76024,1.740993,1.642484,1.619754,1.712622,,,,,,
P61,0.8241658,1.790606,1.510649,0.7744985,2.009997,1.432871,1.479298,,1.76098,1.728151,1.663082,1.922185,2.251206,1.305248,1.465753,1.37815,1.808648,1.510209,1.87828,1.743388,1.64372,1.660067,1.588087,,,,,,
P62,0.9148911,1.702556,1.340459,0.6794755,1.956814,1.402096,1.315614,,1.676138,1.66443,1.722756,1.527133,1.949369,1.15242,1.67269,1.454472,1.885903,1.676616,1.841896,1.613356,1.737585,1.765749,1.627965,,,,,,
P63,1.049867,1.661893,1.454409,0.6462086,2.099819,1.465394,1.890981,,1.826627,1.836437,1.516998,1.586057,1.884188,1.326866,2.064025,1.56009,1.72493,1.559025,2.003697,1.752527,1.526726,1.403378,1.637646,,,,,,
