Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P32,1.220093489,1.519582391,1.627999187,0.765018761,1.048652768,1.793982625,1.422984481,1.387961388,1.953930378,0.796645284,1.801259398,1.512124896,1.874687076,1.082445979,2.040755272,1.89413166,1.844665051,1.856943846,1.89916718,1.954220057,1.921835065,2.303550005,1.497251749,1.852377415,1.902597547,0.348637104,0.765086055,3.472572803,
P33,0.994525552,1.681132197,1.700486064,0.895284474,0.807302833,1.544938684,1.295547724,1.401365757,1.933223009,1.264966846,1.790381312,1.67147553,1.955532432,1.016720057,1.997264504,1.735826254,1.758821249,1.578849435,1.942298174,1.985695004,1.642614245,1.888067126,1.505986214,2.056683302,1.902071834,0.722763658,0.536276817,1.9290272,
P34,0.926478028,1.611421108,1.532333374,1.29586947,0.719861984,1.701797128,1.17593646,1.22131753,1.886080861,1.243438125,1.895434737,1.641753078,1.748200893,1.031748652,1.65758884,1.700183153,1.868308425,1.617640138,1.861495852,2.096192837,1.436417103,1.658731937,1.527670503,1.851727128,1.949663639,0.542143285,0.508836865,1.424079657,
P35,0.93544066,1.421400428,1.44191277,1.072442532,0.718859375,1.67324543,1.200404644,1.2406919,1.610754728,1.055231214,1.852657914,1.532661915,1.765157819,1.023391962,1.912766576,1.767704129,1.708953261,1.539417505,1.881946564,1.876949906,1.666120529,1.947608948,1.444894552,1.76957953,1.724713326,0.523953438,0.576439202,2.157045841,
P36,0.851682007,1.357533813,1.564887524,1.02997005,0.735866666,1.581204534,1.217781544,1.39929533,2.000829697,0.93765837,2.015164375,1.651766062,1.954651117,1.071425915,1.882398844,1.684500933,1.891126752,1.669084311,1.892308593,2.110275745,1.605818748,1.742371202,1.489986539,2.051075459,2.044483423,0.837752044,0.522444844,1.634802938,
P37,0.848144591,1.317341805,1.458903432,0.784870088,0.750391603,1.52273953,1.210082412,1.109846115,1.892196894,0.752884984,2.059479952,1.533585429,1.929700375,1.14976573,1.873906612,1.667334676,1.958390951,1.754447699,1.907723427,1.969293833,2.127115011,1.998069167,1.38947165,1.928189754,1.90493679,0.595974863,0.537909865,2.238468647,
P38,0.955646396,1.609267235,1.634169221,1.189633846,0.800444424,1.74189043,1.374998212,1.445017338,2.032671928,1.00209868,1.981709242,1.693536162,2.107321024,1.168516397,1.943121195,1.863912821,1.942304969,1.769121408,1.951486349,2.097555399,1.94173336,2.107623339,1.52825129,2.116180182,2.110893726,0.644334376,0.532776535,2.135627031,
P39,0.850817204,1.41917789,1.37686193,1.406261563,0.753599167,1.428455234,1.217501402,1.236647367,1.717898607,0.861128032,1.902837038,1.535013914,2.000696182,1.063770056,1.890364647,1.826577306,1.905697465,1.747809529,1.893518329,1.947196603,1.570280433,1.995177865,1.359204888,1.812571049,1.906543732,0.352873981,0.565320969,2.060724735,
P40,1.188085079,1.621433735,1.704999328,1.427128434,0.79362613,1.630545259,1.418836117,1.41479075,1.873782635,1.103038788,1.978091121,1.467251182,1.849926949,0.841814041,1.87411201,1.849916339,1.852232933,1.681649685,1.868950486,2.015152216,1.616697311,1.832701921,1.27712822,1.609443188,1.925216794,0.444115669,0.596936822,2.464532852,
P41,0.989172816,1.515594959,1.572126865,1.058287263,0.890700817,1.596868992,1.374924064,1.332604408,2.019394875,0.911916852,1.983202457,1.63484633,1.993446946,0.992885947,1.731731176,1.649828553,1.911029696,1.703892112,1.874446154,1.86613369,1.632564068,1.824204564,1.39823103,1.809896827,1.996777415,0.389790654,0.592765927,2.700002193,
P42,1.037026525,1.543420792,1.566440582,0.83705616,0.81047821,1.615223169,1.349670291,1.329305649,1.940963387,1.232632518,1.80809164,1.388544798,1.761270642,0.812652946,1.850146532,1.856591225,1.955228925,1.667643189,1.863894701,1.89502418,1.700904489,1.92941463,1.449695468,1.669105291,1.972155094,0.415616423,0.581631303,2.486945868,
P43,1.272565484,1.641879439,1.614684701,1.010927796,0.917547107,1.78234005,1.503482342,1.325257421,1.926645517,1.485684156,1.914457202,1.72704947,1.992888451,1.09294188,1.870816708,1.865732312,1.858538032,1.829748511,1.837315083,2.078550816,1.241270661,1.889252901,1.371507525,2.005458832,1.942196488,0.409682065,0.645560265,2.533628225,
P44,1.075555563,1.776857615,1.559847832,1.42404139,0.875125051,1.495595932,1.452839613,1.213072538,2.067177773,1.2181952,1.854646564,1.475293279,1.904648304,0.983023942,1.884604692,1.787218571,1.699723959,1.593243957,1.833135843,1.856034756,1.517070413,2.002746344,1.451183081,1.51750946,1.870263219,0.459899098,0.601874411,2.427733421,
P45,1.347355247,1.451460719,1.641700268,1.417452931,0.880652368,1.758080602,1.471003294,1.267858028,1.99228394,1.216397643,2.011959553,1.486572504,1.90791285,1.079856992,1.824493647,1.740331173,1.948266745,1.814895988,1.916442394,1.843601465,1.387951255,2.015155077,1.469349742,1.741002798,1.858951569,0.432976037,0.583333611,2.897061586,
P46,0.874541581,1.495010018,1.449152708,1.062840343,0.708419681,1.601185083,1.236218333,1.244938016,1.920800924,0.823980331,2.011350155,1.829435468,2.030899763,1.405598402,1.978437304,1.824101806,1.952481866,1.759097815,1.974655986,2.025675058,1.486940384,2.020097256,1.480043888,2.511867046,2.078047037,0.347376734,0.5479514,1.902495265,
P47,1.15198195,1.619488955,1.481113076,1.024606705,0.78067404,1.836661816,1.429538846,1.185275793,1.717038035,1.257361889,1.890090108,1.68690145,1.911358476,1.265330315,1.95316875,1.780234456,1.869094729,1.860924959,1.926996112,1.863631487,1.197360873,2.073461771,1.442472816,1.910835266,1.928163171,0.376906902,0.608484149,2.468387127,
P48,1.101080179,1.511659741,1.591241241,1.110908151,0.798544466,1.530572653,1.274744034,1.271714926,1.919615984,1.078364372,1.986006975,1.506572962,1.908377647,1.097159624,1.770604253,1.87762928,1.90155375,1.727110267,1.86731267,1.856878042,1.603201032,1.99809444,1.348375678,1.847798944,1.989273071,0.424127609,0.577449024,2.61195302,
P49,1.110697031,1.658866882,1.626686931,0.754043043,0.879854739,1.914752245,1.40325582,1.428415418,2.005699396,1.228696227,1.968576789,1.526085854,1.847182035,1.16121459,1.716634035,1.805631161,1.827354431,1.757439733,1.970728993,1.918655753,1.602792382,2.314362049,1.454825759,1.782681823,2.066231966,0.368997186,0.555201769,2.639448166,
P50,1.098106146,1.387150049,1.400060534,0.950447798,0.771683395,1.76233077,1.402294278,1.292245626,1.963754654,0.889514148,1.803623438,1.301084876,1.772773981,0.989429474,1.882971644,1.800515056,1.847770572,1.662444115,1.832637668,1.792342305,1.574057937,2.248488903,1.316120148,1.588304162,1.730675578,0.353378326,0.61756891,3.369226456,
P51,1.189849734,1.529468298,1.588720083,0.872309327,0.732262611,1.74663496,1.277465701,1.353736997,2.002430439,0.898352206,1.811123729,1.707238674,1.989596844,1.258297205,1.949653625,1.819232941,1.761863112,1.669841051,1.886977196,1.898963332,1.673351765,2.056664467,1.495550156,2.124117374,2.014533758,0.489667505,0.561753392,2.232023716,
P52,0.885039508,1.448820949,1.454432607,1.167265177,0.712185204,1.504631639,1.178565741,1.407857299,1.799305201,0.82089597,1.694572687,1.831869125,2.076283693,1.301359773,1.881071687,1.707520485,1.877482057,1.746704578,1.878998756,2.085312843,1.651659846,1.669190764,1.416337729,2.156592607,1.897678018,0.74897939,0.540259302,1.560424089,
P53,1.098166823,1.568839908,1.444485307,1.098530173,0.759024203,1.928436995,1.478407025,1.329543948,1.99186039,1.126601934,2.07701683,1.921513557,2.18842721,1.387539268,2.111739874,1.894938588,1.996385813,1.882020712,1.968868375,2.04644084,1.749302268,2.086092234,1.427622557,2.447799683,1.956356645,1.004869103,0.538278461,2.541053295,
P54,0.849138856,1.402380228,1.169141412,1.053260088,0.770142734,1.410670519,1.159463048,1.311620116,1.98699975,0.815778911,1.945344687,1.63967061,2.011863232,1.213967323,1.97280407,1.88241744,1.904359698,1.933265448,2.052289248,1.852576733,1.668582082,2.035360813,1.505468249,2.137176275,2.065663815,0.626484573,0.584714592,2.098189831,
P55,1.011571646,1.364543319,1.173282385,0.904378116,0.814470053,1.673870921,1.2300421,1.298841119,1.948229909,0.937665284,1.812274814,1.774983287,2.043556929,1.225129962,1.966782212,1.758966446,1.883009791,1.840447545,1.998107433,2.092491865,1.523478508,2.239698172,1.467903376,2.086456299,2.203759432,1.459875703,0.564749479,2.351693153,
P56,0.995712876,1.589774489,1.568651199,1.274500251,,,,,2.131749868,0.90680027,1.950064659,,,,,1.848460317,1.863081217,1.85290575,1.988954186,2.203097105,1.703432441,1.95277524,1.4996562,2.772952795,2.137283802,1.830520868,0.59927237,2.193878889,
P57,0.774309337,1.341354012,1.284736991,1.159420013,0.748991132,1.677539945,1.320103288,1.400601506,1.990706563,0.801080167,1.928456426,1.725694895,2.055086613,1.218340158,1.933759928,1.783206463,1.856278062,1.81245482,1.879239917,2.018920422,1.700057983,2.330198288,1.443059564,2.254305124,2.188635349,1.226164818,0.56987536,2.007701874,
P58,0.956180513,1.519986033,1.416876078,0.773893833,0.807333469,1.461427331,1.257631183,1.339747548,1.958172202,0.852993846,1.84187746,1.662206769,1.944928527,1.223615646,1.515610695,1.840805292,1.931282878,1.869754434,1.955325603,1.991781116,1.275966525,2.131561041,1.482662439,2.329682589,2.158788681,0.501687944,0.557391465,2.212335348,
P59,1.004086614,1.481252789,1.41909647,1.130530953,0.851936936,1.785297751,1.421942949,1.470152736,2.148299217,0.94115144,1.721607685,1.856729031,2.017771482,1.172886968,1.937131047,1.853271604,1.906130433,1.783750057,2.015781879,2.072266102,1.678522706,2.114084959,1.539222717,2.251465321,2.210661888,1.36780107,0.56724906,2.340694427,
P60,0.852048218,1.345473886,1.405188203,0.916803956,0.66878289,1.471334815,1.160374522,1.247919679,2.016632795,1.08357513,1.736465931,1.569433093,1.804380417,1.050044775,1.788627148,1.758176446,1.730622411,1.784317613,2.008874893,2.033205509,1.364121914,2.07692194,1.477725506,2.103092194,2.155112267,1.378480911,0.517573595,1.550171971,
P61,0.900840104,1.366906643,1.317466974,1.314020157,0.796341002,1.517336011,1.345395684,1.363627791,2.019800663,0.972002983,1.841187358,1.617804408,2.01588583,1.19688952,1.964778066,1.766879201,1.922422767,1.836997032,1.915251851,2.01718998,1.649711967,1.885292649,1.480867147,2.068217993,2.127867222,0.819474578,0.584206939,1.749012709,
P62,0.891010106,1.37401247,1.452440858,1.081552625,0.716283321,1.463604093,1.19608891,1.283236504,1.993003488,1.049773335,1.797429204,1.581570864,1.855497479,1.069057941,1.792820692,1.89439714,1.904456496,1.675307274,1.925398827,2.046152592,1.642928362,2.145336866,1.438069701,1.997349024,1.991987586,0.588498116,0.64902699,1.749888659,
P63,1.080820322,1.476909995,1.616589546,1.227863073,0.906575739,1.576618791,1.248862028,1.33623302,2.08208251,1.249298573,1.798346162,1.616432786,1.981051803,1.139052749,1.989131808,1.851608753,1.908908606,1.77385962,1.989209294,2.043604374,1.458033204,1.842237234,1.447090626,2.187161207,2.214056969,0.693137109,0.648763239,2.425325394,
