Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P11,0.632258832,1.787416577,1.760828018,1.062920451,0.807715595,1.843015552,1.344141245,1.309362173,1.928477168,0.529159665,1.992578626,1.993307114,2.178262472,1.386114597,1.988672853,2.387917757,,2.219566107,2.429972649,2.0911026,1.77536428,1.767715335,2.020395756,1.214684606,1.912670732,0.692475855,0.342627853,1.722570777,0.359561771
P12,0.744056463,1.636009455,1.607381463,0.999532223,0.782137394,1.934441566,1.460586786,1.265198112,1.880647779,0.528775871,1.96100831,1.76580584,2.06788969,1.105110288,1.944756985,2.479872465,,2.301688433,2.505218983,1.937508464,2.033387423,2.057054996,1.998558402,0.990252674,1.722500682,0.52412498,0.42396453,2.295455456,0.40938881
P13,0.751057684,1.781150937,1.648953438,1.33552897,0.88413918,2.047956944,1.660617948,1.450388193,1.967365742,0.536981106,2.00638175,2.051081896,2.281299591,1.503067374,1.703517318,2.619350195,,2.297017574,2.533766031,2.051290989,1.740905762,1.926803112,2.010785341,1.259639144,1.948641062,0.922499835,0.492898017,2.002772331,0.422206283
P14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16,0.821616471,1.743318081,1.605438352,1.371058226,0.814023256,2.139283657,1.555155635,1.333452463,2.051894426,0.482077032,1.939217806,1.920607805,2.196625233,1.349434972,2.015206099,2.470783949,,2.381655455,2.534408569,2.041185379,1.737233639,2.103662252,2.013874292,1.176438689,1.879006982,0.589740217,0.44125241,2.266041756,0.369564652
P17,0.835238636,1.569742203,1.570374966,0.74910748,0.871860087,1.627802372,1.332904577,1.361288905,2.048329353,0.537399888,1.831289172,1.514032364,1.871090412,0.940960526,1.918560028,2.717427015,,2.472114563,2.575748444,1.987046719,1.978136778,2.226976395,1.921074867,0.868538797,1.681004882,0.472569287,0.580739319,2.24586916,0.517165065
P18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19,0.679451346,1.656692386,1.548815608,0.947122574,0.797278404,1.807603478,1.343500137,1.503672123,1.788921952,0.445590854,1.897178173,1.812692881,2.0266397,1.134044766,1.960783005,2.478137016,,2.366767883,2.496295691,2.054800749,1.833858371,2.006619453,1.906812787,1.059455514,1.431825161,0.647280812,0.409270942,2.207015753,0.442872375
P20,0.645768106,1.639401913,1.461581588,1.157506943,0.773471594,1.878323317,1.477920532,1.289618134,2.009874105,0.480623633,1.922539711,1.835344434,2.13683176,1.403732419,2.04833889,2.575262547,,2.284650564,2.602456808,2.058093071,1.704912543,2.192761183,1.955492258,1.16287303,1.924209952,0.591014445,0.410328686,1.952726841,0.428842813
P21,0.78979969,1.730697155,1.628371596,1.254440188,0.884138048,2.037187099,1.564930081,1.373010159,2.01274395,0.559551477,1.846374154,2.05034256,2.172934055,1.345701456,1.971006274,2.497417688,,2.475746632,2.531263351,2.17039156,1.736873746,2.058055162,2.033410072,1.11192441,1.825601339,0.713521898,0.472137064,2.116441011,0.401875794
P22,0.744748235,1.639078498,1.679207683,0.88411653,0.850373447,1.993405223,1.592027068,1.342125654,2.096210241,0.51188463,1.948846102,1.856924176,2.105745316,1.270398378,2.01818943,2.470113039,,2.292650938,2.519151211,2.135615826,1.890244961,2.255715132,1.955701709,1.138840675,1.892196774,0.526383221,0.41461131,2.011425495,0.405829728
P23,0.683358073,1.52424252,1.528898597,1.014639735,0.819366932,1.720465899,1.327363372,1.453570366,2.040471792,0.4533903,1.910209298,1.81278336,1.991657972,1.165800452,2.044873476,2.431180239,,2.47117734,2.590701818,1.965426922,1.657833695,1.851063609,2.013083696,1.00688982,1.764600992,0.730070114,0.461907953,2.348674536,0.501757205
P24,0.723847568,1.678650022,1.583141327,1.254337788,0.76980418,1.973321319,1.403778195,1.526888609,2.006553888,0.470172882,1.80199492,1.802259564,2.045372248,1.211413026,1.939041138,2.521822691,,2.366929054,2.530099154,1.988138556,1.894863129,2.040350199,1.991184473,1.087214708,1.916310072,0.611820579,0.432480097,1.824759245,0.415955424
P25,0.79151845,1.607676983,1.583967686,1.267751455,0.844789565,1.922961235,1.522729278,1.422476411,2.082351208,0.495912045,1.973739743,1.638627172,2.004758596,1.182171702,1.880980968,2.555682421,,2.598085403,2.477308035,1.956476808,1.993530989,2.009086132,2.03191185,0.986856043,1.76799345,0.759982049,0.467145741,2.403460979,0.452675641
P26,0.85375905,1.798288226,1.684593678,1.518111587,0.845943034,2.104030132,1.766927361,1.486492515,1.988028169,0.585932791,1.985735297,2.061977148,2.222524881,1.524547696,2.000589609,2.407827139,,2.305729151,2.585290194,2.183101654,1.783601642,2.047363758,2.055802584,1.272966743,2.108184338,0.757652342,0.449460715,2.271825552,0.445300519
P27,0.730632961,1.600670815,1.577836871,0.917903244,0.851257622,1.915807605,1.387435555,1.290676832,2.048250914,0.555050075,1.865873218,1.830237865,2.078698635,1.202839851,2.035633564,2.490352154,,2.229221821,2.534139872,1.994291782,1.816027284,1.98820281,1.93412137,1.075070262,2.014067173,0.672752738,0.466345966,2.211351395,0.506578505
P28,0.756664872,1.582785964,1.588063478,1.141663432,0.846922398,1.972200036,1.668710589,1.185868979,2.135302782,0.60984689,1.951849461,1.897716522,2.054988861,1.232247591,2.032352209,2.502577066,,2.364362478,2.544414282,2.124963284,2.047238588,2.063581944,1.987001657,1.209110022,2.196906567,0.591072619,0.50646311,1.87176156,0.468980104
P29,0.749091566,1.545171022,1.515506029,1.048950911,0.846537709,1.834452629,1.509178638,1.236062646,2.034582376,0.617690802,1.89902544,1.822716832,2.045289278,1.210604668,2.045194387,2.451237202,,2.310218334,2.265401125,2.07579422,2.009863138,1.982140303,1.920552492,1.136019588,1.873805761,0.75945133,0.434598625,1.986853361,0.398308337
P30,0.697027445,1.596218944,1.503597498,1.172099113,0.856055677,1.504788876,1.37582469,1.316186309,2.135957003,0.573454499,1.704625487,1.669947267,2.019939423,1.146021008,1.776827812,2.49719739,,2.334733009,2.440586805,2.052690983,1.736139894,1.944154978,1.895670652,1.022360802,1.650999904,0.910717547,0.48922047,1.899313807,0.470532954
P31,0.854868233,1.621909261,1.691251993,1.306763291,1.039757848,1.968161702,1.664211512,1.530902743,2.150089741,0.55881387,1.866230369,2.052237034,2.223137856,1.44759047,2.048975229,2.694361925,,2.401612759,2.645497799,2.196891546,2.018112421,2.217465401,2.031612873,1.260695934,2.183007956,1.015786171,0.553468585,2.277545691,0.538119972
P32,0.749940813,1.256660461,1.407755852,0.650279582,0.844991386,1.541564822,1.222556114,1.452099085,1.913778901,0.430115134,1.930945992,1.588544846,1.962159872,1.164159894,2.066633701,2.409371853,,2.459453106,2.456335068,2.001285076,1.928725004,2.310756207,2.013477087,1.037439942,1.799541354,0.394845277,0.485222757,2.66146636,0.416686147
P33,0.71137315,1.52866292,1.47244978,0.763491988,0.808894575,1.632599592,1.400015235,1.209436178,1.904478669,0.521473229,1.792929769,1.742512822,2.012572289,1.142578363,1.934381962,2.434873819,,1.990052342,2.505690336,2.042088509,2.017502546,2.066651583,1.994152784,1.096394062,1.912833929,0.52272892,0.409620404,2.15423584,0.380906224
P34,0.640149951,1.345192909,1.472779036,0.690229952,0.840994477,1.610501051,1.227314234,1.16447103,1.818693757,0.480528861,1.680878639,1.615528822,1.896778822,1.161911607,1.934980512,2.397558928,,2.440634251,2.365148544,2.036036253,1.974748731,1.868065476,1.971952319,0.967809558,1.687428117,0.714398623,0.381915569,2.222060442,0.371424586
P35,0.663247883,1.508585095,1.355799079,1.093377471,0.808717012,1.505116701,1.259681344,1.339553475,2.000380278,0.489582062,1.671058774,1.591754675,2.062992573,1.215909004,1.924008131,2.271078348,,2.224779844,2.468415976,2.07636404,1.960530281,1.904650927,1.972842574,1.057247281,1.781858087,0.786755145,0.428347141,2.09300375,0.428436071
P36,0.625227869,1.397710204,1.498759151,1.076596737,0.735102773,1.591485739,1.271453857,1.314074636,1.802940726,0.466655254,1.645807266,1.663910866,2.057837963,1.215170026,1.973043323,2.158259869,,2.078115702,2.51230216,2.048757315,1.656909227,1.951530337,1.887831092,0.950204015,1.824321389,0.715537548,0.376409292,1.831530571,0.393617541
P37,0.78277725,1.323807716,1.481048942,0.625,0.793050945,1.623431563,1.369346023,1.352553368,2.002377987,0.399738669,1.900742292,1.516094446,1.908299565,1.1628263,1.958659768,2.262789965,,2.372058153,2.472786903,1.858575583,2.020688772,2.194520712,1.924838305,1.01290226,1.747959137,0.520348549,0.426425636,2.276270628,0.398784697
P38,0.777552307,1.550708652,1.650175452,1.420930505,0.825652719,1.836991429,1.439368367,1.357209921,2.067940235,0.522731543,1.792422891,1.732859135,2.057325363,1.383939981,2.010401726,2.442571163,,2.262577057,2.405409098,2.030218363,1.988107324,2.117158175,1.955844402,1.156297922,1.917556167,0.481983036,0.389713854,1.883348942,0.373211473
P39,0.789880991,1.504922032,1.543969989,1.545454502,0.853761911,1.689564109,1.548299193,1.430688262,2.025453806,0.452055067,1.932267308,1.816449761,2.119366169,1.477060914,1.9860605,2.291966677,,2.356246948,2.32121563,1.86864531,2.013446093,2.058757067,1.921007514,1.173976064,1.830461502,0.512961447,0.400214434,2.251709461,0.434953094
P40,0.623974681,1.392901778,1.457208753,1.018160701,0.784020364,1.445989251,1.204491377,1.317342281,1.870928884,0.483128518,1.740958095,1.451734185,1.852487803,1.025996447,1.853284478,2.218889475,,2.252957344,2.381910801,1.859956503,1.970941305,1.841461778,1.886124492,0.820676446,1.838522077,0.650927007,0.394732326,1.874846458,0.380538136
P41,0.69426775,1.459288597,1.519374371,0.968897641,0.82720536,1.638018847,1.284819365,1.095421553,1.977629304,0.487108767,1.712915778,1.385207534,1.828406692,0.933554888,1.788801312,2.323704243,,2.180636406,2.397802353,1.897914767,1.903223276,1.846018195,1.881292224,0.83887887,1.819977999,0.574997365,0.385201246,1.900642872,0.398436308
P42,0.709486306,1.47721827,1.48228395,1.526382446,0.756616414,1.548879385,1.368163824,1.330089688,1.960237265,0.519332767,1.683228731,1.593570113,1.894842029,1.157961845,1.932850718,2.142946005,,2.352460384,2.305694342,1.98525703,1.912647367,1.674094796,1.936105609,1.048549414,1.728331923,0.441742122,0.448268443,2.129965305,0.476571083
P43,0.701621175,1.479961634,1.542587042,1.450338006,0.812206268,1.348242402,1.205820799,1.167120337,1.915460348,0.491157979,1.634815335,1.468922853,1.920682311,1.001081586,1.87727809,2.225260019,,2.317601919,2.37859869,1.838052988,1.614651442,1.761544824,1.929035306,0.91782707,1.751830459,0.651497304,0.410054922,1.838491082,0.392691851
P44,0.762715518,1.645925164,1.55274713,1.418107271,0.847989202,1.716806293,1.474910259,1.217057347,2.021701813,0.523749053,1.897249579,1.504882813,1.942772269,1.171880841,2.014476776,2.367083549,,2.45821619,2.501793146,1.810138226,1.99347806,1.88482976,1.964514256,0.960734487,1.844327331,0.498891562,0.470239162,2.682250977,0.389484942
P45,0.727501452,1.49611032,1.417786837,0.769893348,0.780567586,1.547329545,1.262683153,1.241590619,1.908549786,0.517997324,1.748307347,1.451895952,1.970493436,1.110042453,1.90222609,2.349940062,,2.264459133,2.512511253,1.751829267,1.691749573,1.909129739,1.908614993,0.825201333,1.526350856,0.534999132,0.456825972,2.450649738,0.358303636
P46,0.724051654,1.41542542,1.344189763,0.737421811,0.816765666,1.824620843,1.522595882,1.375391722,2.013339281,0.464010358,1.72303009,1.73026371,2.099001408,1.407257438,1.980067849,2.238428354,,2.318969727,2.452533007,1.817477345,2.035167217,1.984872937,1.941300631,1.066864729,1.91101253,0.496424586,0.351636052,2.033124924,0.377796561
P47,1.012692451,1.673214674,1.538841009,1.059920073,0.983927965,2.028273582,1.674876928,1.564287424,2.233553886,0.547851801,1.940675616,2.060355902,2.250458002,1.685508251,2.149612427,2.524708271,,2.507671595,2.5982337,1.925334454,1.938019633,2.252619028,1.956627011,1.290958881,1.912053704,0.471471936,0.484378129,2.390608549,0.521023929
P48,0.804138958,1.311344743,1.354617238,0.928396702,0.782689095,1.634153128,1.273762226,1.179160953,2.068732023,0.457643032,1.928841233,1.366733789,1.901751518,1.096007586,1.978168964,2.279144764,,2.437269688,2.44228673,1.757790089,1.826250672,2.100734711,1.903212786,0.859025657,1.584497809,0.409068465,0.410322279,2.496234179,0.38131392
P49,0.733077943,1.301468253,1.417407155,0.821374953,0.796587765,1.701735377,1.296713829,1.240076423,2.027106047,0.479457855,1.738147855,1.481785059,1.909357786,1.175609708,1.896426558,1.964774132,,2.319527864,2.462701559,1.844263792,1.991960287,2.264561176,1.901500583,0.922974706,1.724488854,0.434360027,0.36283502,2.034838438,0.369527549
P50,0.707122564,1.200263858,1.230168104,0.918737471,0.828577876,1.592386007,1.364279866,1.202996373,2.062304974,0.40542233,1.855560184,1.405452728,1.907600045,1.09439373,1.919611096,2.330243111,,2.151765108,2.421543121,1.794371247,1.816425562,2.270168543,1.869603395,0.87954551,1.677086234,0.338449061,0.385677278,2.628216982,0.418568254
P51,0.699559808,1.378368616,1.226718187,0.976982296,0.753155112,1.647586823,1.385046124,1.275580764,1.890867829,0.431869715,1.84534049,1.733091593,2.113889217,1.426015139,1.957874894,2.379421473,,2.443225384,2.421182871,1.919153214,1.921671987,2.028575897,1.861894011,1.101970196,1.805098653,0.536206186,0.415912598,2.138902187,0.3900491
P52,0.635159492,1.204587102,1.254425168,0.79912585,0.704697967,1.256374717,1.118613005,1.207622766,1.907434702,0.437076807,1.728614926,1.472427964,1.913730264,1.103066921,1.858386636,2.172843695,,2.067881823,2.401331425,1.855059743,1.687129021,2.090875626,1.876386285,0.92987138,1.723791957,1.046675801,0.38598451,1.895362496,0.355394393
P53,0.664032042,1.313611746,1.28423655,1.042714715,0.752704978,1.479740024,1.139182091,1.09013617,2.101982594,0.452061594,1.548210382,1.618159056,1.871369362,1.166269183,1.884003282,2.304418087,,2.307534933,2.375149012,1.954923391,1.447250724,1.942401052,1.849377036,1.005644202,1.679252982,0.681138396,0.354668677,1.899316192,0.379110277
P54,0.600707293,1.227310061,1.229366779,0.741175175,0.753661931,1.495781541,1.146562219,1.259266615,1.989097238,0.455997407,1.538840771,1.494825959,1.860965133,1.185772538,1.920973063,2.342913151,,2.30893898,2.509294987,1.873232365,1.966532707,2.165205717,1.954806924,0.988180935,1.684534669,0.551063359,0.36639297,1.751884103,0.448561728
P55,0.714878082,1.304840326,1.368035674,0.850352645,0.774506807,1.4260149,1.208970428,1.326258063,1.975232124,0.436237097,1.650664806,1.619357228,1.992292881,1.262623906,1.946517348,2.334739685,,2.311539412,2.421812773,2.044107199,1.983777404,2.259145975,1.894171953,1.046497107,1.724397063,1.336917758,0.343764484,1.810361385,0.464769185
P56,0.761198044,1.268223643,1.414330959,1.125696063,0.778039396,1.497656941,1.223984957,1.351411581,2.019912958,0.446961045,1.8548944,1.531092882,2.024812937,1.278656363,1.931044459,2.333641768,,2.265288353,2.512727261,1.930729508,1.618804574,2.102126598,1.901287317,0.97786808,1.695506454,2.052177429,0.388638109,1.764672279,0.38096875
P57,0.626333714,1.304058075,1.229402423,0.872788012,0.722827077,1.687291384,1.303564787,1.34103179,2.03127718,0.383602411,1.534129977,1.70920229,2.049696684,1.442836761,2.053188562,2.380940199,,2.40637064,2.462269306,1.934666634,1.696446419,2.340927839,1.892911077,1.143472791,1.862053633,1.258091092,0.405495375,1.70780015,0.419580102
P58,0.64270848,1.240656376,1.349853158,0.679136693,0.69653964,1.479115367,1.158414125,0.863480926,1.953098536,0.42529881,1.715744019,1.579820752,1.942522883,1.131317735,1.971058965,2.328638077,,2.177924871,2.517043591,1.91252327,1.574367642,1.982264042,1.871608973,1.00689888,1.670520902,1.157300949,0.340824157,1.798754573,0.355910689
P59,0.585256815,1.206660509,1.090816498,1.329951763,0.726366639,1.349614978,1.220642567,1.298607945,1.998127341,0.40871039,1.695649862,1.634989142,1.992584944,1.261831641,1.881386995,2.278903961,,2.357899189,2.467912674,1.896110535,1.709318876,2.00527668,1.938799858,1.130272269,1.752896905,1.389919162,0.378576428,1.837734103,0.405446202
P60,0.734587252,1.317054868,1.252282143,0.878378987,0.640430689,1.814649343,1.30724299,0.993390918,2.066701412,0.449465543,1.94329977,1.614443541,1.999578118,1.364356637,1.955613136,2.347131491,,2.217837334,2.568246841,2.003901958,1.538470268,2.055565596,1.888023019,1.139778852,1.620496869,1.692280173,0.387693644,1.968014479,0.405087352
P61,0.61908561,1.324750185,1.1594733,1.171373487,0.671684265,1.438304305,1.066494107,1.314546824,1.872691035,0.421909571,1.683454633,1.65530014,1.901790023,1.23225081,1.956924438,2.327897787,,2.504892111,2.595291853,1.751748562,1.763116598,2.142191172,1.89401412,1.019977212,1.684100628,0.677181184,0.358967066,1.489805818,0.336863905
P62,0.937249243,1.420189619,1.209126353,0.996200621,0.938622534,1.820488453,1.408931255,1.372256756,2.29752183,0.51750046,1.773606896,1.900408864,2.124376297,1.328116894,2.108561516,2.428072453,,2.427188873,2.540363073,2.001320362,1.985601783,2.093042612,1.943699837,1.201322794,1.843074918,0.620828748,0.403977841,2.214644909,0.470484823
P63,0.753987074,1.395584702,1.335362554,0.849167526,0.866839528,1.683930039,1.249836922,1.340700626,2.172721863,0.52851069,1.888012052,1.775255442,2.07787919,1.226255059,1.267949343,2.390892744,,2.518355846,2.544744015,1.917569399,1.59034431,2.062344551,1.919953704,1.05463171,1.801764131,0.771402717,0.363302886,2.041715384,0.380566865
