Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P49,0.819639742,1.452376366,1.462461472,0.639296055,2.084011793,1.440569282,1.659424067,,1.851771712,1.773273826,1.546657681,1.443027854,1.771949291,0.882195413,1.595773339,1.650440216,1.549179792,1.74760592,1.88083756,1.71214211,1.634794831,2.238819361,1.634186625,,,,,,
P50,0.937625349,1.489079237,1.308148026,0.531190515,2.069021463,1.901236296,1.444279432,,1.880436778,1.478253603,1.610260248,1.020476103,1.660310864,0.710873961,1.748624563,1.874830484,1.726469636,1.643313408,1.804802537,1.558715343,1.86984241,2.381433725,1.574125528,,,,,,
P51,1.144667506,1.783855915,1.29771781,0.717430413,2.662111759,1.878285289,1.715784073,,2.083353996,1.817665815,2.128314734,1.813210607,2.091258526,1.369849801,1.754841208,1.864749312,1.67991817,1.898227453,2.013588905,1.823433638,1.713996172,1.982702255,1.713760257,,,,,,
P52,0.784023046,1.599865079,1.045743704,0.93192327,1.816415429,1.503333807,1.625918508,,1.806295991,1.515696764,1.89952147,1.451633573,1.827036977,1.14837265,1.72632134,1.579313159,1.841111064,1.74213171,1.795282483,1.739213943,1.701998949,1.363503218,1.614051342,,,,,,
P53,1.077371955,1.69170475,1.398650646,0.95603472,2.422235727,1.592785358,1.801312923,,2.003594875,1.785603762,1.866855979,1.547078252,1.884036064,1.261420131,1.668606997,1.640246153,1.847073436,1.645395756,1.876991034,1.773184896,1.677215338,1.803201675,1.632098198,,,,,,
P54,0.886383832,1.410430312,1.284348011,1.051417828,1.721838713,1.398658991,1.682780266,,2.078106403,1.722667933,1.636360884,1.98226738,2.143176317,1.452013612,1.693238735,1.13739264,1.894083023,1.70883131,1.942739367,1.853572845,1.450363278,1.399175525,1.722177505,,,,,,
P55,0.896309555,1.582420588,1.365615964,0.69175756,2.305528164,1.544912815,1.629899621,,1.861525655,2.135646105,1.770922899,1.641514659,1.964700341,1.261057973,1.693677187,1.513673425,1.730463624,1.682979822,1.710100532,1.856713295,2.022565842,2.191089869,1.685627103,,,,,,
P56,1.126111865,1.473135471,1.45128262,1.111547709,2.376645565,1.538099766,1.814944983,,1.945477247,2.229212046,2.067111969,1.812911153,2.011749983,1.267603636,1.59043467,1.478750944,1.886220932,1.866987586,1.80515337,1.903525829,1.656744123,1.864596248,1.632413864,,,,,,
P57,0.900900841,1.36261034,1.339202404,0.781994998,1.78044641,1.462176681,1.58043611,,1.978620052,1.598084927,1.708216906,1.375763178,1.736679077,1.014919877,1.725306392,1.468951941,1.760448337,1.615757704,1.807333708,1.823562622,1.735510588,2.078256607,1.653112769,,,,,,
P58,0.841941237,1.566482186,1.466005325,0.743233979,1.755216122,1.441957593,1.62105155,,1.839781284,1.458492279,1.526434064,1.613186002,1.866159558,1.216056705,1.709893823,1.457203984,1.63696754,1.664298892,1.771200776,1.874545336,1.666796446,2.070248604,1.636247873,,,,,,
P59,1.264612675,1.674849272,1.213318467,0.960717678,2.446584463,1.828406572,1.861497283,,2.284192085,1.922498107,2.05867362,2.03769803,2.075774431,1.306932926,1.803764224,1.740436554,1.859688878,1.752065897,2.034259081,1.828168511,1.667899966,1.964574933,1.757526755,,,,,,
P60,0.970669568,1.506183743,1.184135318,0.68763119,1.827062011,1.50870347,1.641125917,,1.689751506,1.791521192,1.837588787,1.633169532,1.892981887,1.084332824,1.685381293,1.164237976,1.626452684,1.562930942,1.798560977,1.682933807,1.605934858,1.678555846,1.702627182,,,,,,
P61,0.854742348,1.466036797,1.405542374,1.161342025,1.911574721,1.262306213,2.056997061,,1.929599524,1.530722022,1.70086205,1.695008397,1.979745269,1.200664759,1.714969039,1.393092275,1.747599125,1.501511693,1.799567223,1.829978347,1.69073689,1.736139536,1.701056838,,,,,,
P62,0.92544353,1.505517721,1.375257492,0.908953011,1.762177348,1.310142875,1.706730247,,1.898592949,1.697537422,1.944283128,1.649667859,1.914384604,1.058409333,1.777867675,1.583187103,1.669208288,1.546224713,1.779837728,1.807344913,1.684199929,1.782736659,1.675853372,,,,,,
P63,0.836812854,1.312273502,1.509355307,0.947109461,2.163794279,1.583607435,1.750060081,,1.84107697,1.85506928,1.980858803,1.640789866,2.03864789,1.086991429,1.632507324,1.554781556,1.72332263,1.716854095,1.837021112,2.013746738,1.732704878,1.402778268,1.661118031,,,,,,
