,Year,Province,Criterion,ER_Utility,Belief_Entropy
650,2019,P19,C03,0.5492,0.9881
651,2019,P19,C04,0.4677,0.8847
652,2019,P19,C05,0.6124,0.9487
653,2019,P19,C06,0.5564,1.0148
654,2019,P19,C07,0.4468,1.0044
655,2019,P19,C08,0.5781,1.0435
656,2019,P20,C01,0.4558,0.9638
657,2019,P20,C02,0.3104,0.9831
658,2019,P20,C03,0.3100,1.0357
659,2019,P20,C04,0.1919,0.6707
660,2019,P20,C05,0.4058,1.0186
661,2019,P20,C06,0.4982,1.0759
662,2019,P20,C07,0.2051,0.7787
663,2019,P20,C08,0.6634,0.6275
664,2019,P21,C01,0.4921,0.5848
665,2019,P21,C02,0.2260,0.9101
666,2019,P21,C03,0.2998,1.0445
667,2019,P21,C04,0.4267,1.0433
668,2019,P21,C05,0.4984,0.7334
669,2019,P21,C06,0.4235,1.0439
670,2019,P21,C07,0.1802,0.5614
671,2019,P21,C08,0.3562,0.9880
672,2019,P22,C01,0.6281,0.8498
673,2019,P22,C02,0.5747,1.0437
674,2019,P22,C03,0.5482,0.9838
675,2019,P22,C04,0.3515,0.8020
676,2019,P22,C05,0.3971,1.2992
677,2019,P22,C06,0.5010,0.5741
678,2019,P22,C07,0.3474,0.7904
679,2019,P22,C08,0.5548,1.0098
680,2019,P23,C01,0.6957,0.9502
681,2019,P23,C02,0.6574,0.7736
682,2019,P23,C03,0.4859,0.9088
683,2019,P23,C04,0.5705,1.0418
684,2019,P23,C05,0.7913,0.8066
685,2019,P23,C06,0.5049,0.7846
686,2019,P23,C07,0.3017,0.9691
687,2019,P23,C08,0.5695,1.0410
688,2019,P24,C01,0.5057,0.5462
689,2019,P24,C02,0.6493,0.9231
690,2019,P24,C03,0.6045,0.9854
691,2019,P24,C04,0.4938,0.6550
692,2019,P24,C05,0.6220,0.8911
693,2019,P24,C06,0.5183,0.7429
694,2019,P24,C07,0.3387,0.8046
695,2019,P24,C08,0.6031,0.9905
696,2019,P25,C01,0.5389,0.9326
697,2019,P25,C02,0.4610,0.9878
698,2019,P25,C03,0.6531,0.7045
699,2019,P25,C04,0.5005,0.7346
700,2019,P25,C05,0.5449,0.9674
701,2019,P25,C06,0.5243,0.8106
702,2019,P25,C07,0.4501,0.9915
703,2019,P25,C08,0.3838,0.9290
704,2019,P26,C01,0.4751,0.8172
705,2019,P26,C02,0.5945,1.0185
706,2019,P26,C03,0.5393,0.9347
707,2019,P26,C04,0.5141,0.7335
708,2019,P26,C05,0.5807,1.0423
709,2019,P26,C06,0.5027,0.5741
710,2019,P26,C07,0.4901,1.0571
711,2019,P26,C08,0.3703,0.8384
712,2019,P27,C01,0.6648,0.7032
713,2019,P27,C02,0.6016,1.0915
714,2019,P27,C03,0.6542,0.6604
715,2019,P27,C04,0.3770,0.8855
716,2019,P27,C05,0.5891,1.0309
717,2019,P27,C06,0.3731,0.8591
718,2019,P27,C07,0.4243,1.0434
719,2019,P27,C08,0.6514,0.6302
720,2019,P28,C01,0.8326,0.3913
721,2019,P28,C02,0.5934,1.0201
722,2019,P28,C03,0.6715,0.6714
723,2019,P28,C04,0.6079,0.9702
724,2019,P28,C05,0.7802,0.8769
725,2019,P28,C06,0.4047,1.0165
726,2019,P28,C07,0.4993,0.8152
727,2019,P28,C08,0.3198,0.7986
728,2019,P29,C01,0.6753,0.7017
729,2019,P29,C02,0.6020,1.0767
730,2019,P29,C03,0.7051,1.0016
731,2019,P29,C04,0.4917,0.6555
732,2019,P29,C05,0.5343,0.9003
733,2019,P29,C06,0.3887,1.1051
734,2019,P29,C07,0.5123,1.0053
735,2019,P29,C08,0.6844,0.8461
736,2019,P30,C01,0.5297,0.8620
737,2019,P30,C02,0.6510,0.9280
738,2019,P30,C03,0.6302,0.9256
739,2019,P30,C04,0.5129,0.7977
740,2019,P30,C05,0.5591,1.0225
741,2019,P30,C06,0.4651,0.9043
742,2019,P30,C07,0.4752,0.9839
743,2019,P30,C08,0.4632,0.9615
744,2019,P31,C01,0.5989,1.0059
745,2019,P31,C02,0.4956,1.0979
746,2019,P31,C03,0.8110,0.6478
747,2019,P31,C04,0.4661,0.8972
748,2019,P31,C05,0.4556,0.9652
749,2019,P31,C06,0.6312,0.8264
750,2019,P31,C07,0.5704,1.0412
751,2019,P31,C08,0.7177,1.0367
752,2019,P32,C01,0.4642,1.1417
753,2019,P32,C02,0.5907,1.1032
754,2019,P32,C03,0.4578,0.9530
755,2019,P32,C04,0.4823,0.7350
756,2019,P32,C05,0.6857,0.8615
757,2019,P32,C06,0.8326,0.3913
758,2019,P32,C07,0.2630,1.0375
759,2019,P32,C08,0.8326,0.3913
760,2019,P33,C01,0.4577,0.9534
761,2019,P33,C02,0.5061,0.7414
762,2019,P33,C03,0.5987,1.0062
763,2019,P33,C04,0.6826,0.8433
764,2019,P33,C05,0.4383,1.0289
765,2019,P33,C06,0.5828,1.0393
766,2019,P33,C07,0.5681,1.0393
767,2019,P33,C08,0.4349,1.0353
768,2019,P34,C01,0.3259,0.6763
769,2019,P34,C02,0.2790,1.0408
770,2019,P34,C03,0.8320,0.4041
771,2019,P34,C04,0.4357,1.0340
772,2019,P34,C05,0.3428,0.6022
773,2019,P34,C06,0.3737,1.1092
774,2019,P34,C07,0.3796,0.9019
775,2019,P34,C08,0.1676,0.3943
776,2019,P35,C01,0.3042,0.9527
777,2019,P35,C02,0.2777,1.0850
778,2019,P35,C03,0.5300,0.8648
779,2019,P35,C04,0.4789,0.7759
780,2019,P35,C05,0.3926,0.9733
781,2019,P35,C06,0.5018,0.7413
782,2019,P35,C07,0.3865,0.9415
783,2019,P35,C08,0.2863,1.0296
784,2019,P36,C01,0.1706,0.4450
785,2019,P36,C02,0.3104,0.9003
786,2019,P36,C03,0.3641,0.7844
787,2019,P36,C04,0.3548,0.8625
788,2019,P36,C05,0.4289,1.0422
789,2019,P36,C06,0.3381,0.6765
790,2019,P36,C07,0.4865,0.8061
791,2019,P36,C08,0.4886,0.8981
792,2019,P37,C01,0.3398,0.7682
793,2019,P37,C02,0.2037,0.7677
794,2019,P37,C03,0.4708,0.9626
795,2019,P37,C04,0.3626,0.8505
796,2019,P37,C05,0.1694,0.4276
797,2019,P37,C06,0.3500,0.7296
798,2019,P37,C07,0.4935,0.9301
799,2019,P37,C08,0.5700,1.0413
800,2019,P38,C01,0.6158,0.9304
801,2019,P38,C02,0.4573,1.0644
802,2019,P38,C03,0.3027,0.9598
803,2019,P38,C04,0.5650,1.0352
804,2019,P38,C05,0.5013,0.5981
805,2019,P38,C06,0.6112,0.9532
806,2019,P38,C07,0.5015,1.1144
807,2019,P38,C08,0.2338,0.9496
808,2019,P39,C01,0.2693,1.0430
809,2019,P39,C02,0.2330,0.9431
810,2019,P39,C03,0.3733,0.9691
811,2019,P39,C04,0.3749,0.8964
812,2019,P39,C05,0.3368,0.6241
813,2019,P39,C06,0.2501,1.0091
814,2019,P39,C07,0.4293,1.0414
815,2019,P39,C08,0.5001,0.7084
816,2019,P40,C01,0.4112,1.0309
817,2019,P40,C02,0.2929,1.1919
818,2019,P40,C03,0.5923,1.0244
819,2019,P40,C04,0.2718,1.0437
820,2019,P40,C05,0.3623,0.7980
821,2019,P40,C06,0.2939,1.0051
822,2019,P40,C07,0.3203,0.8499
823,2019,P40,C08,0.4925,0.7348
824,2019,P41,C01,0.5344,0.9094
825,2019,P41,C02,0.4449,1.0107
826,2019,P41,C03,0.4936,0.7310
827,2019,P41,C04,0.3879,0.9496
828,2019,P41,C05,0.4290,1.0423
829,2019,P41,C06,0.1674,0.3913
830,2019,P41,C07,0.3353,0.7807
831,2019,P41,C08,0.3091,0.9173
832,2019,P42,C01,0.4778,0.7890
833,2019,P42,C02,0.3030,0.9753
834,2019,P42,C03,0.5056,0.5763
835,2019,P42,C04,0.2850,1.0326
836,2019,P42,C05,0.3968,0.9903
837,2019,P42,C06,0.6007,0.9997
838,2019,P42,C07,0.3230,0.8660
839,2019,P42,C08,0.2241,0.9014
840,2019,P43,C01,0.6270,0.8585
841,2019,P43,C02,0.4467,1.1291
842,2019,P43,C03,0.6319,0.8541
843,2019,P43,C04,0.3511,0.6578
844,2019,P43,C05,0.5275,0.8433
845,2019,P43,C06,0.3216,0.9417
846,2019,P43,C07,0.3116,0.9580
847,2019,P43,C08,0.6692,0.7469
848,2019,P44,C01,0.5161,0.7142
849,2019,P44,C02,0.4061,1.0179
850,2019,P44,C03,0.5163,0.8680
851,2019,P44,C04,0.2535,1.0177
852,2019,P44,C05,0.3589,0.8857
853,2019,P44,C06,0.3556,0.7068
854,2019,P44,C07,0.3415,0.7130
855,2019,P44,C08,0.4235,1.0436
856,2019,P45,C01,0.5085,0.5974
857,2019,P45,C02,0.5210,0.7754
858,2019,P45,C03,0.5513,0.9967
859,2019,P45,C04,0.2726,1.0432
860,2019,P45,C05,0.8170,0.5908
861,2019,P45,C06,0.2582,1.0273
862,2019,P45,C07,0.2215,0.8868
863,2019,P45,C08,0.6110,0.9557
864,2019,P46,C01,0.3094,0.9104
865,2019,P46,C02,0.3282,0.7531
866,2019,P46,C03,0.3792,0.8993
867,2019,P46,C04,0.5023,0.6666
868,2019,P46,C05,0.5828,1.0403
869,2019,P46,C06,0.4719,0.8713
870,2019,P46,C07,0.3594,0.9041
871,2019,P46,C08,0.3957,0.9848
872,2019,P47,C01,0.4637,0.9145
873,2019,P47,C02,0.6325,1.0724
874,2019,P47,C03,0.3454,0.7517
875,2019,P47,C04,0.5154,0.7377
876,2019,P47,C05,0.5067,0.7980
877,2019,P47,C06,0.5036,0.8466
878,2019,P47,C07,0.3364,0.8492
879,2019,P47,C08,0.6843,0.8550
880,2019,P48,C01,0.4737,0.8311
881,2019,P48,C02,0.3858,0.9399
882,2019,P48,C03,0.6455,0.8475
883,2019,P48,C04,0.5713,1.0424
884,2019,P48,C05,0.6626,0.6503
885,2019,P48,C06,0.5011,0.6245
886,2019,P48,C07,0.4565,1.0832
887,2019,P48,C08,0.4529,0.9785
888,2019,P49,C01,0.6536,0.6591
889,2019,P49,C02,0.5102,0.9014
890,2019,P49,C03,0.6012,1.1238
891,2019,P49,C04,0.5192,0.7542
892,2019,P49,C05,0.5687,1.0402
893,2019,P49,C06,0.6091,0.9634
894,2019,P49,C07,0.3566,0.8920
895,2019,P49,C08,0.5265,0.8333
896,2019,P50,C01,0.4864,0.6782
897,2019,P50,C02,0.5198,0.8889
898,2019,P50,C03,0.5905,1.0276
899,2019,P50,C04,0.3989,0.9982
900,2019,P50,C05,0.5990,1.0049
901,2019,P50,C06,0.4089,1.1235
902,2019,P50,C07,0.2473,1.0023
903,2019,P50,C08,0.6666,0.6295
904,2019,P51,C01,0.3330,0.6026
905,2019,P51,C02,0.2865,1.0284
906,2019,P51,C03,0.2940,1.0075
907,2019,P51,C04,0.5377,0.9245
908,2019,P51,C05,0.6637,0.6324
909,2019,P51,C06,0.3099,0.9058
910,2019,P51,C07,0.4232,1.0428
911,2019,P51,C08,0.3443,0.8903
912,2019,P52,C01,0.3547,0.7722
913,2019,P52,C02,0.3112,0.8946
914,2019,P52,C03,0.3263,0.7353
915,2019,P52,C04,0.4832,0.7865
916,2019,P52,C05,0.7995,0.7463
917,2019,P52,C06,0.2724,1.0436
918,2019,P52,C07,0.4837,0.9475
919,2019,P52,C08,0.4823,0.9334
920,2019,P53,C01,0.6864,0.8706
921,2019,P53,C02,0.7263,1.0437
922,2019,P53,C03,0.6408,0.8832
923,2019,P53,C04,0.8326,0.3913
924,2019,P53,C05,0.7779,0.8898
925,2019,P53,C06,0.5082,0.8813
926,2019,P53,C07,0.7043,0.9980
927,2019,P53,C08,0.3174,0.8307
928,2019,P54,C01,0.2562,1.0240
929,2019,P54,C02,0.2942,1.0041
930,2019,P54,C03,0.3989,0.9985
931,2019,P54,C04,0.5332,0.8918
932,2019,P54,C05,0.8047,0.7000
933,2019,P54,C06,0.7824,0.8611
934,2019,P54,C07,0.4827,1.0179
935,2019,P54,C08,0.5007,0.7364
936,2019,P55,C01,0.2203,0.8783
937,2019,P55,C02,0.1822,0.5776
938,2019,P55,C03,0.1713,0.4546
939,2019,P55,C04,0.6023,0.9937
940,2019,P55,C05,0.6844,0.9293
941,2019,P55,C06,0.5723,1.0429
942,2019,P55,C07,0.7444,1.0228
943,2019,P55,C08,0.1987,0.7322
944,2019,P56,C01,0.6086,0.9670
945,2019,P56,C02,0.6131,0.9445
946,2019,P56,C03,0.4280,1.0430
947,2019,P56,C04,0.7511,1.0048
948,2019,P56,C05,0.5603,1.0255
949,2019,P56,C06,0.5228,0.7947
950,2019,P56,C07,0.8106,0.6485
951,2019,P56,C08,0.5031,0.8026
952,2019,P57,C01,0.2545,1.0181
953,2019,P57,C02,0.3314,0.8498
954,2019,P57,C03,0.3959,1.1000
955,2019,P57,C04,0.3769,1.2679
956,2019,P57,C05,0.7103,1.0198
957,2019,P57,C06,0.7819,0.8675
958,2019,P57,C07,0.7437,1.0257
959,2019,P57,C08,0.4960,0.7784
960,2019,P58,C01,0.2839,1.0338
961,2019,P58,C02,0.2635,1.0383
962,2019,P58,C03,0.3494,0.6752
963,2019,P58,C04,0.6076,0.9715
964,2019,P58,C05,0.6294,0.8403
965,2019,P58,C06,0.3737,0.9158
966,2019,P58,C07,0.5257,1.0412
967,2019,P58,C08,0.3732,0.8575
968,2019,P59,C01,0.5623,1.0301
969,2019,P59,C02,0.5887,1.0319
970,2019,P59,C03,0.5566,1.0154
971,2019,P59,C04,0.6894,0.9053
972,2019,P59,C05,0.7812,0.8718
973,2019,P59,C06,0.6775,0.7616
974,2019,P59,C07,0.6746,0.9215
975,2019,P59,C08,0.3991,0.9987
976,2019,P60,C01,0.3504,0.7089
977,2019,P60,C02,0.3086,0.9176
978,2019,P60,C03,0.6099,0.9617
979,2019,P60,C04,0.5784,1.0433
980,2019,P60,C05,0.6282,0.8495
981,2019,P60,C06,0.3994,1.0317
982,2019,P60,C07,0.8075,0.6793
983,2019,P60,C08,0.5613,1.0280
984,2019,P61,C01,0.3154,0.8498
985,2019,P61,C02,0.3668,0.8728
986,2019,P61,C03,0.4924,0.7988
987,2019,P61,C04,0.6017,0.9953
988,2019,P61,C05,0.6082,0.9691
989,2019,P61,C06,0.3088,0.9168
990,2019,P61,C07,0.5074,1.0370
991,2019,P61,C08,0.4583,0.9631
992,2019,P62,C01,0.3361,0.7474
993,2019,P62,C02,0.2046,0.7728
994,2019,P62,C03,0.4904,0.9145
995,2019,P62,C04,0.5975,1.0097
996,2019,P62,C05,0.3576,0.7732
997,2019,P62,C06,0.6460,0.7661
998,2019,P62,C07,0.5869,1.1237
999,2019,P62,C08,0.5321,0.9089
1000,2019,P63,C01,0.3051,0.9443
1001,2019,P63,C02,0.3547,0.6971
1002,2019,P63,C03,0.6924,0.9291
1003,2019,P63,C04,0.6616,0.7725
1004,2019,P63,C05,0.7654,0.9534
1005,2019,P63,C06,0.5307,0.9813
1006,2019,P63,C07,0.5739,1.1040
1007,2019,P63,C08,0.1790,0.5500
1008,2020,P01,C01,0.4812,0.8135
1009,2020,P01,C02,0.3362,0.8248
1010,2020,P01,C03,0.3997,1.0002
1011,2020,P01,C04,0.3918,0.9694
1012,2020,P01,C05,0.3993,0.9995
1013,2020,P01,C06,0.4756,1.1010
1014,2020,P01,C07,0.2593,1.0318
1015,2020,P01,C08,0.4840,0.9236
1016,2020,P02,C01,0.4800,0.8586
1017,2020,P02,C02,0.5919,1.0236
1018,2020,P02,C03,0.5023,0.8240
1019,2020,P02,C04,0.3592,0.7986
1020,2020,P02,C05,0.5881,1.0319
1021,2020,P02,C06,0.2822,1.0370
1022,2020,P02,C07,0.4530,1.0185
1023,2020,P02,C08,0.3674,1.0527
1024,2020,P03,C01,0.4641,0.9119
1025,2020,P03,C02,0.5614,1.0281
1026,2020,P03,C03,0.5969,1.0111
1027,2020,P03,C04,0.4827,0.7641
1028,2020,P03,C05,0.6044,0.9856
1029,2020,P03,C06,0.1703,0.4411
1030,2020,P03,C07,0.5730,1.0431
1031,2020,P03,C08,0.5085,0.7952
1032,2020,P04,C01,0.5331,0.8913
1033,2020,P04,C02,0.4967,0.8835
1034,2020,P04,C03,0.4349,1.0353
1035,2020,P04,C04,0.3371,0.6721
1036,2020,P04,C05,0.4935,0.5814
1037,2020,P04,C06,0.5156,0.7246
1038,2020,P04,C07,0.4381,1.0292
1039,2020,P04,C08,0.3692,0.8284
1040,2020,P05,C01,0.5664,1.0372
1041,2020,P05,C02,0.5870,1.0330
1042,2020,P05,C03,0.4530,0.9989
1043,2020,P05,C04,0.5754,1.0434
1044,2020,P05,C05,0.6879,0.8870
1045,2020,P05,C06,0.5550,1.0106
1046,2020,P05,C07,0.3617,0.8468
1047,2020,P05,C08,0.6484,0.8425
1048,2020,P06,C01,0.5165,0.8733
1049,2020,P06,C02,0.6030,0.9899
1050,2020,P06,C03,0.4884,0.7915
1051,2020,P06,C04,0.4180,1.0411
1052,2020,P06,C05,0.5717,1.0422
1053,2020,P06,C06,0.3735,0.8602
1054,2020,P06,C07,0.3506,0.8415
1055,2020,P06,C08,0.3752,1.0664
1056,2020,P07,C01,0.3038,0.9546
1057,2020,P07,C02,0.3616,0.7639
1058,2020,P07,C03,0.2928,1.0101
1059,2020,P07,C04,0.4511,0.9869
1060,2020,P07,C05,0.3272,0.7643
1061,2020,P07,C06,0.3472,0.8928
1062,2020,P07,C07,0.5233,1.0731
1063,2020,P07,C08,0.3516,0.7884
1064,2020,P08,C01,0.2734,1.0440
1065,2020,P08,C02,0.3996,0.9996
1066,2020,P08,C03,0.2722,1.0429
1067,2020,P08,C04,0.3358,0.6157
1068,2020,P08,C05,0.3969,1.0215
1069,2020,P08,C06,0.3797,0.9034
1070,2020,P08,C07,0.3968,0.9886
1071,2020,P08,C08,0.6085,0.9676
1072,2020,P09,C01,0.4001,1.0019
1073,2020,P09,C02,0.3446,0.9725
1074,2020,P09,C03,0.4470,1.0039
1075,2020,P09,C04,0.4676,0.8855
1076,2020,P09,C05,0.5100,0.6837
1077,2020,P09,C06,0.2637,1.0360
1078,2020,P09,C07,0.4813,1.0860
1079,2020,P09,C08,0.2981,0.9872
1080,2020,P10,C01,0.4326,1.0386
1081,2020,P10,C02,0.5351,0.9114
1082,2020,P10,C03,0.3954,1.1430
1083,2020,P10,C04,0.4909,0.8481
1084,2020,P10,C05,0.6480,0.8310
1085,2020,P10,C06,0.4864,0.6789
1086,2020,P10,C07,0.3419,0.8020
1087,2020,P10,C08,0.3403,1.0675
1088,2020,P11,C01,0.6578,0.8701
1089,2020,P11,C02,0.6696,0.7342
1090,2020,P11,C03,0.5520,0.9996
1091,2020,P11,C04,0.4329,1.0383
1092,2020,P11,C05,0.5425,0.9541
1093,2020,P11,C06,0.6217,1.0498
1094,2020,P11,C07,0.3490,0.8532
1095,2020,P11,C08,0.7360,1.0374
1096,2020,P12,C01,0.8326,0.3913
1097,2020,P12,C02,0.8326,0.3913
1098,2020,P12,C03,0.5764,1.0427
1099,2020,P12,C04,0.5631,1.0317
1100,2020,P12,C05,0.6884,0.8919
1101,2020,P12,C06,0.5626,1.0306
1102,2020,P12,C07,0.3340,0.8330
1103,2020,P12,C08,0.7413,1.0268
1104,2020,P13,C01,0.4746,0.8516
1105,2020,P13,C02,0.3782,0.9098
1106,2020,P13,C03,0.3287,0.7798
1107,2020,P13,C04,0.3359,0.9182
1108,2020,P13,C05,0.5130,0.7692
1109,2020,P13,C06,0.5176,0.8313
1110,2020,P13,C07,0.4801,1.0968
1111,2020,P13,C08,0.4427,1.0364
1112,2020,P14,C01,0.6518,0.8930
1113,2020,P14,C02,0.6692,1.2601
1114,2020,P14,C03,0.3840,0.9283
1115,2020,P14,C04,0.8326,0.3913
1116,2020,P14,C05,0.6229,0.9342
1117,2020,P14,C06,0.8227,0.5298
1118,2020,P14,C07,0.7633,0.9540
1119,2020,P14,C08,0.5479,1.0451
1120,2020,P15,C01,0.6009,1.0234
1121,2020,P15,C02,0.5080,0.8376
1122,2020,P15,C03,0.5392,0.9685
1123,2020,P15,C04,0.4837,0.7846
1124,2020,P15,C05,0.6758,0.7519
1125,2020,P15,C06,0.6480,0.8405
1126,2020,P15,C07,0.3020,0.9734
1127,2020,P15,C08,0.4521,1.2265
1128,2020,P16,C01,0.5031,0.8893
1129,2020,P16,C02,0.3144,1.0423
1130,2020,P16,C03,0.3401,0.8807
1131,2020,P16,C04,0.4661,0.8976
1132,2020,P16,C05,0.6198,0.9064
1133,2020,P16,C06,0.5019,0.6770
1134,2020,P16,C07,0.2587,1.0305
1135,2020,P16,C08,0.3380,0.8857
1136,2020,P17,C01,0.5806,1.0417
1137,2020,P17,C02,0.4236,1.0432
1138,2020,P17,C03,0.4236,1.0435
1139,2020,P17,C04,0.5790,1.0426
1140,2020,P17,C05,0.7778,0.8903
1141,2020,P17,C06,0.4699,0.8665
1142,2020,P17,C07,0.3435,0.8345
1143,2020,P17,C08,0.5083,0.8898
1144,2020,P18,C01,0.6186,0.9391
1145,2020,P18,C02,0.7003,0.9784
1146,2020,P18,C03,0.6052,0.9811
1147,2020,P18,C04,0.5370,0.9204
1148,2020,P18,C05,0.7082,1.0135
1149,2020,P18,C06,0.6436,0.9989
1150,2020,P18,C07,0.3102,0.9052
1151,2020,P18,C08,0.7221,1.0529
1152,2020,P19,C01,0.5116,0.8320
1153,2020,P19,C02,0.3785,1.0324
1154,2020,P19,C03,0.4177,1.0403
1155,2020,P19,C04,0.5010,0.7981
1156,2020,P19,C05,0.3527,0.7202
1157,2020,P19,C06,0.5057,0.9410
1158,2020,P19,C07,0.4727,1.1054
1159,2020,P19,C08,0.2440,0.9910
1160,2020,P20,C01,0.5899,1.0294
1161,2020,P20,C02,0.3744,0.9549
1162,2020,P20,C03,0.3136,1.0423
1163,2020,P20,C04,0.3430,0.6612
1164,2020,P20,C05,0.4584,0.9491
1165,2020,P20,C06,0.5469,0.9782
1166,2020,P20,C07,0.2649,1.0392
1167,2020,P20,C08,0.5749,1.0430
1168,2020,P21,C01,0.5294,0.8660
1169,2020,P21,C02,0.3732,0.8781
1170,2020,P21,C03,0.3502,0.6955
1171,2020,P21,C04,0.4566,0.9594
1172,2020,P21,C05,0.5116,0.7875
1173,2020,P21,C06,0.5220,0.7868
1174,2020,P21,C07,0.1937,0.6898
1175,2020,P21,C08,0.4197,1.0422
1176,2020,P22,C01,0.5155,0.8871
1177,2020,P22,C02,0.5144,0.8443
1178,2020,P22,C03,0.5952,1.0164
1179,2020,P22,C04,0.4583,0.9494
1180,2020,P22,C05,0.5206,0.7703
1181,2020,P22,C06,0.4891,1.0299
1182,2020,P22,C07,0.3375,0.8647
1183,2020,P22,C08,0.4713,0.9236
1184,2020,P23,C01,0.5853,1.0366
1185,2020,P23,C02,0.4050,1.0259
1186,2020,P23,C03,0.4751,0.8186
1187,2020,P23,C04,0.4743,0.8256
1188,2020,P23,C05,0.6447,0.8294
1189,2020,P23,C06,0.5674,1.0384
1190,2020,P23,C07,0.3124,0.9047
1191,2020,P23,C08,0.3355,0.9155
1192,2020,P24,C01,0.4242,1.0438
1193,2020,P24,C02,0.4817,1.1751
1194,2020,P24,C03,0.3776,0.9571
1195,2020,P24,C04,0.5131,0.7532
1196,2020,P24,C05,0.6029,0.9916
1197,2020,P24,C06,0.6703,0.6442
1198,2020,P24,C07,0.3801,0.9408
1199,2020,P24,C08,0.3648,0.8112
1200,2020,P25,C01,0.5170,0.8015
1201,2020,P25,C02,0.4927,0.8691
1202,2020,P25,C03,0.3716,0.8475
1203,2020,P25,C04,0.3303,0.5987
1204,2020,P25,C05,0.6092,0.9638
1205,2020,P25,C06,0.6406,0.9036
1206,2020,P25,C07,0.3257,0.9059
1207,2020,P25,C08,0.6310,0.9332
1208,2020,P26,C01,0.4322,1.0390
1209,2020,P26,C02,0.3595,0.9883
1210,2020,P26,C03,0.3613,0.7611
1211,2020,P26,C04,0.5265,0.8786
1212,2020,P26,C05,0.5165,0.7203
1213,2020,P26,C06,0.5339,0.8986
1214,2020,P26,C07,0.4894,1.0851
1215,2020,P26,C08,0.4617,0.9595
1216,2020,P27,C01,0.4964,0.8190
1217,2020,P27,C02,0.5156,0.8384
1218,2020,P27,C03,0.6359,0.7860
1219,2020,P27,C04,0.4078,1.0244
1220,2020,P27,C05,0.5058,0.6800
1221,2020,P27,C06,0.5023,0.7063
1222,2020,P27,C07,0.4077,1.0221
1223,2020,P27,C08,0.5863,1.0954
1224,2020,P28,C01,0.6640,0.7787
1225,2020,P28,C02,0.5979,1.0077
1226,2020,P28,C03,0.6129,0.9441
1227,2020,P28,C04,0.5246,0.8695
1228,2020,P28,C05,0.6629,0.6158
1229,2020,P28,C06,0.3854,0.9373
1230,2020,P28,C07,0.4365,1.0450
1231,2020,P28,C08,0.8236,0.5175
1232,2020,P29,C01,0.6060,1.0076
1233,2020,P29,C02,0.5326,0.9957
1234,2020,P29,C03,0.8326,0.3913
1235,2020,P29,C04,0.5186,0.8079
1236,2020,P29,C05,0.4992,0.6842
1237,2020,P29,C06,0.4550,1.1050
1238,2020,P29,C07,0.5040,1.0439
1239,2020,P29,C08,0.3622,0.8530
1240,2020,P30,C01,0.6025,0.9919
1241,2020,P30,C02,0.5117,0.7917
1242,2020,P30,C03,0.7431,1.0270
1243,2020,P30,C04,0.5658,1.0363
1244,2020,P30,C05,0.4855,0.6927
1245,2020,P30,C06,0.5887,1.0697
1246,2020,P30,C07,0.4363,1.0334
1247,2020,P30,C08,0.6080,0.9682
1248,2020,P31,C01,0.4865,0.8518
1249,2020,P31,C02,0.4800,0.8975
1250,2020,P31,C03,0.5036,0.7895
1251,2020,P31,C04,0.5794,1.0427
1252,2020,P31,C05,0.5770,1.0437
1253,2020,P31,C06,0.7509,1.0069
1254,2020,P31,C07,0.5371,1.0541
1255,2020,P31,C08,0.6976,0.9646
1256,2020,P32,C01,0.3586,0.9965
1257,2020,P32,C02,0.4567,0.9596
1258,2020,P32,C03,0.3086,0.9599
1259,2020,P32,C04,0.4215,1.0434
1260,2020,P32,C05,0.5030,0.6810
1261,2020,P32,C06,0.7796,0.8734
1262,2020,P32,C07,0.3200,0.8049
1263,2020,P32,C08,0.6282,1.0941
1264,2020,P33,C01,0.5055,0.7022
1265,2020,P33,C02,0.4580,0.9515
1266,2020,P33,C03,0.4829,0.9233
1267,2020,P33,C04,0.6518,0.7298
1268,2020,P33,C05,0.4831,0.8535
1269,2020,P33,C06,0.5096,0.6399
1270,2020,P33,C07,0.4831,1.0855
1271,2020,P33,C08,0.4661,0.8972
1272,2020,P34,C01,0.2657,1.0406
1273,2020,P34,C02,0.3206,0.8178
1274,2020,P34,C03,0.3391,0.6766
1275,2020,P34,C04,0.3528,0.7229
1276,2020,P34,C05,0.3362,0.5835
1277,2020,P34,C06,0.2312,0.9340
1278,2020,P34,C07,0.5013,0.9949
1279,2020,P34,C08,0.3038,1.0136
1280,2020,P35,C01,0.3638,0.8065
1281,2020,P35,C02,0.3907,1.0092
1282,2020,P35,C03,0.4356,1.0340
1283,2020,P35,C04,0.5443,0.9645
1284,2020,P35,C05,0.5152,0.7019
1285,2020,P35,C06,0.6985,0.9676
1286,2020,P35,C07,0.4517,1.1062
1287,2020,P35,C08,0.3270,0.8178
1288,2020,P36,C01,0.2392,0.9698
1289,2020,P36,C02,0.3315,0.7489
1290,2020,P36,C03,0.3772,0.8865
1291,2020,P36,C04,0.3905,0.9631
1292,2020,P36,C05,0.3427,0.6671
1293,2020,P36,C06,0.2954,0.9992
1294,2020,P36,C07,0.4278,1.0424
1295,2020,P36,C08,0.1674,0.3913
1296,2020,P37,C01,0.1785,0.5425
1297,2020,P37,C02,0.2063,0.7868
1298,2020,P37,C03,0.1740,0.4902
1299,2020,P37,C04,0.2974,0.9899
1300,2020,P37,C05,0.2303,0.9319
