Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P01,1.290253639,1.685889125,1.57,1.28,0.872795701,1.928919554,1.634436607,1.340819478,1.923001528,0.460113525,1.987553596,1.642737865,1.972112298,1.12403512,2.061859369,2.50019002,,2.335384846,2.474514008,1.734438539,1.410908699,2.130283356,1.953770757,0.898277998,1.682638049,0.352927715,0.499293774,2.639581442,0.518888056
P02,0.852428496,1.674872518,1.490629196,0.979406297,0.926999211,1.728216171,1.387966514,1.263974428,1.874636412,0.444127142,1.799581766,1.482820272,2.022294998,0.947571993,2.022488117,2.474864244,,2.249491215,2.460011482,2.000513315,1.404863715,1.780265212,1.88550806,0.88144362,1.999408245,0.526182473,0.423542917,1.645833373,0.5170452
P03,0.851044953,1.480231285,1.354299903,0.805117667,0.730314195,1.712219596,1.290013671,1.163851142,1.943004012,0.445779502,1.718376279,1.421503544,1.823207021,0.950542927,1.889060855,2.411699772,,2.27902317,2.370674372,1.826665163,1.371455669,1.63223505,1.859418869,0.772830009,1.849715829,0.684890687,0.362437516,1.44798708,0.356137484
P04,1.059018493,1.737949729,1.587052703,1.004484773,0.932215691,1.89954257,1.42188859,1.237791419,2.044195652,0.493135542,1.818285942,1.577560186,1.993400812,1.061137915,1.801910281,2.573563814,,2.345335245,2.4585464,2.07796526,1.414925098,1.792564273,1.863598824,0.796558797,1.837544203,0.723679602,0.486475736,2.033794165,0.36282447
P05,0.920483291,1.459182382,1.641549468,1.224797487,0.81806922,1.967787862,1.413190246,1.308239102,1.931607842,0.536862791,1.938069463,1.704620123,2.043316364,1.10792017,2.009066582,2.51610446,,2.099972725,2.519501686,2.020263672,1.280879617,1.983461618,2.023257017,0.985209167,1.963696361,0.574807584,0.424752623,2.265890837,0.426594049
P06,0.920078635,1.542983174,1.521379232,1.043118715,0.808959365,1.596120596,1.521668077,1.113166571,1.86405623,0.478745818,1.872118831,1.348416686,1.756986737,0.800158381,1.877540946,2.496357441,,2.401865721,2.373797178,1.822898149,1.501506329,1.908400059,1.875926614,0.725817442,1.892153382,0.479495257,0.413814813,2.010893583,0.429084539
P07,0.670263708,1.44822979,1.561479688,0.758319855,0.785490274,1.629313827,1.444598317,1.324536324,1.981241941,0.483134568,1.719488621,1.369902968,1.776306868,0.841847003,1.724076509,2.495533228,,2.217203856,2.299886227,1.976102352,1.336602569,1.61429441,1.952300072,0.752085328,2.112977982,0.942467988,0.417766482,1.540851951,0.492358804
P08,1.138819337,1.625534058,1.657256007,1.158920407,0.885675788,1.744721651,1.427921176,1.283672214,1.927247286,0.514677107,1.875151634,1.525780559,1.868327379,0.905714869,1.856206417,2.438805103,,2.338667393,2.407612562,1.881203771,1.963278651,1.813593149,1.868340731,0.831733823,2.069680691,0.801092386,0.408901632,1.981963992,0.490146935
P09,0.8984074,1.491834044,1.588832617,0.797832489,0.77180469,1.672128201,1.306961298,1.313831687,2.003776789,0.591807127,1.623166323,1.630450726,1.996732235,1.046750188,1.948970437,2.451280117,,2.45238924,2.477726936,1.881569028,1.409973502,1.839120507,1.943778276,0.879494309,1.851195812,0.671380281,0.372524172,1.572586656,0.38305223
P10,0.931471646,1.451006055,1.598270655,0.973656654,0.795021474,1.711509347,1.428145647,1.418725014,2.005035877,0.477787465,1.873182654,1.622908354,1.963447094,1.073745012,1.992120862,2.589322805,,2.118068218,2.501666784,1.931523085,1.423374891,1.732480645,1.982083201,0.963680208,1.931201935,0.529922426,0.444935739,1.921222448,0.44600448
P11,0.88282299,1.613138795,1.667836308,0.925168335,0.801576674,1.6753304,1.359728932,1.278320789,2.00206542,0.503302634,1.809710145,1.692085981,1.970196724,1.021106601,1.75775528,2.391298056,,2.014273167,2.241230965,2.044586658,1.683349013,1.710058808,1.949364901,0.912308395,1.916650891,0.596542478,0.422255546,1.779934287,0.385776907
P12,1.109771252,1.646662951,1.525830746,1.099341989,0.899480224,1.75061202,1.453042388,1.387164831,1.891130805,0.527580202,1.992575526,1.589565396,1.966586947,1.046820998,1.955863714,2.496339083,,2.355725288,2.352148533,1.897633791,1.80888021,1.986708879,1.917569518,0.910945892,1.73859334,0.39294374,0.475182354,2.430170059,0.411372811
P13,1.088338256,1.870570898,1.627851486,1.229679585,0.834430635,1.826261401,1.466593027,1.211283565,2.012518167,0.499742627,1.967496037,1.62250638,2.034678698,1.139481068,1.950907111,2.500123501,,2.315616369,2.446968079,1.900079608,1.972275376,1.916491985,2.001445055,0.962894678,1.902465343,0.571174681,0.446015626,2.138688087,0.390936613
P14,1.396812677,1.719732881,1.688469172,0.942561567,0.945617497,2.253349304,1.776960492,1.398565412,2.056360006,0.465405077,2.060321569,2.04473567,2.315511942,1.683766007,1.383372188,2.636192322,,2.490615606,2.528268099,2.075232506,2.002254486,2.057328463,2.123624086,1.223494411,2.47405076,0.423823297,0.529645681,2.792384624,0.387846559
P15,,,,,,,,,1.962916136,0.52693224,1.90687871,,,,,,,,,2.145908356,1.893425465,2.0311203,2.014529467,1.321513653,2.276895285,0.60371536,0.473928183,2.557083368,0.403261483
P16,1.172980189,1.688754678,1.622877479,1.267070055,0.806434035,2.107126713,1.500889778,1.310660839,1.750444531,0.499141216,1.976315498,1.799143791,2.116649389,1.169723034,1.963621259,2.494477749,,2.313584566,2.466943264,1.988848329,1.483832598,2.060187101,2.004793167,0.965504706,1.92066896,0.504199982,0.433495522,2.45951581,0.398874968
P17,1.182351112,1.584750652,1.559756756,1.109298706,0.85454607,1.879887581,1.438743353,1.423175335,1.978255272,0.448569715,2.078367949,1.678449988,2.076380014,1.126208782,1.912583947,2.445274591,,2.233322859,2.479338408,2.084694147,2.037855148,2.178014278,2.014217615,0.933164895,1.7318151,0.372206062,0.449073404,2.577883244,0.44021681
P18,1.350946665,1.655353785,1.548850775,1.262264609,,,,,,,,,,,,2.553287983,,2.421214342,2.607586622,2.108806372,1.787302017,2.136574984,2.052344799,1.169756055,2.085000515,0.51034981,,,
P19,1.024476767,1.586280465,1.437035322,1.286683202,0.757791638,1.658497453,1.382673144,1.348254681,1.825230598,0.445070744,2.017015457,1.55271256,1.872835517,1.034369349,1.90811336,2.388167143,,2.397284985,2.474404573,1.917222738,1.82664609,2.078040838,1.982950091,0.839791238,1.569998264,0.409663022,0.400142819,2.360906363,0.3612625
P20,0.992919505,1.658752561,1.706248045,1.035944104,0.742027164,1.980457425,1.454549432,1.561754823,1.993999243,0.469641507,2.040302515,1.646941662,2.046221972,1.192490339,2.003999949,2.514886379,,2.057993412,2.538665533,1.96857965,1.460503221,2.188075304,1.946905971,1.074934602,1.844326377,0.454836875,0.384782344,2.241390705,0.401400864
P21,1.126837969,1.72421515,1.463469386,1.179573655,0.897584915,1.907149434,1.554837465,1.450455785,1.964910984,0.479906768,1.842888117,1.750874758,2.025979996,1.123729587,1.975806355,2.607800484,,2.466593981,2.553168058,1.980020404,1.423664451,2.097178459,2.007301569,0.90989095,1.960616231,0.469392449,0.395353198,2.391350031,0.45256561
