Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P20,1.012817502,1.58037281,1.575580835,0.806961179,0.884439051,1.599735141,1.240619302,1.382467985,1.865998864,0.410710573,1.877157688,1.439544678,1.864131451,1.080847502,1.942169428,2.35153079,,2.190811396,2.392757893,1.768559337,1.955099106,2.330248833,1.937231541,0.908160508,1.841628671,0.485804886,0.462302357,2.43058157,0.496041894
P21,1.039607882,1.667466044,1.64776659,1.100466967,0.866600037,1.760386109,1.348599672,1.520406008,1.95395875,0.511975706,1.935590267,1.891555309,2.102957487,1.168362975,1.894087315,2.464309931,,2.526783705,2.56840229,2.033149481,1.448086977,2.115384579,2.015116453,1.017213702,1.946426153,0.463984936,0.436379105,2.407331705,0.375846475
P22,1.19209075,1.640458345,1.533990502,0.997609079,0.901514411,1.838658094,1.504139543,1.428307891,2.025472164,0.479878098,2.018783808,1.512803078,1.875017643,1.071926355,1.792541504,2.400074959,,2.270999193,2.425617456,1.995520592,1.904986262,2.29616189,1.921561599,0.805332601,1.752040267,0.688596308,0.548076808,2.499629498,0.436669469
P23,1.004091978,1.468469262,1.495520949,1.099892616,0.800329924,1.646569848,1.26728189,1.309349656,1.932109237,0.480987847,1.798099637,1.671764255,1.968739748,1.005573034,1.962444067,2.514280796,,2.351135015,2.59177947,1.964902997,1.374564767,1.77046752,1.98040843,0.837323129,1.821042657,0.410012364,0.417911172,2.24105978,0.371970564
P24,1.099501371,1.764059067,1.525887966,1.046839714,0.867028654,1.744225025,1.30556941,1.297520399,1.990447283,0.497744948,1.77505219,1.694962502,1.97192812,1.134863853,1.764350057,2.375560999,,2.320788622,2.493198633,1.953230262,1.911933899,2.070465565,1.922872186,0.95721662,1.952344656,0.41023469,0.471133798,2.461319685,0.397941023
P25,1.199633121,1.632390022,1.607447028,1.058770418,0.862024426,1.753454447,1.350191474,1.433872342,2.057056189,0.454454422,1.852798223,1.54602313,1.937462449,1.085211873,1.825199246,2.510819197,,2.466526031,2.538407564,2.004730225,2.212885618,2.020972967,2.053928375,0.884629488,1.858997345,0.549730301,0.440008312,2.498924732,0.375574917
P26,1.148495317,1.785367131,1.588588238,1.247004986,0.847966969,1.864775062,1.348741174,1.430048704,1.763075709,0.51997447,2.014226913,1.791983724,2.078151941,1.196580887,1.901929259,2.356220007,,2.303583145,2.530873537,2.030580282,1.758302331,1.979066253,1.997204781,1.001443386,2.087420702,0.602677226,0.432801753,2.24200511,0.355130434
P27,1.041896462,1.539425492,1.450662374,1.053571343,0.793719828,1.8265872,1.271844625,1.396799207,1.932600021,0.493306398,1.891803145,1.728935719,2.013475418,1.115521431,1.820999026,2.338322401,,2.316258907,2.421477318,1.971177459,1.940445065,1.979572058,1.894597769,1.041091561,1.991043806,0.602285028,0.423397273,2.165138721,0.39133808
P28,1.274264574,1.624636173,1.644173265,1.220450401,0.96129626,1.927262902,1.447520733,1.412973285,2.063039303,0.542178035,1.899010301,1.787553906,2.095915794,1.195737362,1.974354267,2.600700378,,2.382805347,2.552271605,2.140387058,1.662931204,1.953552365,1.951016307,1.03364265,2.120091438,0.507048905,0.522215486,2.460166454,0.471952379
P29,1.179929972,1.535962343,1.543234229,1.068613529,0.893458545,1.772998333,1.337562203,1.242548704,1.998588204,0.639621079,1.770238042,1.649312019,1.873909116,0.954212606,1.755161524,2.252925158,,2.135084391,2.438956022,1.965168238,1.375684619,1.829227924,1.925780892,0.914908707,1.877868891,0.49658531,0.476270169,2.288951635,0.407051265
P30,1.014068484,1.65524292,1.490744591,0.937085748,0.878549755,1.515773773,1.302996874,1.310257316,1.91808641,0.613014877,1.749915838,1.931711912,2.153094769,1.211410046,1.869933844,2.376385212,,2.312041759,2.415823936,2.034246922,1.432889462,1.920391083,1.910622954,1.104573488,1.860852242,0.580778599,0.446328014,2.33360076,0.490028948
P31,1.04350853,1.771642208,1.619678736,0.908630133,0.930678725,2.027316093,1.527680516,1.349929571,1.983741999,0.50828439,1.876803637,2.104350567,2.261996746,1.441141248,1.766551733,2.526642323,,2.376087427,2.439073563,2.133370161,2.005601645,2.151527643,2.013617039,1.149195552,2.097164392,0.72278142,0.516581237,2.35509634,0.432866156
P32,1.250292778,1.312079787,1.524820328,0.843197942,0.822964966,1.582141995,1.311035395,1.24259901,1.933294296,0.426239669,1.985428452,1.592513323,2.04505825,1.108749151,1.882621408,2.354028225,,2.409056902,2.474323511,1.911296964,1.711816669,2.253983259,1.936071992,0.986577153,1.810726881,0.348692954,0.478302002,2.720853329,0.408010155
P33,0.961293936,1.582442641,1.437941551,0.821315825,0.805883288,1.419044495,1.202618599,1.13516295,1.814484954,0.482456803,1.56172359,1.555792332,2.045898914,1.145357251,1.798706889,2.379010439,,1.984118462,2.537851572,1.902489662,1.96163857,1.886769652,1.944811702,0.856705129,1.800985098,0.651620686,0.451367348,2.043346882,0.425152898
P34,0.956843674,1.308429599,1.443009138,0.998912394,0.770488858,1.566881061,1.278945923,1.295520663,1.739268303,0.508289516,1.811665416,1.636510372,1.935189247,1.179192781,1.10545373,2.26396203,,2.531908512,2.466783285,1.945854187,1.882217407,1.705671668,1.894372702,1.038182974,1.766106248,0.581055999,0.458537579,1.960376978,0.459454685
P35,1.044524431,1.328189611,1.415006161,0.770377278,0.854230285,1.72453022,1.417103052,1.460452437,1.842770576,0.489987344,1.912646055,1.913455248,2.148430347,1.457015753,1.934123039,2.399354935,,2.464615583,2.366088867,1.930145502,1.972381711,1.886922479,1.972889781,1.222453237,1.881100535,0.474969059,0.457312196,2.394973993,0.435772687
P36,0.826984704,1.297655582,1.346669912,0.90377599,0.758017719,1.443024993,1.246678591,1.193809032,1.833062172,0.464202851,1.70477128,1.682613492,2.059894323,1.17716527,1.88905859,2.20906949,,2.151631594,2.318642616,1.863524795,1.971170425,1.906023979,1.963710427,1.065486193,2.018404484,0.430665106,0.391442388,1.933151007,0.369869441
P37,1.083746433,1.314828277,1.406019807,1.09331584,0.954043448,1.90221405,1.507261634,1.512579679,2.042134285,0.450497895,1.825441599,1.924544692,2.157045126,1.400064707,1.891764283,2.409390926,,2.363746643,2.403873682,1.968675375,2.019432545,2.137841225,1.953040957,1.191113591,2.078751326,0.472548008,0.477137893,2.526506662,0.474376768
P38,1.10001564,1.572025657,1.444399595,1.218475699,0.913499773,1.838576078,1.476969481,1.354795933,2.123328924,0.4608711,1.839719176,1.845982671,2.134666443,1.411373496,1.968917727,2.457411766,,2.568501949,2.53395319,1.995034575,2.150517464,2.106371164,1.976719499,1.112855196,2.220917463,0.569458067,0.511297107,2.19035387,0.408373863
P39,0.955145538,1.423976898,1.366111159,1.441224098,0.850932479,1.433024645,1.369391084,1.343266726,2.077963114,0.42827633,1.710330606,1.551463246,2.014896393,1.254262924,1.93939805,2.360351086,,2.414932966,2.511356592,1.933046937,1.761599898,2.058634281,1.888033748,0.996575236,1.950706005,0.434732795,0.440425128,2.162533045,0.401436567
P40,0.875979662,1.24352026,1.630071521,1.153398514,0.772718906,1.50917685,1.225170374,1.203259826,1.89968133,0.452686399,1.734095573,1.447418571,1.934751272,1.008600473,1.870967031,2.2471807,,2.345383644,2.281524181,1.804357648,1.920421004,1.658982277,1.898335457,0.828817427,1.840048194,0.483705342,0.399397612,1.929854989,0.361789912
P41,1.053976178,1.389498472,1.489358544,0.814333022,0.817661405,1.592035055,1.234198928,1.205468178,1.85285449,0.516315043,1.780614018,1.57831502,1.997748256,1.02322042,1.891308665,2.291513205,,2.319325447,2.311873674,1.871862888,1.899902105,1.699781299,1.912635684,0.809326231,1.849238753,0.378876656,0.402636379,1.964949131,0.369030535
P42,0.992309928,1.382575512,1.536806703,0.844475865,0.840454698,1.677740574,1.279124022,1.511596918,1.87158215,0.461564749,1.87592876,1.685856938,1.977000952,1.163324118,1.791157126,2.463427305,,2.376081944,2.387432337,1.867582083,1.895082593,1.833638906,1.945851207,0.923794925,1.94780159,0.377306134,0.458412945,2.566256046,0.39236322
P43,0.819383919,1.330105543,1.514649868,0.987024844,0.825835884,1.390079737,1.032201409,1.061181426,1.792625308,0.477344692,1.789891362,1.303677797,1.798925996,0.977642715,1.878620505,2.37176156,,2.324405193,2.401495934,1.852394104,1.37917757,1.739361048,1.867793918,0.817118883,1.837030172,0.491517991,0.430989742,2.073718548,0.405147821
P44,1.027636886,1.576849461,1.560465217,0.82291168,0.901138723,1.395637393,1.228970647,1.176022887,2.025470495,0.441546172,1.845423579,1.453213334,1.943212986,0.998369336,1.798140407,2.345012188,,2.296264648,2.432411671,1.721666098,1.967500687,1.821550131,1.906430364,0.876496553,1.751632094,0.363083065,0.493495077,2.332953453,0.400920957
P45,0.864297152,1.381286383,1.53556931,0.746854603,0.90328306,1.37948668,1.178028584,1.102346897,1.940458179,0.435555398,1.811937451,1.379135609,1.91115737,0.946561873,1.872836351,2.380623102,,2.332834005,2.316318035,1.65080893,1.945585966,1.861237288,1.866158843,0.800736964,1.791896462,0.402201742,0.552738488,2.210652351,0.452012926
P46,0.810275614,1.307834029,1.139542937,0.67159313,0.703831434,1.349185228,1.148827434,1.175196886,1.874190807,0.409709007,1.726677775,1.643171906,2.003516197,1.299989462,1.882144928,2.332533598,,2.400974512,2.462408781,1.665489435,1.34207499,1.900461912,1.860553145,0.942295611,1.837743521,0.419321656,0.402953386,2.164374352,0.359481394
P47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48,0.933630288,1.196287036,1.276723146,0.929803967,0.838073313,1.345802903,1.179977417,1.227151871,1.973840594,0.425819576,1.737960935,1.438942313,1.988977671,1.13145566,1.924586535,2.372161865,,2.294596672,2.359569073,1.724682093,1.371609926,2.018188715,1.884163976,0.881251633,1.715584993,0.394697845,0.471928746,2.458697081,0.415198952
P49,1.114878535,1.217049956,1.336612463,0.97215879,0.927975178,1.784832478,1.488225579,1.441980481,2.051267147,0.432815999,1.785559893,1.778859973,2.122777462,1.403227687,1.913226008,2.479449987,,2.47841835,2.493601561,1.955244541,1.972705603,2.285863876,1.948783159,1.070506334,2.064254999,0.398002297,0.592705071,2.57054615,0.493078887
P50,1.107041836,1.099928617,1.351517797,1.047380447,0.877522647,1.594835162,1.402856469,1.277624488,2.001251221,0.433004469,1.86992383,1.521195889,1.945769668,1.184866667,1.981664777,2.413517237,,2.224781752,2.412702322,1.752333045,1.719157338,2.185147285,1.877170563,0.900631309,1.696206093,0.367320389,0.46703431,2.684895515,0.378077865
P51,0.989122391,1.347639561,1.177971721,1.058013082,0.876030624,1.436915755,1.303711534,1.187101364,1.827122092,0.403859526,1.63509047,1.617579818,2.01794219,1.219462037,1.853830099,2.363662481,,2.387000799,2.474550962,1.853222132,1.021947742,1.994540095,1.888742566,0.912300229,1.725863814,0.765743494,0.522519946,2.542194605,0.429271877
P52,0.765452802,1.0622648,1.018631697,0.841588497,0.695549369,1.390280485,1.240570426,1.188841343,1.922032475,0.395759612,1.618687987,1.637332082,1.941234589,1.314907789,1.743772268,2.375845432,,2.450386524,2.455054283,1.828250647,1.39724946,2.098350286,1.818087578,1.115942121,1.944137454,0.733219981,0.392009974,1.950658679,0.354532897
P53,0.979492784,1.212283254,1.298257828,1.18096745,0.74189049,1.420004725,1.228587031,1.201388478,1.862133145,0.418973505,1.526183248,1.725137711,2.024952888,1.293713212,1.739610195,2.377784729,,2.347653627,2.408306837,1.911034703,1.433197618,1.912021637,1.902042747,0.994348526,1.859458566,0.650542319,0.388266176,1.816432476,0.358144015
P54,0.803349614,0.925795436,1.343803644,0.861880958,0.716251552,1.300909758,1.173350811,1.215731502,1.892903686,0.388519347,1.727294922,1.59403789,1.904056072,1.231363654,1.89423418,2.461065769,,2.419760704,2.459539175,1.905035377,1.93199563,2.099597454,1.874439359,1.079617977,1.932207346,0.448586732,0.392815262,1.763523102,0.40165785
P55,1.060162425,1.175521255,1.125998259,0.816670001,0.78623724,1.324121475,1.223111868,1.367658377,1.936805367,0.409630746,1.643652081,1.535572767,1.941421866,1.139508128,1.763129234,2.339008331,,2.192824125,2.458444357,1.860180378,1.894531965,2.21501565,1.886142612,0.954071581,1.963498831,0.883429646,0.436249673,2.136993885,0.353492111
P56,0.72647208,1.008587718,1.047071934,1.142857194,0.812445521,1.335628271,1.209619403,1.308996201,1.991901994,0.469297469,1.542006731,1.713043332,2.026158094,1.34558177,1.873050451,2.390836477,,2.451714277,2.467204809,1.887163639,1.399457097,2.091799498,1.875068426,1.054997683,1.823449135,1.4110744,0.474591881,2.019053698,0.423499823
P57,0.854923844,1.155346751,1.144564986,1.183309317,0.733034849,1.478958368,1.111384392,1.261270285,1.929740429,0.41049087,1.720551372,1.703451514,2.03898406,1.319058299,1.82460022,2.28140521,,2.318971634,2.403404236,1.849529028,1.973822832,2.313960075,1.909790635,1.165858388,1.973552942,0.829405904,0.39561832,2.20520997,0.355252892
P58,0.80539149,1.127551198,1.23940289,0.776401281,0.819671512,1.371453762,1.319694638,1.292514801,2.122416735,0.443835318,1.684576035,1.666818738,2.045834064,1.28871429,1.887948632,2.367882967,,2.276266575,2.498992682,1.956139326,1.432308197,1.844194531,1.934432149,1.017227411,1.891015053,0.881518066,0.406632364,2.182267904,0.408127785
P59,0.846459568,0.859338641,1.156206727,1.0022434,0.805852056,1.399676561,1.255897403,1.291045189,2.0753479,0.425011218,1.588694096,1.622054458,1.907278299,1.219094515,1.674752593,2.356595039,,2.302411795,2.414228678,1.7166363,1.052494168,2.160031557,1.878067493,1.104170084,1.863083959,0.992264748,0.438936561,2.27410388,0.492462099
P60,0.736284018,1.055922151,1.315244317,1.231313229,0.73467344,1.373740077,1.122390866,1.217655063,1.994802117,0.458152175,1.475865126,1.675049543,1.993256688,1.343546152,1.989106297,2.340928793,,2.328076601,2.452414751,1.878423333,1.365981102,2.014048576,1.879116297,1.068210244,1.812182903,1.290409088,0.431520104,2.120018244,0.370861381
P61,1.030075908,1.136220813,1.415204763,1.377261877,0.848141134,1.778520942,1.453911662,1.403851867,2.07486558,0.486909479,1.931595922,2.074101448,2.300336123,1.712097406,2.060458183,2.509155035,,2.416955709,2.509912491,1.956836104,1.900103331,2.072800398,1.968357921,1.29840076,2.105354548,0.630932331,0.515913725,2.264031887,0.387304068
P62,1.245915294,1.313278794,1.338427901,1.123685122,1.053009033,1.550562859,1.374668121,1.523605943,2.23900032,0.519542575,1.898697019,1.960475445,2.157879591,1.457821488,2.082363129,2.633503437,,2.435317993,2.570940733,2.085738897,1.431481481,2.103770733,1.995365143,1.255541086,1.964718699,0.723988354,0.561949253,2.552847385,0.424316078
P63,0.818681538,1.069241047,1.182614088,0.734365046,0.742871523,1.256068826,1.174708247,1.238266468,2.043854713,0.437367111,1.590629816,1.689557314,2.013144493,1.211537838,1.943513989,2.399243593,,2.215150595,2.512963295,1.753263116,1.239359379,2.053059816,1.855948567,1.174217582,1.96741724,0.652759194,0.454329938,2.226828814,0.454479635
