Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P01,0.736254454,1.487538815,1.580246687,1.234696269,0.785932064,1.617926598,1.280480027,1.302383304,1.771095872,0.841403902,1.961866021,1.480671287,1.830734134,0.871486902,1.943798184,1.766487718,1.801255226,1.686205864,1.877737284,1.872974396,1.707534432,2.059888601,1.458194017,0.827073574,1.501937866,0.388890415,0.36762768,2.01550436,1.47519505
P02,0.786585271,1.558184147,1.571871042,1.31524539,0.928927362,1.696778178,1.494302988,1.300188899,1.75154686,0.967149019,2.018245697,1.554577112,1.986397266,0.8167184,1.693166256,1.909518003,1.852420926,1.811446548,1.828157187,2.124708891,1.633673549,1.926601887,1.430571079,0.826813221,2.183312654,0.777629316,0.476742536,1.863080382,0.333999991
P03,0.775838375,1.614975929,1.471275091,0.924820721,0.849472165,1.923889518,1.499723315,1.327272415,2.035019636,1.227802038,1.897694707,1.685132623,2.067665577,1.056994677,1.765547395,1.842171311,1.86474061,1.646980882,1.886235118,2.00246191,1.706649065,1.765357971,1.396570802,0.892278552,2.066334248,1.603880286,0.433826417,1.623325229,1.958409071
P04,0.834691286,1.643875003,1.623333693,1.137191653,0.826115429,1.872905135,1.615569234,1.319374561,1.812434554,1.161674857,1.937517285,1.793050766,2.119689703,1.1103549,1.776942134,1.891381621,1.795885205,1.739318967,1.91276443,2.109874964,1.775031567,1.977982044,1.475506306,0.933801532,2.132085562,0.759060085,0.390770912,1.565394163,1.267258286
P05,0.856506109,1.523543835,1.631346226,1.227113247,0.851472676,1.746572375,1.507363796,1.462945223,1.952859998,1.192448974,1.891188502,1.614224434,1.800430179,1.075157046,1.928869247,1.898183942,1.86297977,1.728877068,1.883651733,2.035763025,1.71797514,2.040604115,1.462884307,0.850578606,1.801588416,0.550695717,0.400731534,2.139987946,0.333999991
P06,0.806909382,1.527426481,1.664793134,1.31240356,0.84632647,1.79161489,1.470350981,1.351189971,1.894956827,1.048443317,2.036592245,1.640306115,2.092841148,1.070432425,1.9612391,1.9348104,1.888711214,1.668731332,1.968513608,2.065808773,1.750777364,1.980839014,1.487056971,0.950653136,2.046164036,0.577132642,0.469840795,1.886985064,1.86321044
P07,0.747399211,1.571862936,1.54222846,1.128731966,0.938218415,1.882133961,1.366852164,1.325802326,1.928389788,1.012461543,1.906986952,1.675487161,2.066249609,0.898522675,1.950158119,1.769573092,1.818033814,1.665574789,1.767661452,1.921255827,1.840563774,1.85772872,1.455433965,1.064551234,2.428076744,0.697041929,0.386390597,1.751420736,1.363953829
P08,0.66061759,1.558411241,1.568131804,0.952638209,0.809843123,1.585403442,1.315633655,1.324772954,1.845339656,0.909499705,1.741945624,1.578326583,1.85013628,0.917822361,1.829276681,1.958468795,1.951206446,1.762288332,1.839421749,1.837697864,1.723593354,1.899840117,1.481176496,0.857192993,2.212502956,0.668552756,0.454085737,1.634180427,1.241926074
P09,0.780650616,1.583918571,1.784874082,1.077853203,0.919249773,1.900080204,1.405631661,1.409902215,1.971664429,1.417155504,1.924147129,1.723210692,2.001866341,1.115787983,2.041671991,1.816849232,1.91921258,1.675509572,1.930578113,2.058457136,1.708194852,1.733516455,1.574777246,1.007764816,2.075889826,0.645614862,0.396516502,1.664428949,1.843105078
P10,0.79866153,1.511603475,1.440717816,0.956116557,0.963260114,1.587547302,1.530374885,1.343669176,1.847148895,1.195899963,1.845854759,1.458670259,1.891538382,0.887015641,1.806321502,1.934248686,1.905972958,1.76185596,1.896354914,2.101740599,2.032350302,1.981300235,1.438404441,0.769302249,1.827025533,0.752626896,0.427076697,2.194424629,0.333999991
