Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P15,1.168114185,1.930249572,1.488104701,1.368176579,0.834035933,1.917507768,1.346362829,1.288069367,1.851267099,0.503849506,2.031313419,1.73033607,2.075370789,1.262518406,2.06905508,2.390127659,,2.377404213,2.466738462,1.937621117,1.878644586,2.105505466,1.935891986,1.006810904,1.700302958,0.484458685,0.433485925,2.755005598,0.349077046
P16,0.949141383,1.652827382,1.389694214,1.242808461,0.948480427,1.934306145,1.450077772,1.440234065,2.008609533,0.480989516,1.837483168,1.768843055,2.204752922,1.214828849,1.9595083,2.445746183,,2.273573399,2.541335583,1.946652532,1.970490098,1.920146942,1.944040537,0.987166882,1.945951581,0.404584914,0.502029955,2.67519021,0.375008374
P17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18,1.105770707,1.627829552,1.580554366,1.287692189,0.787004113,1.917761087,1.397099614,1.375571489,1.918237448,0.50037986,1.938426256,1.714429975,2.010232449,1.102326512,2.050250292,2.436340809,,2.517827749,2.581315517,2.015512705,2.099492788,2.292014837,1.993945003,0.976155639,2.007899046,0.446608722,0.4883385,2.888943434,0.427706152
P19,1.217838287,1.511742711,1.358924389,1.277366042,0.805674016,1.640420914,1.293824553,1.271832466,1.955238819,0.432310134,1.931701303,1.580908179,1.973585725,1.090690136,1.91951704,2.339637518,,2.194277525,2.551168203,1.979557872,1.396495461,2.17203331,1.963034511,0.816771984,1.862725854,0.491462678,0.487324893,2.700174332,0.378545254
P20,1.258670568,1.614323497,1.619656324,0.735053182,0.83747232,1.798169255,1.376090169,1.318343163,1.965604663,0.446086228,1.716078877,1.440280318,1.896660686,1.110808372,2.036058426,2.385173082,,2.270256996,2.43196249,1.842371345,1.45077312,2.347490072,1.947865248,0.978829324,1.832677126,0.501542807,0.512115777,2.637771368,0.395465583
P21,1.252818823,1.573732734,1.483454466,1.142032146,0.85350889,1.777578354,1.404114723,1.481019855,2.061172009,0.492840439,1.815131664,1.811847329,2.056186199,1.282630801,2.045274496,2.486635447,,2.371198654,2.451863527,2.024733543,1.435217857,2.0995996,1.990293741,1.026833773,2.092180014,0.465668023,0.438499779,2.563326359,0.424848825
P22,1.053340077,1.58172369,1.542199254,1.006557226,0.926118255,1.801330566,1.446608782,1.458252549,2.187564611,0.511498988,1.911073804,1.685418367,2.023946524,1.297197461,2.040611506,2.393675327,,2.384053707,2.476546764,2.028174877,1.951501012,2.186351538,1.96741879,0.915124238,1.889208794,0.660332799,0.484899074,2.475704908,0.451477468
P23,1.155781746,1.452453852,1.610958934,1.479936123,0.710435629,1.839552879,1.46758759,1.243170977,2.026002645,0.488139063,1.897274971,1.720218897,1.942673922,1.233810544,2.007659197,2.375285387,,2.332324266,2.507103443,1.930959105,1.429566264,1.858987689,1.937168598,1.104594827,1.839538693,0.365746856,0.386581272,2.665434122,0.373787612
P24,1.267516732,1.674208999,1.388593554,1.284501791,0.798706651,1.801113486,1.411009908,1.410242438,2.023057699,0.476870567,1.758111835,1.759275913,2.017341137,1.221459031,1.929975629,2.433009148,,2.318369627,2.583182335,1.989347577,1.843803287,1.993897796,2.014061213,1.055039763,2.040896177,0.471792668,0.474333048,2.447849989,0.469940215
P25,1.138769388,1.52426672,1.424115896,1.343870401,0.765502095,1.817149997,1.386915088,1.5563097,1.930916905,0.453509986,1.954900265,1.69322598,2.063091755,1.144211411,1.978470445,2.423207521,,2.348093033,2.537779808,1.965723276,1.451772928,1.983108044,2.030763865,1.112972975,2.108005285,0.473550081,0.447396696,2.479988813,0.414422899
P26,1.143213034,1.674947858,1.526343346,1.344063401,0.793347061,1.882686496,1.473728299,1.315820098,1.879303336,0.52437675,2.081146479,1.866125107,2.097083807,1.249209285,2.078923702,2.446967125,,2.285837412,2.513991117,2.026193619,1.471292496,1.969268084,2.000695467,1.171436071,2.213029623,0.555440247,0.423215091,2.481074572,0.381991893
P27,1.099678397,1.528960824,1.585373163,1.104369402,0.737224638,1.845558643,1.40158689,1.274448276,1.965119958,0.547804594,1.770074487,1.769673467,2.015239,1.163023353,1.951356173,2.403849363,,2.241919756,2.512916565,1.98632586,1.427535057,1.921102285,1.942613482,1.139767647,2.053513288,0.598875642,0.440829515,2.2147789,0.426368713
P28,1.261378884,1.521315575,1.546060562,1.512457967,0.8236202,2.035574198,1.543204427,1.553395152,2.109903574,0.514479995,1.939886093,1.834789753,2.050163507,1.254418135,2.049900055,2.440361261,,2.436444283,2.482048988,2.191449642,1.468640089,1.924936295,1.926969767,1.107447982,2.164703846,0.451090276,0.540043712,2.41584754,0.452554345
P29,1.200704575,1.484071255,1.582368493,1.211299539,0.887886584,1.882411361,1.44181931,1.358561158,1.916163564,0.610563934,1.965668082,1.766510487,2.000801325,1.053649902,1.913363338,2.143858194,,2.081089497,2.395310879,2.054696798,1.982016802,1.924993753,1.946339726,1.046686888,1.975990891,0.470946938,0.446399838,2.624934435,0.435692608
P30,1.234401464,1.60268712,1.493139625,1.150765181,0.922969699,1.764141321,1.497686386,1.462064505,1.802700281,0.575314999,1.93630445,1.944202065,2.13096571,1.289609075,1.984279633,2.37825346,,2.400253773,2.503928185,2.02180481,1.472229838,1.984965563,1.975571275,1.126172662,1.906098962,0.658889413,0.522938967,2.531609058,0.473320872
P31,1.200833678,1.632520676,1.491321802,1.064501405,0.869607687,1.822047234,1.446833253,1.366797924,1.886078238,0.487294376,1.929559708,1.788019896,2.149488688,1.284830332,2.00233984,2.375209332,,2.296477318,2.513920307,2.117727757,1.914337277,2.120705605,1.984667182,1.145866394,2.140549898,0.752061248,0.517466664,2.429444551,0.364537954
P32,1.312686205,1.262820005,1.557640076,0.657251179,0.895935357,1.616729021,1.257498622,1.247526169,1.999663949,0.47901997,1.907633305,1.589610934,2.02272892,1.029074073,1.976217866,2.436939955,,2.455297232,2.497569799,1.9230057,1.996261001,2.228201628,2.016560555,0.974323928,1.766934752,0.349620312,0.483280361,2.820960522,0.451073915
P33,0.86811918,1.376499653,1.201061845,0.911362469,0.745182574,1.621516585,1.265970349,1.231194019,1.714972615,0.495574117,1.765989184,1.645675063,1.953703046,1.169972658,1.96261549,2.257476807,,1.916811585,2.524137974,2.008963585,1.951043725,1.888552189,1.947586179,0.994975805,1.89050281,0.792487442,0.397243232,2.049433947,0.45583564
P34,1.044558287,1.304338694,1.411408782,1.008361697,0.8562482,1.755739331,1.325028896,1.492596984,2.030052185,0.519548357,1.840140581,1.762699008,2.059051514,1.216094851,1.96466732,2.342751026,,2.31954217,2.456112862,1.922856569,1.981495738,1.743330479,1.962339163,1.079691648,2.077254295,0.57713443,0.502975225,2.069869757,0.443194389
P35,1.111454606,1.28604579,1.133620143,1.003373981,0.826850235,1.781803846,1.475186348,1.486254334,1.897260666,0.471943349,1.748636723,1.848504186,2.11258316,1.31204617,1.913266301,2.321362734,,2.137588263,2.477203369,2.009062529,2.024327278,1.92823565,1.978280306,1.184214354,2.019185781,0.569216669,0.516535938,2.413475752,0.480566323
P36,0.998149991,1.178403139,1.340628982,0.786345959,0.784782946,1.421445608,1.286132813,1.194310427,2.021775723,0.474271148,1.634702682,1.730140567,2.089795589,1.313257575,1.977848172,2.249277592,,1.984608054,2.521725655,2.016527176,1.436551929,1.869697809,1.94088006,1.118584991,1.928144813,0.481499523,0.421415269,2.035443783,0.432087034
P37,1.18905735,1.283449173,1.316339254,0.556396008,0.878063798,1.775019526,1.417529106,1.350974917,2.083091259,0.450815499,1.78415668,1.782978892,2.082639217,1.329046607,2.01035428,2.344967127,,2.41407609,2.359118223,1.992863417,2.019334793,2.154686689,1.951414585,1.12318182,2.153400183,0.514579296,0.481351852,2.60828042,0.39918977
P38,1.199088335,1.464076161,1.361043811,1.037481427,0.911713898,1.798673987,1.541137457,1.304038048,2.107790709,0.490754992,1.878969431,1.93725276,2.19446063,1.422923923,1.994885206,2.470738649,,2.490840197,2.550360203,1.994953513,2.056061268,2.097368002,2.008898497,1.170826554,2.162345648,0.59535569,0.539707124,2.465398788,0.485142291
P39,1.17827332,1.348561525,1.690282226,1.415170431,1.032283187,1.870353103,1.736730099,1.591600299,2.220085859,0.522972524,1.608696103,1.917434454,2.218219995,1.584827542,1.993933678,2.572354317,,2.466855049,2.505189896,2.111658573,2.032016993,2.051365137,1.976536989,1.259610176,2.091449022,0.471133828,0.694330513,2.476487398,0.488234609
P40,0.771299481,1.22881639,1.533844113,1.002205253,0.796816111,1.380012274,1.119474649,1.272479534,1.846135139,0.441200078,1.603583932,1.510134459,1.92918396,1.019579649,1.896126986,2.461731434,,2.360667944,2.422838688,1.894789457,1.920718551,1.717060685,1.90328002,0.886786222,1.838427901,0.562614202,0.486700773,2.05341959,0.448333591
P41,1.004683614,1.248511791,1.40604496,1.147829533,0.755038917,1.688010454,1.257457972,1.301733375,1.915119529,0.492680818,1.769961476,1.582139373,2.049600601,1.090311646,1.926186204,2.268862486,,2.206262112,2.428048134,1.787499905,1.949515224,1.73904705,1.913877368,0.999541938,2.030763149,0.476087809,0.397206694,2.076165199,0.377712548
P42,1.001594305,1.311647415,1.513744831,0.941661954,0.818559289,1.695744634,1.357596874,1.387228608,1.976329327,0.478886276,1.874242067,1.739021301,2.043165207,1.240196586,1.987428665,2.495409489,,2.461972237,2.47160244,1.948530912,1.443413615,1.886209011,1.982423544,1.052212358,1.989913106,0.362176776,0.540036023,2.60155797,0.40772289
P43,0.955710471,1.187209249,1.402418852,1.050539374,0.787735939,1.47131598,1.195323586,1.258416176,1.860744357,0.454747111,1.917826295,1.416299939,1.967510939,1.040008307,1.898129463,2.379523754,,2.240859509,2.443060637,2.026593447,1.359202385,1.768236995,1.874871254,0.886778712,1.914859533,0.511266232,0.434505105,2.428806543,0.404882222
P44,0.980220437,1.524295807,1.35525918,0.883847356,0.798077524,1.298592925,1.307539105,1.26230669,2.077855349,0.429235399,1.858703375,1.409464836,1.852795362,1.045304298,1.8429389,2.310415983,,2.212206364,2.394795656,1.825681448,2.024432421,1.887270093,1.870599747,0.919640064,1.821052074,0.451614618,0.471674353,2.418362379,0.483748138
P45,0.870945394,1.356452346,1.308628678,0.994477034,0.819091201,1.516673803,1.253756642,1.254081845,1.933633685,0.451124787,1.91124773,1.588945746,1.940194726,1.094110727,1.954849958,2.419552326,,2.273299932,2.431428432,1.839875579,1.740461469,1.877658844,1.923531175,0.85771358,2.032331228,0.426066428,0.524491429,2.596073866,0.438732356
P46,1.267107844,1.328934073,1.469384432,1.300534248,0.960088253,1.994484782,1.622058988,1.549187899,2.096017838,0.467472017,1.918481231,2.022567034,2.285201788,1.751482129,2.144671917,2.510630846,,2.499632359,2.53043437,1.924453855,1.976205111,1.908316731,2.012895823,1.300171137,2.119585991,0.508000433,0.684345245,2.736059666,0.456839472
P47,1.212477684,1.510724306,1.28078413,0.863891542,0.916512609,1.898662925,1.516624331,1.551078439,1.953912139,0.426095068,1.876363754,1.964209914,2.176782131,1.59801209,1.901017785,2.469956398,,2.48588109,2.449057341,1.808251858,1.765105844,2.199280977,1.983196735,1.193578482,1.956666946,0.373064935,0.681033909,2.800804377,0.578117669
P48,1.083563566,1.156193256,1.323486805,0.995877922,0.836660206,1.538029432,1.24067688,1.305656791,1.959544659,0.407642543,1.9023453,1.505057216,2.009380341,1.229662776,1.969433784,2.329336643,,2.358307362,2.447048426,1.763765931,1.721476436,2.084219933,1.907474041,0.992436945,1.836564541,0.390374571,0.459791631,2.67066884,0.399779439
P49,1.272370696,1.123567462,1.4318645,0.778773844,0.944362998,1.759089112,1.396986604,1.401900411,2.079809666,0.439250976,1.844629169,1.887685418,2.258069277,1.429909945,2.047115803,2.469560862,,2.501879215,2.573477983,2.001665354,2.023479939,2.273073912,2.025155783,1.196802139,2.218546391,0.407903492,0.61826849,2.511763334,0.615135252
P50,1.169516206,1.073913336,1.520305991,1.042481184,0.896416545,1.615818501,1.410959482,1.273407698,1.955032706,0.403272331,1.81633544,1.572391033,2.004909515,1.343078971,2.033993006,2.366690397,,2.155496597,2.403057337,1.75861454,1.931573629,2.199139595,1.922996402,1.020661116,1.798888803,0.349675924,0.487585455,2.836414337,0.450541973
P51,0.920560896,1.213979006,1.242083669,1.330157518,0.807556093,1.619933009,1.315342426,1.341939211,2.063395977,0.418282598,1.778006911,1.677760601,2.074047089,1.335432172,1.956845284,2.351333618,,2.462173939,2.410972118,1.806907058,0.996901691,1.990486383,1.89765954,1.046141982,1.92392838,0.649886906,0.482085288,2.742984772,0.436299741
P52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53,1.010091662,1.137837052,1.235636234,0.951123714,0.782072961,1.616700411,1.340634704,1.051733851,2.032776833,0.439891964,1.834162831,1.643827081,2.024017811,1.222023726,1.946160674,2.42514348,,2.354089499,2.424257517,1.917958021,1.312598109,1.891059399,1.90988791,1.138576269,1.927623391,0.646391571,0.43172875,2.207256794,0.394288003
P54,0.75418359,1.023679852,1.366638303,0.96281594,0.755316854,1.517048478,1.238824129,1.338799715,2.035025358,0.42853713,1.692263961,1.634719729,2.026926756,1.291411996,1.951242685,2.205864668,,2.345707178,2.364991665,1.856027842,1.601187587,2.012663841,1.890708208,1.05401206,2.110776901,0.415282816,0.383558571,2.000601053,0.357481331
P55,1.069830894,1.135985374,1.263662696,0.921815097,0.784493983,1.696977854,1.276429892,1.272381306,1.77354908,0.433368772,1.745953202,1.722314954,2.071412563,1.392545581,1.93292439,2.396899223,,2.460165024,2.43268919,1.923538804,1.980481029,2.233467817,1.881623268,1.161000252,1.960346103,1.098192453,0.435589284,2.348250866,0.390059978
P56,0.96903491,1.03466332,1.250226855,1.336179376,0.854977489,1.628783226,1.347781539,1.375455856,2.103098869,0.450736523,1.854211688,1.762657642,2.036436081,1.485062361,1.996220589,2.4470644,,2.564234734,2.548664093,1.940139294,1.231074572,2.177220106,1.961251855,1.097636104,1.956757665,1.357815027,0.468608022,2.208411455,0.391307831
P57,0.917154968,1.162115455,1.224871635,0.967794359,0.731501222,1.740626335,1.301558495,1.382727742,1.842933059,0.425909549,1.727862358,1.84655571,2.159324646,1.522145271,2.032925367,2.267663717,,2.459622145,2.461856842,1.910608888,1.433913708,2.210283995,1.941143751,1.266313791,2.027089834,1.000565886,0.389809966,2.171947956,0.36485824
P58,0.832742155,0.955512762,1.295573831,1.034771323,0.778557122,1.25744319,1.206794381,1.172226429,1.955068946,0.43812719,1.506561399,1.44995594,1.861501217,1.170526266,1.604720473,2.368303776,,2.475652456,2.417725801,1.933802962,1.94624722,1.952730298,1.853623986,0.948248744,1.788481355,0.723704398,0.423119992,2.077912807,0.482551098
P59,0.808771074,0.851833582,1.151676416,0.793249249,0.846619546,1.214403033,1.223343372,1.165424466,1.893618345,0.388446212,1.704239845,1.695498228,2.015650272,1.269539714,1.84197998,2.427626848,,2.274301529,2.434453011,1.697857857,1.395625591,2.16958189,1.922170401,1.088595033,1.916019917,0.870558441,0.481874108,2.459361553,0.440343738
P60,0.933417499,1.160590649,1.070961237,1.255446434,0.826120138,1.696697116,1.307459831,1.275530457,2.019790173,0.495332688,1.782354474,1.861704111,2.097213745,1.50244081,1.94967103,2.557981491,,2.549977779,2.484809875,1.981595755,1.466038585,2.121754408,1.943151593,1.125133991,1.899001122,1.297374845,0.501598656,2.381546021,0.461915404
P61,1.097209096,1.125248313,1.224175453,1.52287674,0.800852656,1.847914338,1.505216956,1.411945581,2.024382353,0.430194348,1.735348701,2.138533115,2.252379179,1.615451455,1.822191358,2.380812168,,2.599612474,2.435027122,2.047707319,2.000141621,2.066930532,2.041326761,1.33010602,2.048099995,0.518297613,0.442319214,2.306222677,0.415896058
P62,1.202276945,1.232624412,1.192917943,0.973867834,0.887552023,1.605825543,1.348130345,1.465447426,2.110393524,0.484276146,1.802248359,1.899866104,2.154608011,1.488505602,2.02933073,2.468744516,,2.383603334,2.48604846,1.926969528,1.458430529,2.111665487,2.006184101,1.164435863,2.117760181,0.650733531,0.502374172,2.517140627,0.428422064
P63,1.106079459,1.144770026,1.300374031,1.099181533,0.866081417,1.784419894,1.433403254,1.441075087,2.153724194,0.525875568,1.907442451,1.976075888,2.178069353,1.449931026,1.987181544,2.466587782,,2.482837915,2.508237839,1.888094544,1.60688889,2.090210915,1.915471911,1.175387979,1.998121858,0.593344331,0.542253613,2.455325365,0.445211679
