Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P29,1.591156,1.939961,1.657754,1.286771,2.560775,2.466139,1.846933,,2.255407,2.427228,2.140697,1.825361,1.727416,1.097627,1.793068,1.861717,1.953837,1.898793,1.854697,2.006806,1.770213,2.212733,1.543656,,,,,,
P30,1.365989,1.860618,1.561901,0.7334372,2.687977,1.971246,1.910793,,2.00543,2.260783,2.366508,1.856092,1.92768,0.79971,1.532847,1.985142,1.946868,1.858954,1.998531,1.965144,1.631736,1.932947,1.588449,,,,,,
P31,1.144541,1.914952,1.567579,0.5424005,2.704041,1.718422,1.650994,,1.855217,1.694933,1.730151,1.452507,1.871207,0.8202105,1.677588,1.604708,1.880868,1.310241,1.927794,1.873764,1.558784,2.197048,1.658737,,,,,,
P32,1.261896,1.61569,1.573597,0.7781031,2.826739,2.070485,1.771897,,2.142803,1.876972,1.921946,1.526991,1.878235,0.9437695,1.985152,1.80711,1.937592,1.808512,1.962275,1.974336,1.291231,2.434489,1.67409,,,,,,
P33,1.124544,1.970416,1.729195,0.990275,2.461944,1.937582,1.612134,,1.9616,1.804794,2.076721,1.656688,1.866045,1.041279,1.816837,1.552669,1.758362,1.519789,1.953566,2.123799,1.640066,1.537068,1.665192,,,,,,
P34,1.134599,1.802621,1.52597,0.9150891,2.399177,1.872154,1.503183,,1.847377,1.947443,1.736719,1.334664,1.640387,0.9274717,1.438158,1.524858,1.602103,1.332937,1.789056,1.829235,1.602681,1.697302,1.666152,,,,,,
P35,1.20347,1.836412,1.46355,1.090588,2.482391,1.938071,1.610521,,1.741141,2.011967,1.913791,1.818877,1.897277,1.198112,1.587525,1.688578,1.913898,1.523329,1.952406,1.99635,1.619671,2.005968,1.704284,,,,,,
P36,1.176813,1.814138,1.290801,0.8120071,2.341398,1.585486,1.650907,,1.826383,1.864899,2.145508,1.598029,1.843336,1.073379,1.77526,1.515722,1.725278,1.537252,1.954379,1.763868,1.338712,1.889836,1.617889,,,,,,
P37,0.9313983,1.652649,1.407365,0.4718445,2.041374,1.846253,1.634327,,1.923329,1.809735,1.857439,1.639959,1.834786,0.9524216,1.660351,1.822317,1.780037,1.4041,1.973457,1.885652,1.817443,1.826484,1.628795,,,,,,
P38,0.7849512,1.728301,1.324887,0.7357248,2.20723,1.795051,1.567145,,1.840686,1.86761,1.919571,1.503225,1.786376,0.8233027,1.605047,1.57385,1.940271,1.339316,1.790943,1.978133,1.716478,1.885251,1.609174,,,,,,
P39,0.8394461,1.703578,1.373996,0.5765045,2.15965,1.745951,1.62263,,1.561523,1.805541,1.999541,1.509941,1.777592,1.106126,1.801865,1.827295,1.801768,1.737664,2.01973,1.892065,1.681696,2.237766,1.547946,,,,,,
P40,0.9516234,1.715982,1.580611,1.116249,2.163566,1.585565,1.55206,,1.766804,1.702289,1.654528,1.021952,1.516329,0.6036804,1.595968,1.829222,1.768248,1.577076,1.882012,1.768265,1.917772,1.594957,1.543405,,,,,,
P41,1.041446,1.663285,1.734163,1.01413,2.314214,1.902675,1.640742,,1.816279,1.875407,2.117815,1.67432,2.010338,1.413158,1.731039,2.007897,1.727183,1.570707,1.873994,1.5459,1.600925,1.458546,1.578349,,,,,,
P42,0.934439,1.800261,1.48175,0.5057213,2.402019,1.820296,1.678389,,1.788231,1.877841,1.896263,1.573,1.823963,1.04121,1.815024,1.781274,1.792963,1.6534,1.934066,1.96451,1.744714,1.652479,1.55578,,,,,,
P43,1.127349,1.770775,1.605448,0.7831317,2.518629,2.185702,1.535075,,1.874101,2.171971,1.989485,1.392457,1.846076,0.7803353,1.780516,2.011692,1.65056,1.61358,1.83971,1.713729,1.411426,1.743492,1.603284,,,,,,
P44,1.044401,1.838293,1.550048,0.7409721,1.883842,1.733604,1.559486,,1.496613,1.763845,1.903271,1.406164,1.853448,0.7852418,1.729699,1.919518,1.941388,1.514808,1.886995,1.579292,1.608196,2.165303,1.583469,,,,,,
P45,0.9554513,1.770673,1.634469,0.8492305,2.35443,1.876353,1.578299,,2.008585,1.857432,1.742894,1.398679,1.59095,0.7646543,1.830297,1.756946,1.743444,1.635236,1.91551,1.575925,1.340282,1.588095,1.615243,,,,,,
P46,1.014852,1.739666,1.346041,0.6899356,2.169874,1.708657,1.772672,,1.564045,1.723441,1.870192,1.716275,2.002501,1.096567,1.483302,1.576616,1.695048,1.469446,1.754399,1.603836,1.683591,1.498749,1.710406,,,,,,
P47,1.072271,1.957049,1.418233,0.7529544,2.505352,1.879884,1.749306,,1.918085,1.891727,1.99101,1.645904,1.969251,1.501201,1.736255,1.844746,1.794417,1.58319,1.784572,1.874745,1.606433,1.966556,1.56014,,,,,,
P48,0.9830315,1.754294,1.727806,1.0181,2.110625,1.894858,1.692756,,1.642629,1.880269,1.752185,1.161838,1.808866,0.8310795,1.735377,1.708771,1.732226,1.570125,1.909737,1.721908,1.599946,1.864575,1.582015,,,,,,
P49,1.291843,1.809442,1.527417,0.6086039,2.670865,1.859565,1.823832,,1.765918,2.080676,1.967717,1.581329,1.891928,1.165929,1.888675,1.806597,1.635209,1.738329,1.875994,1.797378,1.691263,2.331948,1.609056,,,,,,
P50,0.8853819,1.756901,1.386791,0.7634803,2.630033,1.922717,1.724945,,2.104488,1.70624,1.831708,1.509159,1.883404,1.067316,1.846576,1.939593,1.800851,1.524351,1.809301,1.626867,1.693538,2.305171,1.607601,,,,,,
P51,1.158541,1.883946,1.47898,0.9842381,2.481214,1.838865,1.683786,,2.077358,2.03134,2.009137,1.957755,2.1363,1.538059,1.874416,1.89501,1.885487,1.672181,1.972987,1.938018,1.666448,1.893177,1.678311,,,,,,
P52,1.030637,1.896525,1.583381,0.9645586,2.220661,1.735355,1.834365,,2.154115,1.658459,1.940743,1.960102,2.108115,1.634944,1.897907,1.808163,1.936027,1.702069,1.890333,1.83878,1.642992,1.518769,1.689333,,,,,,
P53,1.057247,1.948622,1.501253,0.8656877,2.321745,1.730429,1.751526,,1.923152,1.904332,1.982424,1.649595,1.878302,1.189849,1.787129,1.804603,1.77558,1.695047,2.007004,1.848441,1.707884,1.681644,1.643098,,,,,,
P54,0.9864879,2.024682,1.366489,0.816169,2.341695,1.794566,1.827601,,1.834619,2.255895,1.902769,1.682342,1.927878,1.238628,1.644684,1.442737,1.708236,1.415191,1.85316,2.215325,1.61007,1.433919,1.641081,,,,,,
P55,1.006674,1.88507,1.317868,0.7743115,2.219738,1.898713,1.601217,,1.542696,1.83284,1.788672,1.658482,1.956004,1.197073,2.056714,1.534765,1.935423,1.636264,1.944481,1.962962,1.775746,2.399116,1.621603,,,,,,
P56,0.8573583,1.460803,1.375175,0.9429646,1.889024,1.549038,1.590668,,1.868577,1.967978,1.655968,1.46382,1.77476,1.037618,1.755774,1.558229,1.631367,1.798301,1.744744,1.750137,1.597655,1.609572,1.631999,,,,,,
P57,0.9262313,1.668019,1.164293,1.033922,1.858597,1.700969,1.737751,,1.143371,1.83951,1.655433,1.658409,1.975656,1.163844,1.737379,1.574574,1.766893,1.592628,1.745157,1.853979,1.668244,1.931745,1.647488,,,,,,
P58,0.8839229,1.682581,1.216851,0.8031934,1.854111,1.896101,1.419749,,1.763164,1.86037,1.732516,1.522036,1.753778,1.082941,1.849319,1.517339,1.750573,1.626056,1.841498,1.720582,2.125665,1.960316,1.652619,,,,,,
P59,1.178299,1.99721,1.230814,0.9841202,2.422265,1.85036,1.773143,,1.574277,1.76625,1.82763,1.868739,2.036347,1.423021,1.846532,1.67316,1.783321,1.554078,1.834641,1.80427,1.602454,1.690928,1.655111,,,,,,
P60,1.240918,1.732711,1.637508,1.11498,2.168446,1.708235,1.679646,,1.892703,2.315178,1.890424,1.760692,1.94421,1.064691,1.719599,1.530421,1.856135,1.599245,1.907358,1.918687,1.863511,1.588311,1.680613,,,,,,
P61,0.915201,1.663949,1.372015,0.6701635,2.158314,1.6678,1.611397,,1.995175,1.847259,2.058768,1.808698,2.059413,1.463269,1.621867,1.665636,1.369513,1.485555,1.847447,1.909736,1.660079,1.60929,1.688989,,,,,,
P62,0.8373067,1.720866,1.457244,0.8214825,1.833109,1.834833,1.571265,,1.220523,1.909238,1.860096,1.581774,1.832206,1.150007,1.819131,1.504745,1.579815,1.413894,1.872401,1.801839,1.65612,1.859819,1.619642,,,,,,
P63,0.8844905,1.342246,1.439048,0.7834706,1.978102,1.758722,1.678326,,1.913294,1.695151,1.897009,1.694235,1.892832,1.15326,1.85686,1.419528,1.790379,1.536625,1.839806,1.619,1.466744,1.288843,1.650339,,,,,,
