Province,SC11,SC12,SC13,SC14,SC21,SC22,SC23,SC24,SC31,SC32,SC33,SC41,SC42,SC43,SC44,SC51,SC52,SC53,SC54,SC61,SC62,SC63,SC64,SC71,SC72,SC73,SC81,SC82,SC83
P13,0.9651303,1.576425,1.645151,0.8039106,2.464042,2.33175,1.826647,,1.821546,2.047064,1.987695,1.659599,1.799698,0.9926242,1.814829,1.641134,1.910388,1.686594,1.827818,1.943931,1.646275,1.809906,1.706003,,,,,,
P14,1.000992,1.709147,1.61654,1.022286,2.121216,1.670491,1.682326,,1.808092,1.877595,1.752722,1.397141,1.783823,0.7957842,1.645915,1.568674,1.585299,1.495829,1.753194,1.826394,1.532025,1.639758,1.562455,,,,,,
P15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16,1.012689,1.538673,1.628768,0.8577812,2.549765,1.76511,1.470346,,2.028869,2.183187,1.93899,1.758886,1.908103,1.017618,1.692922,1.809784,1.895544,1.3611,1.91482,1.817198,1.315942,1.638512,1.711802,,,,,,
P17,1.144984,1.603712,1.535094,1.032546,2.001785,2.183155,1.824312,,2.244509,2.052151,2.076178,1.507548,1.683466,0.7433249,1.818097,1.826697,1.868077,1.621006,1.92529,1.785375,1.638929,1.845907,1.586661,,,,,,
P18,1.136037,1.692856,1.670408,0.7653447,2.258579,1.443472,1.51593,,1.581579,1.986691,1.936402,1.355598,1.619119,0.6398927,1.721014,1.748232,1.633271,1.565184,1.878984,1.660939,1.800003,2.012104,1.627524,,,,,,
P19,1.161199,1.702371,1.501173,0.8867286,2.082187,1.931138,1.7444,,1.558981,2.274715,2.232292,1.299501,1.597941,0.6333613,1.797159,1.775977,1.749238,1.538145,1.723197,1.833581,1.660481,1.949082,1.577696,,,,,,
P20,1.043842,1.632011,1.460442,0.6179404,2.639233,1.895257,1.50712,,1.697659,1.47857,1.329323,1.006604,1.567718,0.6182843,1.724114,1.783762,1.728582,1.695793,1.875312,1.535393,2.026866,2.462493,1.645418,,,,,,
P21,0.9370561,1.435187,1.514026,1.016857,2.332239,1.558184,1.828274,,1.154151,2.269182,2.237199,1.533166,1.830194,0.8125086,1.811423,1.557058,1.826335,1.353277,1.781612,1.879277,1.665097,1.88046,1.650501,,,,,,
P22,1.219899,1.781379,1.590487,1.089867,2.703969,2.254909,1.840787,,1.309805,2.298977,2.003622,1.746786,1.781368,0.9396941,1.831876,1.928289,1.7435,1.27538,1.865049,1.869042,1.658506,1.798244,1.660286,,,,,,
P23,1.144375,1.52752,1.660862,1.056632,2.211663,1.972044,1.556498,,2.081697,2.153097,2.128633,1.791325,1.80975,0.9136043,1.666609,1.645665,1.605458,1.603154,1.85425,1.88406,1.61509,1.782335,1.640192,,,,,,
P24,1.098435,1.561022,1.484633,0.9200302,2.76008,2.23076,1.831581,,2.002837,2.235605,2.056417,1.665064,1.67627,0.8240498,2.031391,1.862098,1.810017,1.772036,1.79401,1.784765,1.747619,2.10495,1.629484,,,,,,
P25,0.9458287,1.443045,1.615415,0.9624891,2.734568,1.753105,1.645486,,1.68809,1.81634,1.963318,1.828568,1.879985,0.8993763,1.706954,1.71314,1.94073,1.559503,1.917601,1.578796,1.638804,2.009564,1.679174,,,,,,
P26,1.090805,1.549867,1.7611,0.8820046,2.362128,1.963607,1.641547,,1.777426,2.015217,2.00128,1.664965,1.778746,0.9389955,1.754239,1.66442,1.798369,1.616141,1.747552,1.91553,1.528097,1.805286,1.622426,,,,,,
P27,1.001716,1.622556,1.648273,0.7170672,2.308261,1.996586,1.81291,,2.110689,1.898518,2.207845,1.397933,1.623095,0.8014219,1.713902,1.740608,1.79212,1.51193,1.989186,1.803185,1.658563,1.64427,1.595726,,,,,,
P28,1.139681,1.772268,1.711778,1.045769,2.370142,1.710817,1.731911,,1.8191,1.930765,1.973319,1.833585,1.814986,0.9034631,1.920038,1.84357,1.882468,1.654685,1.786162,1.85316,1.610589,1.639189,1.622012,,,,,,
P29,1.108727,1.609907,1.606228,0.9418815,2.352641,1.964953,1.874239,,1.984795,2.340368,2.226347,1.763711,1.99672,0.9537324,1.927949,1.830537,1.840773,1.699915,1.960702,1.907972,1.601773,2.174871,1.57336,,,,,,
P30,1.410795,1.822679,1.687144,0.9731182,2.660199,2.227805,1.788152,,2.296137,2.006636,2.364731,1.708158,1.882729,0.9980311,1.920293,2.013875,1.643794,1.401279,1.923274,1.958056,1.652316,1.920097,1.585422,,,,,,
P31,1.129656,1.723766,1.635534,0.6564907,2.449888,1.983604,1.585446,,1.897819,1.802397,2.074912,1.481349,1.879182,0.9419765,1.812812,1.735529,1.641454,1.397388,1.899469,1.924232,1.34304,2.332565,1.690154,,,,,,
P32,1.052394,1.447604,1.650567,0.6815903,2.372602,1.975365,1.812272,,2.328705,1.846522,1.866375,1.167975,1.628801,0.765531,2.071047,2.013021,1.879717,1.69,2.030766,2.00225,1.652701,2.437837,1.637765,,,,,,
P33,1.045547,1.588698,1.590703,0.7579802,2.247615,1.747203,1.603139,,2.064876,1.674806,2.028081,1.762337,1.962448,1.028947,1.786377,1.323638,1.798146,1.593203,1.840979,2.113342,1.613765,1.525669,1.700287,,,,,,
P34,1.077813,1.738936,1.44077,0.806971,2.730528,2.056426,1.86655,,1.956968,2.04927,2.178756,1.854411,1.935534,1.098035,1.91669,1.789129,1.681221,1.481546,1.804569,2.036493,1.579466,1.849785,1.721012,,,,,,
P35,1.100521,1.773733,1.701793,1.196777,2.573617,1.86849,1.852982,,1.79781,2.166809,1.964624,1.831825,1.900664,0.9986715,1.842161,1.51671,1.653627,1.689168,1.842167,1.974485,1.612736,2.090803,1.669299,,,,,,
P36,0.8846517,1.401194,1.306788,0.8539456,2.132488,1.578928,1.466723,,1.805852,1.927903,1.984067,1.253027,1.710149,0.8354964,1.482172,1.494083,1.739003,1.324145,1.871252,1.536745,1.785757,2.089779,1.65751,,,,,,
P37,0.8134013,1.710782,1.348594,0.7674477,1.910278,1.617776,1.654193,,2.073024,1.682914,1.676461,1.278096,1.660782,0.8663407,1.529194,1.666646,1.758224,1.326343,1.957238,1.822591,1.548686,1.82014,1.617984,,,,,,
P38,0.6304474,1.406354,1.220217,0.7061424,1.919094,1.543358,1.619373,,1.825452,1.460708,1.752328,1.621799,1.872327,1.120647,1.599751,1.627323,1.776442,1.506574,1.799499,1.966019,1.975427,1.829051,1.583471,,,,,,
P39,0.9423616,1.687349,1.445218,0.5981023,2.243669,1.921824,1.569424,,1.665046,1.724101,1.899039,1.585582,1.862057,1.027739,1.751005,1.585038,1.872622,1.73884,1.908173,1.786438,1.826254,2.270662,1.611732,,,,,,
P40,0.981983,1.486586,1.438022,0.8443308,2.136602,1.630937,1.641246,,2.001061,1.60947,1.907387,1.228606,1.538159,0.7797514,1.582868,1.680985,1.890788,1.561478,1.888501,1.834028,1.62181,1.722394,1.522984,,,,,,
P41,1.128595,1.703696,1.681415,0.9998502,1.978514,1.613437,1.753161,,1.932634,1.8243,1.983802,1.504874,1.800506,0.8842123,1.706593,1.922452,1.837208,1.570657,1.977027,1.642122,1.627712,1.609085,1.566099,,,,,,
P42,0.8304308,1.518385,1.427679,0.5936839,2.376946,2.278235,1.738321,,1.741685,1.780621,1.738966,1.555078,1.774705,1.119942,1.710338,1.655524,1.822539,1.537685,1.831903,2.00289,1.506344,1.555763,1.578156,,,,,,
P43,1.16187,1.546053,1.847357,1.080276,2.505166,1.905607,1.610984,,1.806571,1.938267,1.896754,1.482574,1.714769,0.9147216,1.878206,2.009823,1.691533,1.489585,1.877701,1.746257,1.281426,1.937357,1.601326,,,,,,
P44,0.9974633,1.732308,1.522816,0.807282,2.255694,1.833625,1.656429,,2.059228,1.816835,1.735676,1.625139,1.841961,0.9601378,1.816922,1.85538,1.734912,1.311279,1.835655,1.624327,1.620972,2.183503,1.700817,,,,,,
P45,0.9987115,1.713718,1.521355,0.7112466,2.36518,1.783198,1.563563,,1.56426,1.858666,1.853395,1.489878,1.866016,0.9130995,1.625141,1.786993,1.748155,1.635685,1.967757,1.631583,1.264674,1.552353,1.560476,,,,,,
P46,0.9441587,1.707349,1.104731,0.6708076,1.843539,1.603941,1.63393,,1.923772,1.977265,1.879047,1.571267,1.914039,1.130661,1.818405,1.630763,1.834695,1.629502,1.922765,1.692449,1.359907,1.604763,1.691412,,,,,,
P47,1.060519,1.920902,1.382683,0.7522158,2.469709,1.653274,1.994743,,1.75211,1.873728,2.115088,1.866347,2.098479,1.49108,1.769775,1.879169,1.767364,1.600723,1.803899,1.929735,1.794073,2.258627,1.662036,,,,,,
P48,0.8834293,1.773977,1.391537,0.6999633,1.993272,1.621124,1.805695,,1.941981,1.788864,1.794969,1.111795,1.661525,0.8581015,1.810883,1.916042,1.802094,1.58212,1.971944,1.676809,1.571091,1.956587,1.609487,,,,,,
P49,1.096706,1.876325,1.472547,1.120672,2.704042,2.10774,1.773656,,1.91744,2.243452,1.612379,1.324531,1.717548,0.918754,1.781806,1.655121,1.712886,1.602886,1.87276,1.804642,1.818262,2.333789,1.638226,,,,,,
P50,0.9245473,1.734673,1.428451,0.6061628,2.509831,1.768678,1.5669,,1.888784,1.887204,2.006179,1.577074,1.896577,1.096407,1.827456,1.938102,1.699868,1.426244,1.783001,1.69158,1.912948,2.341245,1.590598,,,,,,
P51,1.115111,1.916334,1.191744,0.7123387,2.734982,2.109479,1.884002,,2.156617,1.913216,2.109761,1.698375,1.941327,1.199439,1.830713,1.809309,1.733519,1.704032,1.962797,1.751119,1.684138,2.001058,1.691061,,,,,,
P52,0.8997563,1.662035,1.381922,0.6050462,2.078046,1.500074,1.810091,,1.985737,1.671828,1.876091,1.582267,1.886615,1.22093,1.78468,1.788357,1.585116,1.67574,1.890742,1.796031,1.655824,1.636165,1.647043,,,,,,
P53,0.9819107,1.687149,1.24777,0.6343327,2.260193,1.741092,1.784864,,2.122972,1.910889,2.08188,1.528827,1.881759,1.160185,1.884021,1.691863,1.510256,1.734442,1.830422,1.852946,1.649804,1.753438,1.637598,,,,,,
P54,0.9039618,1.758859,1.093594,0.612945,2.115713,1.701184,1.802862,,2.091514,1.789282,1.924828,1.791563,1.907378,1.217733,1.532334,1.596946,1.858927,1.619266,1.802519,2.027212,1.554963,1.420995,1.697359,,,,,,
P55,0.9543979,1.676995,1.526526,0.6171553,2.654999,1.832553,1.811608,,2.184907,2.243129,2.111616,1.824256,2.045187,1.437852,1.965506,1.766366,1.834381,1.416909,1.968827,2.042477,1.984887,2.158042,1.674577,,,,,,
P56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57,1.01986,1.528777,1.297022,0.9112383,2.099566,1.673446,1.81055,,1.877349,1.960846,1.894129,1.774554,2.008676,1.34903,1.884905,1.682781,1.722656,1.603811,1.880095,1.9033,1.578104,2.014369,1.668919,,,,,,
P58,0.9246721,1.58723,1.245552,0.6237678,1.992711,1.531488,1.545069,,2.106278,1.689743,1.905294,1.404708,1.721065,1.06569,1.800418,1.440762,1.822784,1.77537,1.870664,1.776276,1.81269,2.017121,1.6561,,,,,,
P59,1.039529,1.535226,1.411182,0.8447956,1.847596,1.467112,1.745777,,1.883821,1.63267,1.586184,1.485719,1.829932,0.9359076,1.676017,1.573058,1.726464,1.468276,1.827154,1.779673,1.556927,1.750029,1.621059,,,,,,
P60,0.9374065,1.630904,1.173903,0.637832,2.481286,1.993933,1.588942,,1.953545,2.160643,1.880191,1.599134,1.876012,1.217613,1.923769,1.792343,1.68757,1.46081,1.839117,2.007694,1.507727,1.533126,1.701081,,,,,,
P61,0.8167498,1.646662,1.294567,0.8899919,1.984405,1.69758,1.765775,,2.034715,1.915387,1.800009,1.722165,1.995277,1.149355,1.812303,1.408276,1.555158,1.648603,1.81316,1.921754,1.665431,1.567574,1.675079,,,,,,
P62,0.9178493,1.737519,1.314703,0.7930118,1.851426,1.742423,1.778163,,2.064814,1.754172,1.809039,1.710481,1.928985,1.177379,1.776209,1.601619,1.704233,1.482109,1.92143,1.775495,1.637336,1.843909,1.6853,,,,,,
P63,0.9948081,1.59051,1.56509,1.056317,2.362535,1.639676,1.793097,,1.829788,1.841934,1.941537,1.988206,2.057911,1.250274,1.989387,1.462636,1.860449,1.536254,1.955472,1.728192,1.656279,1.305881,1.768724,,,,,,
