Province,TOPSIS,VIKOR,PROMETHEE,COPRAS,EDAS,SAW,IFS_TOPSIS,IFS_VIKOR,IFS_PROMETHEE,IFS_COPRAS,IFS_EDAS,IFS_SAW
P01,0.8004576148088978,0.7835889936565954,0.8216187463903455,0.8027687684111495,0.7668083325705104,0.8064430579981184,0.5393292754200478,0.803585936660344,0.8277526626885378,0.8350628856516932,0.7861627648986185,0.8324774315531478
P02,0.9320867910511872,0.9382979094749458,0.9655168468293381,0.9299034375193297,0.9171229923665553,0.935705308243001,0.8078137151254972,0.9369612981972111,0.9833037156299199,0.9581110279395314,0.9417072111145532,0.9631373251059809
P03,0.7778510410621439,0.7436857183429991,0.818972700699591,0.7942350494291863,0.7567186923915807,0.803233144899706,0.6333108033499931,0.7569220397524111,0.8383048946550234,0.8095623664108231,0.7553952361063581,0.8266731574274747
P04,0.8648311656898343,0.8761472461796352,0.8939521248174294,0.8596760778324942,0.8340913397595171,0.8640102651096202,0.593230203277686,0.8902313642108196,0.9037338433048393,0.8834329755619738,0.8481721282285954,0.8855976013488067
P05,0.6864326588343461,0.6913047876934162,0.6783502974532956,0.6889831142947181,0.6322765639494105,0.6944722262801316,0.39022747784757533,0.711933569779822,0.6907024161162751,0.708088386546994,0.649477866090548,0.7178104128661597
P06,0.7654526383815038,0.7389512784845368,0.7707253350231558,0.7801901048948751,0.7401129854326636,0.779792913217754,0.6215237668667776,0.7629029396708561,0.793572750291946,0.8041397932869045,0.7791744309105031,0.8110917650579326
P07,0.6503358213873164,0.6212204461186849,0.6544311278038374,0.6696086742993304,0.6164050847298108,0.6806716578027115,0.43346986289366757,0.6478744666872055,0.661114285529016,0.6794878127308477,0.6126196317810757,0.7017424597929892
P08,0.9568517200850939,0.9604788923477742,0.9947176813629028,0.9774258425014934,0.9733099804453577,0.9839084230739534,1.0,0.9655490113734955,1.0,0.9860617685773718,0.9680961459333031,0.9889964590646569
P09,0.9177837462187756,0.9075609429026305,0.9745946837217004,0.9507884934984844,0.9418159428131143,0.9591728745882467,0.9243111542205852,0.9181294730336991,0.9799097291299268,0.9487148559281762,0.9241689203457062,0.959586952465976
P10,0.9212192435051705,0.913071323151814,0.9581440233566736,0.9389490447373069,0.927817851456973,0.9419689442267275,0.8935942077363075,0.9224589898205326,0.9729886637890812,0.9466379562926617,0.9338136342220684,0.9549387103558675
P11,0.7460324928518146,0.7663595929952939,0.7485164928011303,0.7426359035659693,0.6957116664512668,0.7459087670921973,0.43281328155151344,0.7909754340929498,0.7663318378811241,0.7654483973605408,0.7160920550865273,0.76984001453578
P12,0.9475051524227529,0.950296380307976,0.9961280270848278,0.9709568877602699,0.9656615652806819,0.9794609456687043,0.993913922103772,0.9591596886603106,0.9961742733668655,0.9781685523340713,0.9531879346776069,0.982877598592159
P13,1.0,1.0,1.0,1.0,1.0,1.0,0.9742098678840846,1.0,0.9995918906348014,1.0,1.0,1.0
P14,0.8669116731651796,0.8552628053939342,0.9101871682165023,0.8739352736744321,0.8509503616689719,0.8803586529383439,0.7191369488609851,0.8719207500441604,0.9352727172704365,0.9008023881777719,0.876033718177317,0.9095789651655197
P15,0.8105733961628511,0.7987187645903813,0.8514929006024413,0.8194088058064575,0.7864822860059878,0.8279003603752596,0.6636928157121162,0.8174794347004367,0.8870935725751034,0.847047479608229,0.7954586465925462,0.8589673718986853
P16,0.831632811048201,0.8412775423280672,0.8500521938921444,0.8258926111515218,0.7941482594297894,0.8279716660915231,0.6325808435915657,0.8540976687462637,0.8809495087598198,0.8783704201767795,0.8465659596346693,0.8762616554063324
P17,0.5226902590921779,0.5285257210491395,0.4613854455705514,0.5287455977068778,0.4581018170663244,0.5370060082961619,0.2742809216106841,0.5591355030427425,0.45587261139581325,0.5576895740139981,0.46523786524732946,0.5676268692685068
