Province,TOPSIS,VIKOR,PROMETHEE,COPRAS,EDAS,SAW,IFS_TOPSIS,IFS_VIKOR,IFS_PROMETHEE,IFS_COPRAS,IFS_EDAS,IFS_SAW
P01,0.7315650490658375,0.684176472699456,0.7471045015117502,0.7434242761612592,0.7045579854216575,0.7485757437360645,0.5068977077998251,0.6974477026355406,0.7543428477380175,0.7452813388698082,0.6896958789748906,0.7638513195460863
P02,0.9954222626630107,0.9779681809728308,0.9891265565403404,0.9929971190813496,0.9918779600700547,0.9911584742606795,0.9432809111407098,0.9814090507350183,0.971902588612245,0.9769050112563162,0.9724649597388166,0.9729182769091828
P03,0.7498422547032704,0.6794516993959593,0.7219928953079532,0.7680108576478007,0.7386645302961647,0.7543448247731079,0.6477301461353582,0.6926025661141337,0.708041758922535,0.7484190662423645,0.7817694562597163,0.7546798901206428
P04,0.9723992634201354,0.9743815442591733,0.9708772249533626,0.9676795576266936,0.9625142956793156,0.9655798468167036,0.909796957584536,0.981716822024113,0.9673095561791029,0.964503532226605,0.9582323965556809,0.9628143107235185
P05,0.7340094210434458,0.730044017867988,0.7248845649497339,0.7222655499273534,0.6778796727210139,0.7192589478605559,0.4235878807948053,0.7517483877010248,0.7478032844312074,0.7454939166008032,0.6993929110476949,0.7397974658207106
P06,0.8158810773868641,0.7865755337194433,0.8329852440173827,0.839906469491767,0.8143212682867702,0.8416714860237353,0.7802022775758596,0.7834419330393285,0.8315293735764291,0.8035441823231378,0.7897615829120767,0.8362369163724216
P07,0.6540746362596916,0.6140905865151755,0.6325916626681903,0.6514669573472386,0.6061825610495686,0.6511972269245369,0.3938893371518,0.6276622027415227,0.6227078454168313,0.6606197438194503,0.6123590450869862,0.6641305207307282
P08,0.9150287890610079,0.87391626422434,0.9482923361429503,0.9464777735019946,0.9379241678094743,0.9502691234307955,0.9259432438105007,0.8854526478152168,0.9439733872257728,0.9287956292457912,0.9122323191634731,0.9426286803185324
P09,0.9009666294547113,0.8962904377479644,0.908733986965593,0.9095504203779893,0.8950953035085571,0.904385719277355,0.8119837575966653,0.900062802469593,0.9060172729315028,0.8763298310382102,0.8918163670964036,0.8916521911871834
P10,0.8464842835851286,0.7945054308503797,0.8344151030840828,0.8511576361618893,0.8273705298713604,0.8441585999328395,0.6847068177402285,0.8026583649985521,0.843142561149201,0.8559815216120759,0.8752573764693592,0.8646888572161594
P11,0.8882562424656737,0.8988245686795364,0.8895173592559144,0.8681792348139832,0.847112419749227,0.864814653334621,0.5937071608191946,0.9127708429872533,0.9086069720297568,0.8739237907452655,0.8699902008036431,0.8817018990035583
P12,0.9495059272659111,0.9381046961324288,0.9650066593526228,0.9458985145777785,0.9372523351499,0.9486423698925789,0.853983180958944,0.9490638335588838,0.9570878595246187,0.9409333984792908,0.9219670078035438,0.9434570860967118
P13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
