Province,TOPSIS,VIKOR,PROMETHEE,COPRAS,EDAS,SAW,IFS_TOPSIS,IFS_VIKOR,IFS_PROMETHEE,IFS_COPRAS,IFS_EDAS,IFS_SAW
P01,0.7616330179100097,0.759902399650877,0.839059066810356,0.7963957862003633,0.7922716963139862,0.8009094498616574,0.5038786573926826,0.7784063205832246,0.8658543911290852,0.8214391500683313,0.8032715695605885,0.8363213823633727
P02,0.8724966777975084,0.8698498209849854,0.9451444663827433,0.92076750794513,0.9191626201431635,0.9239340667635854,0.6681704591591164,0.8818194553456133,0.9482817026988086,0.9274323184754458,0.9122936479394279,0.9357180772640453
P03,0.7218265567692054,0.7198605200876503,0.8032356487993824,0.7733024297467818,0.7687105741102986,0.7797821068780556,0.5185670955690143,0.7356889139300791,0.811878018583439,0.7782454049077155,0.7546351727090095,0.7995266411166413
P04,0.7682274845557349,0.7561272049310888,0.8564768763220718,0.8222900524104354,0.8186904618917245,0.8285265162478949,0.5658612607680651,0.7740619427195564,0.866031662440252,0.8386999980812404,0.8104662831622622,0.8561515583618335
P05,0.7486100913709831,0.7402201996709491,0.8321258685898922,0.8000464432816258,0.7959962990060319,0.8055421660580364,0.5368720106715694,0.7546538550541533,0.8476626135785211,0.8073487121049316,0.7890762628088483,0.8254377383996359
P06,0.6688045629903069,0.668828653324548,0.7193592647494264,0.6856114032786862,0.6792433286306506,0.6851290374294248,0.37120387478414407,0.6913904394055332,0.7326488176005544,0.7308696558403218,0.7048775662424724,0.7299798686758027
P07,0.5658368867819876,0.5520966517038531,0.6039182464545929,0.584431905933749,0.5766902214102374,0.5818082682650713,0.2731425422916749,0.5766829129584923,0.5992091760512117,0.6240064370218319,0.6067917265040189,0.6171264597072564
P08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P09,0.929966502321737,0.9363367001585443,0.9725766355806885,0.9450126501058193,0.9438988579629886,0.9466585151847474,0.6997714292516553,0.93306053497466,0.9865745650812578,0.9685150922037974,0.9647392317321615,0.9716121583696972
P10,0.781277986309474,0.7758758397041532,0.8633572481894498,0.8277900053661316,0.8243018187321285,0.8325164695415445,0.562680405631645,0.7922444831770467,0.8899434960423793,0.8449388440649941,0.8306557204193812,0.8594227389204585
P11,0.6344670060629957,0.5899432538150139,0.6847426277909259,0.6763164265604308,0.6712460255906905,0.6811597148115098,0.4438140554989816,0.602367827447472,0.6895445148822027,0.7042441554951077,0.6672064298496553,0.7187977545164427
P12,0.8086399438159237,0.797651818864625,0.8974447795595298,0.8667797066006108,0.8640812729365154,0.8718068262518603,0.6146432393794405,0.8138375748322301,0.898940810993092,0.880477764059897,0.8569826066137043,0.8938682248593629
P13,0.8556393575339605,0.8652423597624089,0.9264336248629349,0.885276226634467,0.8829524478450483,0.8888935651156153,0.6228481421709391,0.8768067347129391,0.9513198837917486,0.9140746018857375,0.9021396990842452,0.9228174633461534
P14,0.6065298733132437,0.6350797481689285,0.6400493303998277,0.6238531333404853,0.616234118686351,0.626550524566281,0.3031777810853765,0.6577906603259931,0.6562269342278073,0.65525676247659,0.6252480785178716,0.6654603147049761
